Majjhima Nikāya 17 ||| Middle Discourses 17
Ye ca kho ime pabbajitena jīvitaparikkhārā samudānetabbā—cīvarapiṇḍapātasenāsanagilānappaccayabhesajjaparikkhārā, te kasirena samudāgacchanti. Tena, bhikkhave, bhikkhunā iti paṭisañcikkhitabbaṁ: ||| But the necessities of life that a renunciate requires—robes, almsfood, lodgings, and medicines and supplies for the sick—are hard to come by. That mendicant should reflect:
‘ahaṁ kho imaṁ vanapatthaṁ upanissāya viharāmi.
Tassa me imaṁ vanapatthaṁ upanissāya viharato anupaṭṭhitā ceva sati upaṭṭhāti asamāhitañca cittaṁ samādhiyati, aparikkhīṇā ca āsavā parikkhayaṁ gacchanti, ananuppattañca anuttaraṁ yogakkhemaṁ anupāpuṇāmi. ||| ‘While living close by this jungle thicket, my mindfulness becomes established …
Ye ca kho ime pabbajitena jīvitaparikkhārā samudānetabbā—cīvarapiṇḍapātasenāsanagilānappaccayabhesajjaparikkhārā—te kasirena samudāgacchanti. ||| But the necessities of life are hard to come by.
Na kho panāhaṁ cīvarahetu agārasmā anagāriyaṁ pabbajito, na piṇḍapātahetu …pe… na senāsanahetu …pe… na gilānappaccayabhesajjaparikkhārahetu agārasmā anagāriyaṁ pabbajito. ||| But I didn’t go forth from the lay life to homelessness for the sake of a robe, almsfood, lodgings, or medicines and supplies for the sick.
Atha ca pana me imaṁ vanapatthaṁ upanissāya viharato anupaṭṭhitā ceva sati upaṭṭhāti, asamāhitañca cittaṁ samādhiyati, aparikkhīṇā ca āsavā parikkhayaṁ gacchanti, ananuppattañca anuttaraṁ yogakkhemaṁ anupāpuṇāmī’ti. ||| Moreover, while living close by this jungle thicket, my mindfulness becomes established …’
Tena, bhikkhave, bhikkhunā saṅkhāpi tasmiṁ vanapatthe vatthabbaṁ, na pakkamitabbaṁ. ||| That mendicant should, after appraisal, stay in that jungle thicket; they should not leave.
Idha pana, bhikkhave, bhikkhu aññataraṁ vanapatthaṁ upanissāya viharati. ||| Take another case of a mendicant who lives close by a jungle thicket.
Tassa taṁ vanapatthaṁ upanissāya viharato anupaṭṭhitā ceva sati upaṭṭhāti, asamāhitañca cittaṁ samādhiyati, aparikkhīṇā ca āsavā parikkhayaṁ gacchanti, ananuppattañca anuttaraṁ yogakkhemaṁ anupāpuṇāti. ||| Their mindfulness becomes established …
Ye ca kho ime pabbajitena jīvitaparikkhārā samudānetabbā—cīvarapiṇḍapātasenāsanagilānappaccayabhesajjaparikkhārā—te appakasirena samudāgacchanti. ||| And the necessities of life are easy to come by.
Tena, bhikkhave, bhikkhunā iti paṭisañcikkhitabbaṁ: ||| That mendicant should reflect:
‘ahaṁ kho imaṁ vanapatthaṁ upanissāya viharāmi. Tassa me imaṁ vanapatthaṁ upanissāya viharato anupaṭṭhitā ceva sati upaṭṭhāti asamāhitañca cittaṁ samādhiyati, aparikkhīṇā ca āsavā parikkhayaṁ gacchanti, ananuppattañca anuttaraṁ yogakkhemaṁ anupāpuṇāmi. ||| ‘While living close by this jungle thicket, my mindfulness becomes established …
Ye ca kho ime pabbajitena jīvitaparikkhārā samudānetabbā—cīvarapiṇḍapātasenāsanagilānappaccayabhesajjaparikkhārā—te appakasirena samudāgacchantī’ti. ||| And the necessities of life are easy to come by.’
Tena, bhikkhave, bhikkhunā yāvajīvampi tasmiṁ vanapatthe vatthabbaṁ, na pakkamitabbaṁ. ||| That mendicant should stay in that jungle thicket for the rest of their life; they should not leave.
Idha, bhikkhave, bhikkhu aññataraṁ gāmaṁ upanissāya viharati …pe… ||| Take the case of a mendicant who lives supported by a village …
aññataraṁ nigamaṁ upanissāya viharati …pe… ||| town …
aññataraṁ nagaraṁ upanissāya viharati …pe… ||| city …
aññataraṁ janapadaṁ upanissāya viharati …pe… ||| country …
aññataraṁ puggalaṁ upanissāya viharati. ||| an individual.
Tassa taṁ puggalaṁ upanissāya viharato anupaṭṭhitā ceva sati na upaṭṭhāti, asamāhitañca cittaṁ na samādhiyati, aparikkhīṇā ca āsavā na parikkhayaṁ gacchanti, ananuppattañca anuttaraṁ yogakkhemaṁ nānupāpuṇāti. ||| As they do so, their mindfulness does not become established, their mind does not become immersed in samādhi, their defilements do not come to an end, and they do not arrive at the supreme sanctuary from the yoke.
Ye ca kho ime pabbajitena jīvitaparikkhārā samudānetabbā—cīvarapiṇḍapātasenāsanagilānappaccayabhesajjaparikkhārā—te kasirena samudāgacchanti. ||| And the necessities of life that a renunciate requires—robes, almsfood, lodgings, and medicines and supplies for the sick—are hard to come by.
Tena, bhikkhave, bhikkhunā iti paṭisañcikkhitabbaṁ: ||| That mendicant should reflect:
‘ahaṁ kho imaṁ puggalaṁ upanissāya viharāmi. Tassa me imaṁ puggalaṁ upanissāya viharato anupaṭṭhitā ceva sati na upaṭṭhāti, asamāhitañca cittaṁ na samādhiyati, aparikkhīṇā ca āsavā na parikkhayaṁ gacchanti, ananuppattañca anuttaraṁ yogakkhemaṁ nānupāpuṇāmi. ||| ‘… my mindfulness does not become established …
Ye ca kho ime pabbajitena jīvitaparikkhārā samudānetabbā—cīvarapiṇḍapātasenāsanagilānappaccayabhesajjaparikkhārā—te kasirena samudāgacchantī’ti. ||| And the necessities of life are hard to come by.’
Tena, bhikkhave, bhikkhunā rattibhāgaṁ vā divasabhāgaṁ vā so puggalo anāpucchā pakkamitabbaṁ, nānubandhitabbo. ||| That mendicant should leave that individual at any time of the day or night, without taking leave; they should not follow them. …
Idha pana, bhikkhave, bhikkhu aññataraṁ puggalaṁ upanissāya viharati. ||| Take another case of a mendicant who lives supported by an individual.
Tassa taṁ puggalaṁ upanissāya viharato anupaṭṭhitā ceva sati na upaṭṭhāti, asamāhitañca cittaṁ na samādhiyati, aparikkhīṇā ca āsavā na parikkhayaṁ gacchanti, ananuppattañca anuttaraṁ yogakkhemaṁ nānupāpuṇāti. ||| Their mindfulness does not become established …
Ye ca kho ime pabbajitena jīvitaparikkhārā samudānetabbā—cīvarapiṇḍapātasenāsanagilānappaccayabhesajjaparikkhārā, te appakasirena samudāgacchanti. ||| But the necessities of life are easy to come by.
Tena, bhikkhave, bhikkhunā iti paṭisañcikkhitabbaṁ: ||| That mendicant should reflect:
‘ahaṁ kho imaṁ puggalaṁ upanissāya viharāmi. Tassa me imaṁ puggalaṁ upanissāya viharato anupaṭṭhitā ceva sati na upaṭṭhāti, asamāhitañca cittaṁ na samādhiyati, aparikkhīṇā ca āsavā na parikkhayaṁ gacchanti, ananuppattañca anuttaraṁ yogakkhemaṁ nānupāpuṇāmi. ||| ‘… my mindfulness does not become established …
Ye ca kho ime pabbajitena jīvitaparikkhārā samudānetabbā—cīvarapiṇḍapātasenāsanagilānappaccayabhesajjaparikkhārā—te appakasirena samudāgacchanti. ||| But the necessities of life are easy to come by.’ …
Na kho panāhaṁ cīvarahetu agārasmā anagāriyaṁ pabbajito, na piṇḍapātahetu …pe… na senāsanahetu …pe… na gilānappaccayabhesajjaparikkhārahetu agārasmā anagāriyaṁ pabbajito.
Atha ca pana me imaṁ puggalaṁ upanissāya viharato anupaṭṭhitā ceva sati na upaṭṭhāti, asamāhitañca cittaṁ na samādhiyati, aparikkhīṇā ca āsavā na parikkhayaṁ gacchanti, ananuppattañca anuttaraṁ yogakkhemaṁ nānupāpuṇāmī’ti.
Tena, bhikkhave, bhikkhunā saṅkhāpi so puggalo āpucchā pakkamitabbaṁ, nānubandhitabbo. ||| That mendicant should, after appraisal, leave that individual having taken leave; they should not follow them. …
Idha pana, bhikkhave, bhikkhu aññataraṁ puggalaṁ upanissāya viharati. ||| Take another case of a mendicant who lives supported by an individual.
Tassa taṁ puggalaṁ upanissāya viharato anupaṭṭhitā ceva sati upaṭṭhāti, asamāhitañca cittaṁ samādhiyati, aparikkhīṇā ca āsavā parikkhayaṁ gacchanti, ananuppattañca anuttaraṁ yogakkhemaṁ anupāpuṇāti. ||| Their mindfulness becomes established …
Ye ca kho ime pabbajitena jīvitaparikkhārā samudānetabbā—cīvarapiṇḍapātasenāsanagilānappaccayabhesajjaparikkhārā—te kasirena samudāgacchanti. ||| But the necessities of life are hard to come by.
Tena, bhikkhave, bhikkhunā iti paṭisañcikkhitabbaṁ: ||| That mendicant should reflect:
‘ahaṁ kho imaṁ puggalaṁ upanissāya viharāmi. Tassa me imaṁ puggalaṁ upanissāya viharato anupaṭṭhitā ceva sati upaṭṭhāti, asamāhitañca cittaṁ samādhiyati, aparikkhīṇā ca āsavā parikkhayaṁ gacchanti, ananuppattañca anuttaraṁ yogakkhemaṁ anupāpuṇāmi. ||| ‘… my mindfulness becomes established …
Ye ca kho ime pabbajitena jīvitaparikkhārā samudānetabbā—cīvarapiṇḍapātasenāsanagilānappaccayabhesajjaparikkhārā—te kasirena samudāgacchanti. ||| But the necessities of life are hard to come by.’ …
Na kho panāhaṁ cīvarahetu agārasmā anagāriyaṁ pabbajito, na piṇḍapātahetu …pe… na senāsanahetu …pe… na gilānappaccayabhesajjaparikkhārahetu agārasmā anagāriyaṁ pabbajito.
Atha ca pana me imaṁ puggalaṁ upanissāya viharato anupaṭṭhitā ceva sati upaṭṭhāti, asamāhitañca cittaṁ samādhiyati, aparikkhīṇā ca āsavā parikkhayaṁ gacchanti, ananuppattañca anuttaraṁ yogakkhemaṁ anupāpuṇāmī’ti.
Tena, bhikkhave, bhikkhunā saṅkhāpi so puggalo anubandhitabbo, na pakkamitabbaṁ. ||| That mendicant should, after appraisal, follow that individual; they should not leave.
Idha pana, bhikkhave, bhikkhu aññataraṁ puggalaṁ upanissāya viharati. ||| Take another case of a mendicant who lives supported by an individual.
Tassa taṁ puggalaṁ upanissāya viharato anupaṭṭhitā ceva sati upaṭṭhāti, asamāhitañca cittaṁ samādhiyati, aparikkhīṇā ca āsavā parikkhayaṁ gacchanti, ananuppattañca anuttaraṁ yogakkhemaṁ anupāpuṇāti. ||| As they do so, their mindfulness becomes established, their mind becomes immersed in samādhi, their defilements come to an end, and they arrive at the supreme sanctuary from the yoke.
Ye ca kho ime pabbajitena jīvitaparikkhārā samudānetabbā—cīvarapiṇḍapātasenāsanagilānappaccayabhesajjaparikkhārā—te appakasirena samudāgacchanti. ||| And the necessities of life that a renunciate requires—robes, almsfood, lodgings, and medicines and supplies for the sick—are easy to come by.
Tena, bhikkhave, bhikkhunā iti paṭisañcikkhitabbaṁ: ||| That mendicant should reflect:
‘ahaṁ kho imaṁ puggalaṁ upanissāya viharāmi. Tassa me imaṁ puggalaṁ upanissāya viharato anupaṭṭhitā ceva sati upaṭṭhāti, asamāhitañca cittaṁ samādhiyati, aparikkhīṇā ca āsavā parikkhayaṁ gacchanti, ananuppattañca anuttaraṁ yogakkhemaṁ anupāpuṇāmi. ||| ‘While living supported by this individual, my mindfulness becomes established …
Ye ca kho ime pabbajitena jīvitaparikkhārā samudānetabbā—cīvarapiṇḍapātasenāsanagilānappaccayabhesajjaparikkhārā—te appakasirena samudāgacchantī’ti. ||| And the necessities of life are easy to come by.’
Tena, bhikkhave, bhikkhunā yāvajīvampi so puggalo anubandhitabbo, na pakkamitabbaṁ, api panujjamānenapī”ti. ||| That mendicant should follow that individual for the rest of their life; they should not leave them, even if driven away.”
Idamavoca bhagavā. ||| That is what the Buddha said.
Attamanā te bhikkhū bhagavato bhāsitaṁ abhinandunti. ||| Satisfied, the mendicants approved what the Buddha said.
Vanapatthasuttaṁ niṭṭhitaṁ sattamaṁ.
