Majjhima Nikāya 139 ||| Middle Discourses 139
Sukhavinicchayaṁ jaññā; ||| Know how to evaluate different kinds of pleasure.
sukhavinicchayaṁ ñatvā ajjhattaṁ sukhamanuyuñjeyya. ||| Knowing this, pursue inner pleasure.
Rahovādaṁ na bhāseyya, sammukhā na khīṇaṁ bhaṇe. ||| Don’t talk behind people’s backs, and don’t speak sharply in their presence.
Ataramānova bhāseyya, no taramāno. ||| Don’t speak hurriedly.
Janapadaniruttiṁ nābhiniveseyya, samaññaṁ nātidhāveyyāti— ||| Don’t insist on popular definitions and don’t overstep normal labels.
ayamuddeso araṇavibhaṅgassa. ||| This is the summary recital for the analysis of no strife.
‘Na kāmasukhamanuyuñjeyya hīnaṁ gammaṁ pothujjanikaṁ anariyaṁ anatthasaṁhitaṁ, na ca attakilamathānuyogamanuyuñjeyya dukkhaṁ anariyaṁ anatthasaṁhitan’ti— ||| ‘Don’t indulge in sensual pleasure, which is low, crude, ordinary, ignoble, and pointless. And don’t indulge in self-mortification, which is painful, ignoble, and pointless.’
iti kho panetaṁ vuttaṁ; Kiñcetaṁ paṭicca vuttaṁ? ||| That’s what I said, but why did I say it?
Yo kāmapaṭisandhisukhino somanassānuyogo hīno gammo pothujjaniko anariyo anatthasaṁhito, sadukkho eso dhammo saupaghāto saupāyāso sapariḷāho; micchāpaṭipadā. ||| Indulging in the happiness of the pleasure linked to sensuality is low, crude, ordinary, ignoble, and pointless. It is a principle beset by pain, harm, stress, and fever, and it is the wrong way.
Yo kāmapaṭisandhisukhino somanassānuyogaṁ ananuyogo hīnaṁ gammaṁ pothujjanikaṁ anariyaṁ anatthasaṁhitaṁ, adukkho eso dhammo anupaghāto anupāyāso apariḷāho; sammāpaṭipadā. ||| Breaking off such indulgence is a principle free of pain, harm, stress, and fever, and it is the right way.
Yo attakilamathānuyogo dukkho anariyo anatthasaṁhito, sadukkho eso dhammo saupaghāto saupāyāso sapariḷāho; micchāpaṭipadā. ||| Indulging in self-mortification is painful, ignoble, and pointless. It is a principle beset by pain, harm, stress, and fever, and it is the wrong way.
Yo attakilamathānuyogaṁ ananuyogo dukkhaṁ anariyaṁ anatthasaṁhitaṁ, adukkho eso dhammo anupaghāto anupāyāso apariḷāho; sammāpaṭipadā. ||| Breaking off such indulgence is a principle free of pain, harm, stress, and fever, and it is the right way.
‘Na kāmasukhamanuyuñjeyya hīnaṁ gammaṁ pothujjanikaṁ anariyaṁ anatthasaṁhitaṁ, na ca attakilamathānuyogaṁ anuyuñjeyya dukkhaṁ anariyaṁ anatthasaṁhitan’ti— ||| ‘Don’t indulge in sensual pleasure, which is low, crude, ordinary, ignoble, and pointless. And don’t indulge in self-mortification, which is painful, ignoble, and pointless.’
iti yaṁ taṁ vuttaṁ idametaṁ paṭicca vuttaṁ. ||| That’s what I said, and this is why I said it.
‘Ete kho ubho ante anupagamma majjhimā paṭipadā tathāgatena abhisambuddhā, cakkhukaraṇī ñāṇakaraṇī upasamāya abhiññāya sambodhāya nibbānāya saṁvattatī’ti— ||| ‘Avoiding these two extremes, the Realized One understood the middle way of practice, which gives vision and knowledge, and leads to peace, direct knowledge, awakening, and extinguishment.’
iti kho panetaṁ vuttaṁ. Kiñcetaṁ paṭicca vuttaṁ? ||| That’s what I said, but why did I say it?
Ayameva ariyo aṭṭhaṅgiko maggo, seyyathidaṁ— ||| It is simply this noble eightfold path, that is:
sammādiṭṭhi, sammāsaṅkappo, sammāvācā, sammākammanto, sammāājīvo, sammāvāyāmo, sammāsati, sammāsamādhi. ||| right view, right purpose, right speech, right action, right livelihood, right effort, right mindfulness, and right immersion.
‘Ete kho ubho ante anupagamma majjhimā paṭipadā tathāgatena abhisambuddhā, cakkhukaraṇī ñāṇakaraṇī upasamāya abhiññāya sambodhāya nibbānāya saṁvattatī’ti— ||| ‘Avoiding these two extremes, the Realized One understood the middle way of practice, which gives vision and knowledge, and leads to peace, direct knowledge, awakening, and extinguishment.’
iti yaṁ taṁ vuttaṁ, idametaṁ paṭicca vuttaṁ. ||| That’s what I said, and this is why I said it.
‘Ussādanañca jaññā, apasādanañca jaññā; ||| ‘Know what it means to flatter and to rebuke.
ussādanañca ñatvā apasādanañca ñatvā nevussādeyya, na apasādeyya, dhammameva deseyyā’ti— ||| Knowing these, avoid them, and just teach Dhamma.’
iti kho panetaṁ vuttaṁ. Kiñcetaṁ paṭicca vuttaṁ? ||| That’s what I said, but why did I say it?
Kathañca, bhikkhave, ussādanā ca hoti apasādanā ca, no ca dhammadesanā? ||| And how is there flattering and rebuking without teaching Dhamma?
‘Ye kāmapaṭisandhisukhino somanassānuyogaṁ anuyuttā hīnaṁ gammaṁ pothujjanikaṁ anariyaṁ anatthasaṁhitaṁ, sabbe te sadukkhā saupaghātā saupāyāsā sapariḷāhā micchāpaṭipannā’ti— ||| ‘All those who indulge in the happiness of the pleasure linked to sensuality—low, crude, ordinary, ignoble, and pointless—are beset by pain, harm, stress, and fever, and they are practicing the wrong way.’
iti vadaṁ ittheke apasādeti. ||| In speaking like this, one rebukes some here.
‘Ye kāmapaṭisandhisukhino somanassānuyogaṁ ananuyuttā hīnaṁ gammaṁ pothujjanikaṁ anariyaṁ anatthasaṁhitaṁ, sabbe te adukkhā anupaghātā anupāyāsā apariḷāhā sammāpaṭipannā’ti— ||| ‘All those who have broken off indulging in the happiness of the pleasure linked to sensuality are free of pain, harm, stress, and fever, and they are practicing the right way.’
iti vadaṁ ittheke ussādeti. ||| In speaking like this, one flatters some here.
‘Ye attakilamathānuyogaṁ anuyuttā dukkhaṁ anariyaṁ anatthasaṁhitaṁ, sabbe te sadukkhā saupaghātā saupāyāsā sapariḷāhā micchāpaṭipannā’ti— ||| ‘All those who indulge in self-mortification—painful, ignoble, and pointless—are beset by pain, harm, stress, and fever, and they are practicing the wrong way.’
iti vadaṁ ittheke apasādeti. ||| In speaking like this, one rebukes some here.
‘Ye attakilamathānuyogaṁ ananuyuttā dukkhaṁ anariyaṁ anatthasaṁhitaṁ, sabbe te adukkhā anupaghātā anupāyāsā apariḷāhā sammāpaṭipannā’ti— ||| ‘All those who have broken off indulging in self-mortification are free of pain, harm, stress, and fever, and they are practicing the right way.’
iti vadaṁ ittheke ussādeti. ||| In speaking like this, one flatters some here.
‘Yesaṁ kesañci bhavasaṁyojanaṁ appahīnaṁ, sabbe te sadukkhā saupaghātā saupāyāsā sapariḷāhā micchāpaṭipannā’ti— ||| ‘All those who have not given up the fetter of continued existence are beset by pain, harm, stress, and fever, and they are practicing the wrong way.’
iti vadaṁ ittheke apasādeti. ||| In speaking like this, one rebukes some here.
‘Yesaṁ kesañci bhavasaṁyojanaṁ pahīnaṁ, sabbe te adukkhā anupaghātā anupāyāsā apariḷāhā sammāpaṭipannā’ti— ||| ‘All those who have given up the fetter of continued existence are free of pain, harm, stress, and fever, and they are practicing the right way.’
iti vadaṁ ittheke ussādeti. ||| In speaking like this, one flatters some here.
Evaṁ kho, bhikkhave, ussādanā ca hoti apasādanā ca, no ca dhammadesanā. ||| That’s how there is flattering and rebuking without teaching Dhamma.
Kathañca, bhikkhave, nevussādanā hoti na apasādanā, dhammadesanā ca? ||| And how is there neither flattering nor rebuking, and just teaching Dhamma?
‘Ye kāmapaṭisandhisukhino somanassānuyogaṁ anuyuttā hīnaṁ gammaṁ pothujjanikaṁ anariyaṁ anatthasaṁhitaṁ, sabbe te sadukkhā saupaghātā saupāyāsā sapariḷāhā micchāpaṭipannā’ti— ||| You don’t say: ‘All those who indulge in the happiness of the pleasure linked to sensuality—low, crude, ordinary, ignoble, and pointless—are beset by pain, harm, stress, and fever, and they are practicing the wrong way.’
na evamāha. ||| Rather, by saying this you just teach Dhamma:
‘Anuyogo ca kho sadukkho eso dhammo saupaghāto saupāyāso sapariḷāho; ||| ‘The indulgence is a principle beset by pain, harm, stress, and fever, and it is the wrong way.’
micchāpaṭipadā’ti—
iti vadaṁ dhammameva deseti.
‘Ye kāmapaṭisandhisukhino somanassānuyogaṁ ananuyuttā hīnaṁ gammaṁ pothujjanikaṁ anariyaṁ anatthasaṁhitaṁ, sabbe te adukkhā anupaghātā anupāyāsā apariḷāhā sammāpaṭipannā’ti— ||| You don’t say: ‘All those who have broken off indulging in the happiness of the pleasure linked to sensuality are free of pain, harm, stress, and fever, and they are practicing the right way.’
na evamāha. ||| Rather, by saying this you just teach Dhamma:
‘Ananuyogo ca kho adukkho eso dhammo anupaghāto anupāyāso apariḷāho; ||| ‘Breaking off the indulgence is a principle free of pain, harm, stress, and fever, and it is the right way.’
sammāpaṭipadā’ti—
iti vadaṁ dhammameva deseti.
‘Ye attakilamathānuyogaṁ anuyuttā dukkhaṁ anariyaṁ anatthasaṁhitaṁ, sabbe te sadukkhā saupaghātā saupāyāsā sapariḷāhā micchāpaṭipannā’ti— ||| You don’t say: ‘All those who indulge in self-mortification—painful, ignoble, and pointless—are beset by pain, harm, stress, and fever, and they are practicing the wrong way.’
na evamāha. ||| Rather, by saying this you just teach Dhamma:
‘Anuyogo ca kho sadukkho eso dhammo saupaghāto saupāyāso sapariḷāho; ||| ‘The indulgence is a principle beset by pain, harm, stress, and fever, and it is the wrong way.’
micchāpaṭipadā’ti—
iti vadaṁ dhammameva deseti.
‘Ye attakilamathānuyogaṁ ananuyuttā dukkhaṁ anariyaṁ anatthasaṁhitaṁ, sabbe te adukkhā anupaghātā anupāyāsā apariḷāhā sammāpaṭipannā’ti— ||| You don’t say: ‘All those who have broken off indulging in self-mortification are free of pain, harm, stress, and fever, and they are practicing the right way.’
na evamāha. ||| Rather, by saying this you just teach Dhamma:
‘Ananuyogo ca kho adukkho eso dhammo anupaghāto anupāyāso apariḷāho; ||| ‘Breaking off the indulgence is a principle free of pain, harm, stress, and fever, and it is the right way.’
sammāpaṭipadā’ti—
iti vadaṁ dhammameva deseti.
‘Yesaṁ kesañci bhavasaṁyojanaṁ appahīnaṁ, sabbe te sadukkhā saupaghātā saupāyāsā sapariḷāhā micchāpaṭipannā’ti— ||| You don’t say: ‘All those who have not given up the fetter of continued existence are beset by pain, harm, stress, and fever, and they are practicing the wrong way.’
na evamāha. ||| Rather, by saying this you just teach Dhamma:
‘Bhavasaṁyojane ca kho appahīne bhavopi appahīno hotī’ti— ||| ‘When the fetter of continued existence is not given up, continued existence is also not given up.’
iti vadaṁ dhammameva deseti.
‘Yesaṁ kesañci bhavasaṁyojanaṁ pahīnaṁ, sabbe te adukkhā anupaghātā anupāyāsā apariḷāhā sammāpaṭipannā’ti— ||| You don’t say: ‘All those who have given up the fetter of continued existence are free of pain, harm, stress, and fever, and they are practicing the right way.’
na evamāha. ||| Rather, by saying this you just teach Dhamma:
‘Bhavasaṁyojane ca kho pahīne bhavopi pahīno hotī’ti— ||| ‘When the fetter of continued existence is given up, continued existence is also given up.’
iti vadaṁ dhammameva deseti.
Evaṁ kho, bhikkhave, nevussādanā hoti na apasādanā, dhammadesanā ca. ||| That’s how there is neither flattering nor rebuking, and just teaching Dhamma.
‘Ussādanañca jaññā, apasādanañca jaññā; ||| ‘Know what it means to flatter and to rebuke.
ussādanañca ñatvā apasādanañca ñatvā nevussādeyya, na apasādeyya, dhammameva deseyyā’ti— ||| Knowing these, avoid them, and just teach Dhamma.’
iti yaṁ taṁ vuttaṁ idametaṁ paṭicca vuttaṁ. ||| That’s what I said, and this is why I said it.
‘Sukhavinicchayaṁ jaññā; ||| ‘Know how to evaluate different kinds of pleasure.
sukhavinicchayaṁ ñatvā ajjhattaṁ sukhamanuyuñjeyyā’ti— ||| Knowing this, pursue inner pleasure.’
iti kho panetaṁ vuttaṁ. Kiñcetaṁ paṭicca vuttaṁ? ||| That’s what I said, but why did I say it?
Pañcime, bhikkhave, kāmaguṇā. ||| There are these five kinds of sensual stimulation.
Katame pañca? ||| What five?
Cakkhuviññeyyā rūpā iṭṭhā kantā manāpā piyarūpā kāmūpasaṁhitā rajanīyā, ||| Sights known by the eye, which are likable, desirable, agreeable, pleasant, sensual, and arousing.
sotaviññeyyā saddā … ||| Sounds known by the ear …
ghānaviññeyyā gandhā … ||| Smells known by the nose …
jivhāviññeyyā rasā … ||| Tastes known by the tongue …
kāyaviññeyyā phoṭṭhabbā iṭṭhā kantā manāpā piyarūpā kāmūpasaṁhitā rajanīyā— ||| Touches known by the body, which are likable, desirable, agreeable, pleasant, sensual, and arousing.
ime kho, bhikkhave, pañca kāmaguṇā. ||| These are the five kinds of sensual stimulation.
Yaṁ kho, bhikkhave, ime pañca kāmaguṇe paṭicca uppajjati sukhaṁ somanassaṁ idaṁ vuccati kāmasukhaṁ mīḷhasukhaṁ puthujjanasukhaṁ anariyasukhaṁ. ||| The pleasure and happiness that arise from these five kinds of sensual stimulation is called sensual pleasure—a filthy, common, ignoble pleasure.
‘Na āsevitabbaṁ, na bhāvetabbaṁ, na bahulīkātabbaṁ, bhāyitabbaṁ etassa sukhassā’ti—vadāmi. ||| Such pleasure should not be cultivated or developed, but should be feared, I say.
Idha, bhikkhave, bhikkhu vivicceva kāmehi vivicca akusalehi dhammehi savitakkaṁ savicāraṁ vivekajaṁ pītisukhaṁ paṭhamaṁ jhānaṁ upasampajja viharati. ||| Now, take a mendicant who, quite secluded from sensual pleasures, secluded from unskillful qualities, enters and remains in the first absorption, which has the rapture and bliss born of seclusion, while placing the mind and keeping it connected.
Vitakkavicārānaṁ vūpasamā ajjhattaṁ sampasādanaṁ cetaso ekodibhāvaṁ avitakkaṁ avicāraṁ samādhijaṁ pītisukhaṁ dutiyaṁ jhānaṁ upasampajja viharati. ||| As the placing of the mind and keeping it connected are stilled, they enter and remain in the second absorption …
Pītiyā ca virāgā upekkhako ca viharati …pe… tatiyaṁ jhānaṁ …pe… ||| third absorption …
catutthaṁ jhānaṁ upasampajja viharati. ||| fourth absorption.
Idaṁ vuccati nekkhammasukhaṁ pavivekasukhaṁ upasamasukhaṁ sambodhisukhaṁ. ||| This is called the pleasure of renunciation, the pleasure of seclusion, the pleasure of peace, the pleasure of awakening.
‘Āsevitabbaṁ, bhāvetabbaṁ, bahulīkātabbaṁ, na bhāyitabbaṁ etassa sukhassā’ti—vadāmi. ||| Such pleasure should be cultivated and developed, and should not be feared, I say.
‘Sukhavinicchayaṁ jaññā; ||| ‘Know how to evaluate different kinds of pleasure.
sukhavinicchayaṁ ñatvā ajjhattaṁ sukhamanuyuñjeyyā’ti— ||| Knowing this, pursue inner pleasure.’
iti yaṁ taṁ vuttaṁ idametaṁ paṭicca vuttaṁ. ||| That’s what I said, and this is why I said it.
‘Rahovādaṁ na bhāseyya, sammukhā na khīṇaṁ bhaṇe’ti— ||| ‘Don’t talk behind people’s backs, and don’t speak sharply in their presence.’
iti kho panetaṁ vuttaṁ. ||| That’s what I said,
Kiñcetaṁ paṭicca vuttaṁ? ||| but why did I say it?
Tatra, bhikkhave, yaṁ jaññā rahovādaṁ abhūtaṁ atacchaṁ anatthasaṁhitaṁ sasakkaṁ taṁ rahovādaṁ na bhāseyya. ||| When you know that what you say behind someone’s back is untrue, false, and pointless, then to the best of your ability you should not speak.
Yampi jaññā rahovādaṁ bhūtaṁ tacchaṁ anatthasaṁhitaṁ tassapi sikkheyya avacanāya. ||| When you know that what you say behind someone’s back is true and correct, but pointless, then you should train yourself not to speak.
Yañca kho jaññā rahovādaṁ bhūtaṁ tacchaṁ atthasaṁhitaṁ tatra kālaññū assa tassa rahovādassa vacanāya. ||| When you know that what you say behind someone’s back is true, correct, and beneficial, then you should know the right time to speak.
Tatra, bhikkhave, yaṁ jaññā sammukhā khīṇavādaṁ abhūtaṁ atacchaṁ anatthasaṁhitaṁ sasakkaṁ taṁ sammukhā khīṇavādaṁ na bhāseyya. ||| When you know that your sharp words in someone’s presence are untrue, false, and pointless, then to the best of your ability you should not speak.
Yampi jaññā sammukhā khīṇavādaṁ bhūtaṁ tacchaṁ anatthasaṁhitaṁ tassapi sikkheyya avacanāya. ||| When you know that your sharp words in someone’s presence are true and correct, but pointless, then you should train yourself not to speak.
Yañca kho jaññā sammukhā khīṇavādaṁ bhūtaṁ tacchaṁ atthasaṁhitaṁ tatra kālaññū assa tassa sammukhā khīṇavādassa vacanāya. ||| When you know that your sharp words in someone’s presence are true, correct, and beneficial, then you should know the right time to speak.
‘Rahovādaṁ na bhāseyya, sammukhā na khīṇaṁ bhaṇe’ti— ||| ‘Don’t talk behind people’s backs, and don’t speak sharply in their presence.’
iti yaṁ taṁ vuttaṁ, idametaṁ paṭicca vuttaṁ. ||| That’s what I said, and this is why I said it.
‘Ataramānova bhāseyya no taramāno’ti— ||| ‘Don’t speak hurriedly.’
iti kho panetaṁ vuttaṁ. Kiñcetaṁ paṭicca vuttaṁ? ||| That’s what I said, but why did I say it?
Tatra, bhikkhave, taramānassa bhāsato kāyopi kilamati, cittampi upahaññati, saropi upahaññati, kaṇṭhopi āturīyati, avisaṭṭhampi hoti aviññeyyaṁ taramānassa bhāsitaṁ. ||| When speaking hurriedly, your body gets tired, your mind gets stressed, your voice gets stressed, your throat gets sore, and your words become unclear and hard to understand.
Tatra, bhikkhave, ataramānassa bhāsato kāyopi na kilamati, cittampi na upahaññati, saropi na upahaññati, kaṇṭhopi na āturīyati, visaṭṭhampi hoti viññeyyaṁ ataramānassa bhāsitaṁ. ||| When not speaking hurriedly, your body doesn’t get tired, your mind doesn’t get stressed, your voice doesn’t get stressed, your throat doesn’t get sore, and your words are clear and easy to understand.
‘Ataramānova bhāseyya, no taramāno’ti— ||| ‘Don’t speak hurriedly.’
iti yaṁ taṁ vuttaṁ, idametaṁ paṭicca vuttaṁ. ||| That’s what I said, and this is why I said it.
‘Janapadaniruttiṁ nābhiniveseyya, samaññaṁ nātidhāveyyā’ti— ||| ‘Don’t insist on popular definitions and don’t overstep normal labels.’
iti kho panetaṁ vuttaṁ. Kiñcetaṁ paṭicca vuttaṁ? ||| That’s what I said, but why did I say it?
Kathañca, bhikkhave, janapadaniruttiyā ca abhiniveso hoti samaññāya ca atisāro? ||| And how do you insist on popular definitions and overstep normal labels?
Idha, bhikkhave, tadevekaccesu janapadesu ‘pātī’ti sañjānanti, ‘pattan’ti sañjānanti, ‘vittan’ti sañjānanti, ‘sarāvan’ti sañjānanti ‘dhāropan’ti sañjānanti, ‘poṇan’ti sañjānanti, ‘pisīlavan’ti sañjānanti. ||| It’s when among different populations they label the same thing as a ‘cup’, a ‘bowl’, a ‘jar’, a ‘scoop’, a ‘vessel’, a ‘dish’, or a ‘plate’.
Iti yathā yathā naṁ tesu tesu janapadesu sañjānanti tathā tathā thāmasā parāmāsā abhinivissa voharati: ||| And however it is known among those various populations, you speak accordingly, obstinately sticking to that and insisting:
‘idameva saccaṁ, moghamaññan’ti. ||| ‘This is the only truth, anything else is futile.’
Evaṁ kho, bhikkhave, janapadaniruttiyā ca abhiniveso hoti samaññāya ca atisāro. ||| That’s how you insist on popular definitions and overstep normal labels.
Kathañca, bhikkhave, janapadaniruttiyā ca anabhiniveso hoti samaññāya ca anatisāro? ||| And how do you not insist on popular definitions and overstep normal labels?
Idha, bhikkhave, tadevekaccesu janapadesu ‘pātī’ti sañjānanti, ‘pattan’ti sañjānanti, ‘vittan’ti sañjānanti, ‘sarāvan’ti sañjānanti, ‘dhāropan’ti sañjānanti, ‘poṇan’ti sañjānanti, ‘pisīlavan’ti sañjānanti. ||| It’s when among different populations they label the same thing as a ‘cup’, a ‘bowl’, a ‘jar’, a ‘scoop’, a ‘vessel’, a ‘dish’, or a ‘plate’.
Iti yathā yathā naṁ tesu tesu janapadesu sañjānanti ‘idaṁ kira me āyasmanto sandhāya voharantī’ti tathā tathā voharati aparāmasaṁ. ||| And however it is known among those various populations, you speak accordingly, thinking: ‘It seems that the venerables are referring to this.’
Evaṁ kho, bhikkhave, janapadaniruttiyā ca anabhiniveso hoti, samaññāya ca anatisāro. ||| That’s how you don’t insist on popular definitions and don’t overstep normal labels.
‘Janapadaniruttiṁ nābhiniveseyya samaññaṁ nātidhāveyyā’ti— ||| ‘Don’t insist on popular definitions and don’t overstep normal labels.’
iti yaṁ taṁ vuttaṁ, idametaṁ paṭicca vuttaṁ. ||| That’s what I said, and this is why I said it.
Tatra, bhikkhave, yo kāmapaṭisandhisukhino somanassānuyogo hīno gammo pothujjaniko anariyo anatthasaṁhito, sadukkho eso dhammo saupaghāto saupāyāso sapariḷāho; ||| Now, mendicants, indulging in the happiness of the pleasure linked to sensuality is low, crude, ordinary, ignoble, and pointless. It is a principle beset by pain, harm, stress, and fever, and it is the wrong way.
micchāpaṭipadā.
Tasmā eso dhammo saraṇo. ||| That’s why this is a principle beset by strife.
Tatra, bhikkhave, yo kāmapaṭisandhisukhino somanassānuyogaṁ ananuyogo hīnaṁ gammaṁ pothujjanikaṁ anariyaṁ anatthasaṁhitaṁ, adukkho eso dhammo anupaghāto anupāyāso apariḷāho; ||| Breaking off such indulgence is a principle free of pain, harm, stress, and fever, and it is the right way.
sammāpaṭipadā.
Tasmā eso dhammo araṇo. ||| That’s why this is a principle free of strife.
Tatra, bhikkhave, yo attakilamathānuyogo dukkho anariyo anatthasaṁhito, sadukkho eso dhammo saupaghāto saupāyāso sapariḷāho; ||| Indulging in self-mortification is painful, ignoble, and pointless. It is a principle beset by pain, harm, stress, and fever, and it is the wrong way.
micchāpaṭipadā.
Tasmā eso dhammo saraṇo. ||| That’s why this is a principle beset by strife.
Tatra, bhikkhave, yo attakilamathānuyogaṁ ananuyogo dukkhaṁ anariyaṁ anatthasaṁhitaṁ, adukkho eso dhammo anupaghāto anupāyāso apariḷāho; ||| Breaking off such indulgence is a principle free of pain, harm, stress, and fever, and it is the right way.
sammāpaṭipadā.
Tasmā eso dhammo araṇo. ||| That’s why this is a principle free of strife.
Tatra, bhikkhave, yāyaṁ majjhimā paṭipadā tathāgatena abhisambuddhā, cakkhukaraṇī ñāṇakaraṇī upasamāya abhiññāya sambodhāya nibbānāya saṁvattati, adukkho eso dhammo anupaghāto anupāyāso apariḷāho; ||| The middle way of practice that was understood by the Realized One gives vision and knowledge, and leads to peace, direct knowledge, awakening, and extinguishment. It is a principle free of pain, harm, stress, and fever, and it is the right way.
sammāpaṭipadā.
Tasmā eso dhammo araṇo. ||| That’s why this is a principle free of strife.
Tatra, bhikkhave, yāyaṁ ussādanā ca apasādanā ca no ca dhammadesanā, sadukkho eso dhammo saupaghāto saupāyāso sapariḷāho; ||| Flattering and rebuking without teaching Dhamma is a principle beset by pain, harm, stress, and fever, and it is the wrong way.
micchāpaṭipadā.
Tasmā eso dhammo saraṇo. ||| That’s why this is a principle beset by strife.
Tatra, bhikkhave, yāyaṁ nevussādanā ca na apasādanā ca dhammadesanā ca, adukkho eso dhammo anupaghāto anupāyāso apariḷāho; ||| Neither flattering nor rebuking, and just teaching Dhamma is a principle free of pain, harm, stress, and fever, and it is the right way.
sammāpaṭipadā.
Tasmā eso dhammo araṇo. ||| That’s why this is a principle free of strife.
Tatra, bhikkhave, yamidaṁ kāmasukhaṁ mīḷhasukhaṁ pothujjanasukhaṁ anariyasukhaṁ, sadukkho eso dhammo saupaghāto saupāyāso sapariḷāho; ||| Sensual pleasure—a filthy, common, ignoble pleasure—is a principle beset by pain, harm, stress, and fever, and it is the wrong way.
micchāpaṭipadā.
Tasmā eso dhammo saraṇo. ||| That’s why this is a principle beset by strife.
Tatra, bhikkhave, yamidaṁ nekkhammasukhaṁ pavivekasukhaṁ upasamasukhaṁ sambodhisukhaṁ, adukkho eso dhammo anupaghāto anupāyāso apariḷāho; ||| The pleasure of renunciation, the pleasure of seclusion, the pleasure of peace, the pleasure of awakening is a principle free of pain, harm, stress, and fever, and it is the right way.
sammāpaṭipadā.
Tasmā eso dhammo araṇo. ||| That’s why this is a principle free of strife.
Tatra, bhikkhave, yvāyaṁ rahovādo abhūto ataccho anatthasaṁhito, sadukkho eso dhammo saupaghāto saupāyāso sapariḷāho; ||| Saying untrue, false, and pointless things behind someone’s back is a principle beset by pain, harm, stress, and fever, and it is the wrong way.
micchāpaṭipadā.
Tasmā eso dhammo saraṇo. ||| That’s why this is a principle beset by strife.
Tatra, bhikkhave, yvāyaṁ rahovādo bhūto taccho anatthasaṁhito, sadukkho eso dhammo saupaghāto saupāyāso sapariḷāho; ||| Saying true and correct, but pointless things behind someone’s back is a principle beset by pain, harm, stress, and fever, and it is the wrong way.
micchāpaṭipadā.
Tasmā eso dhammo saraṇo. ||| That’s why this is a principle beset by strife.
Tatra, bhikkhave, yvāyaṁ rahovādo bhūto taccho atthasaṁhito, adukkho eso dhammo anupaghāto anupāyāso apariḷāho; ||| Saying true, correct, and beneficial things behind someone’s back is a principle free of pain, harm, stress, and fever, and it is the right way.
sammāpaṭipadā.
Tasmā eso dhammo araṇo. ||| That’s why this is a principle free of strife.
Tatra, bhikkhave, yvāyaṁ sammukhā khīṇavādo abhūto ataccho anatthasaṁhito, sadukkho eso dhammo saupaghāto saupāyāso sapariḷāho; ||| Saying untrue, false, and pointless things in someone’s presence is a principle beset by pain, harm, stress, and fever, and it is the wrong way.
micchāpaṭipadā.
Tasmā eso dhammo saraṇo. ||| That’s why this is a principle beset by strife.
Tatra, bhikkhave, yvāyaṁ sammukhā khīṇavādo bhūto taccho anatthasaṁhito, sadukkho eso dhammo saupaghāto saupāyāso sapariḷāho; ||| Saying true and correct, but pointless things in someone’s presence is a principle beset by pain, harm, stress, and fever, and it is the wrong way.
micchāpaṭipadā.
Tasmā eso dhammo saraṇo. ||| That’s why this is a principle beset by strife.
Tatra, bhikkhave, yvāyaṁ sammukhā khīṇavādo bhūto taccho atthasaṁhito, adukkho eso dhammo anupaghāto anupāyāso apariḷāho; ||| Saying true, correct, and beneficial things in someone’s presence is a principle free of pain, harm, stress, and fever, and it is the right way.
sammāpaṭipadā.
Tasmā eso dhammo araṇo. ||| That’s why this is a principle free of strife.
