Aṅguttara Nikāya 2 ||| Numbered Discourses 2.180–229
Ime kho, bhikkhave, dve dhammā sekhassa bhikkhuno aparihānāya saṁvattanti”. ||| These two things don’t lead to the decline of a mendicant trainee.”
210–214 ||| 210–214
“Dvīhi, bhikkhave, dhammehi samannāgato yathābhataṁ nikkhitto evaṁ niraye. ||| “Anyone who has two things is placed in hell as if delivered there.
Katamehi dvīhi? ||| What two?
Kodhena ca upanāhena ca … makkhena ca paḷāsena ca … issāya ca macchariyena ca … māyāya ca sāṭheyyena ca … ahirikena ca anottappena ca. ||| Anger and acrimony … disdain and contempt … jealousy and stinginess … deceit and deviousness … lack of conscience and prudence.
Imehi kho, bhikkhave, dvīhi dhammehi samannāgato yathābhataṁ nikkhitto evaṁ niraye”. ||| Anyone who has these two things is placed in hell as if delivered there.”
215–219 ||| 215–219
“Dvīhi, bhikkhave, dhammehi samannāgato yathābhataṁ nikkhitto evaṁ sagge. ||| “Anyone who has two things is placed in heaven as if delivered there.
Katamehi dvīhi? ||| What two?
Akkodhena ca anupanāhena ca … amakkhena ca apaḷāsena ca … anissāya ca amacchariyena ca … amāyāya ca asāṭheyyena ca … hiriyā ca ottappena ca. ||| Freedom from anger and acrimony … freedom from disdain and contempt … freedom from jealousy and stinginess … freedom from deceit and deviousness … conscience and prudence.
Imehi kho, bhikkhave, dvīhi dhammehi samannāgato yathābhataṁ nikkhitto evaṁ sagge”. ||| Anyone who has these two things is placed in heaven as if delivered there.”
220–224 ||| 220–224
“Dvīhi, bhikkhave, dhammehi samannāgato idhekacco kāyassa bhedā paraṁ maraṇā apāyaṁ duggatiṁ vinipātaṁ nirayaṁ upapajjati. ||| “When they have two things, some people, when their body breaks up, after death, are reborn in a place of loss, a bad place, the underworld, hell.
Katamehi dvīhi? ||| What two?
Kodhena ca upanāhena ca … makkhena ca paḷāsena ca … issāya ca macchariyena ca … māyāya ca sāṭheyyena ca … ahirikena ca anottappena ca. ||| Anger and acrimony … disdain and contempt … jealousy and stinginess … deceit and deviousness … lack of conscience and prudence.
Imehi kho, bhikkhave, dvīhi dhammehi samannāgato idhekacco kāyassa bhedā paraṁ maraṇā apāyaṁ duggatiṁ vinipātaṁ nirayaṁ upapajjati”. ||| When they have two things, some people, when their body breaks up, after death, are reborn in a place of loss, a bad place, the underworld, hell.”
225–229 ||| 225–229
“Dvīhi, bhikkhave, dhammehi samannāgato idhekacco kāyassa bhedā paraṁ maraṇā sugatiṁ saggaṁ lokaṁ upapajjati. ||| “When they have two things, some people—when their body breaks up, after death—are reborn in a good place, a heavenly realm.
Katamehi dvīhi? ||| What two?
Akkodhena ca anupanāhena ca … amakkhena ca apaḷāsena ca … anissāya ca amacchariyena ca … amāyāya ca asāṭheyyena ca … hiriyā ca ottappena ca. ||| Freedom from anger and acrimony … freedom from disdain and contempt … freedom from jealousy and stinginess … freedom from deceit and deviousness … conscience and prudence.
Imehi kho, bhikkhave, dvīhi dhammehi samannāgato idhekacco kāyassa bhedā paraṁ maraṇā sugatiṁ saggaṁ lokaṁ upapajjati”. ||| When they have these two things, some people—when their body breaks up, after death—are reborn in a good place, a heavenly realm.”
Kodhapeyyālaṁ niṭṭhitaṁ.
