Majjhima Nikāya 71 ||| Middle Discourses 71
‘Tevijjo samaṇo gotamo’ti kho, vaccha, byākaramāno vuttavādī ceva me assa, na ca maṁ abhūtena abbhācikkheyya, dhammassa cānudhammaṁ byākareyya, na ca koci sahadhammiko vādānuvādo gārayhaṁ ṭhānaṁ āgaccheyyā”ti. ||| ‘The ascetic Gotama has the three knowledges.’ Answering like this you would repeat what I have said, and not misrepresent me with an untruth. You would explain in line with my teaching, and there would be no legitimate grounds for rebuttal and criticism.”
Evaṁ vutte, vacchagotto paribbājako bhagavantaṁ etadavoca: ||| When he said this, the wanderer Vacchagotta said to the Buddha,
“atthi nu kho, bho gotama, koci gihī gihisaṁyojanaṁ appahāya kāyassa bhedā dukkhassantakaro”ti? ||| “Worthy Gotama, are there any laypeople who, without giving up the fetter of lay life, make an end of suffering when the body breaks up?”
“Natthi kho, vaccha, koci gihī gihisaṁyojanaṁ appahāya kāyassa bhedā dukkhassantakaro”ti. ||| “No, Vaccha.”
“Atthi pana, bho gotama, koci gihī gihisaṁyojanaṁ appahāya kāyassa bhedā saggūpago”ti? ||| “But are there any laypeople who, without giving up the fetter of lay life, go to heaven when the body breaks up?”
“Na kho, vaccha, ekaṁyeva sataṁ na dve satāni na tīṇi satāni na cattāri satāni na pañca satāni, atha kho bhiyyova ye gihī gihisaṁyojanaṁ appahāya kāyassa bhedā saggūpagā”ti. ||| “There’s not just one hundred laypeople, Vaccha, or two or three or four or five hundred, but many more than that who, without giving up the fetter of lay life, go to heaven when the body breaks up.”
“Atthi nu kho, bho gotama, koci ājīvako kāyassa bhedā dukkhassantakaro”ti? ||| “Worthy Gotama, are there any Ājīvaka ascetics who make an end of suffering when the body breaks up?”
“Natthi kho, vaccha, koci ājīvako kāyassa bhedā dukkhassantakaro”ti. ||| “No, Vaccha.”
“Atthi pana, bho gotama, koci ājīvako kāyassa bhedā saggūpago”ti? ||| “But are there any Ājīvaka ascetics who go to heaven when the body breaks up?”
“Ito kho so, vaccha, ekanavuto kappo yamahaṁ anussarāmi, nābhijānāmi kañci ājīvakaṁ saggūpagaṁ aññatra ekena; ||| “Vaccha, when I recollect the past ninety-one eons, I can’t find any Ājīvaka ascetics who have gone to heaven, except one;
sopāsi kammavādī kiriyavādī”ti. ||| and he taught the efficacy of deeds and action.”
“Evaṁ sante, bho gotama, suññaṁ aduṁ titthāyatanaṁ antamaso saggūpagenapī”ti? ||| “In that case, worthy Gotama, that sectarian fold is empty even of the chance to go to heaven.”
“Evaṁ, vaccha, suññaṁ aduṁ titthāyatanaṁ antamaso saggūpagenapī”ti. ||| “Yes, Vaccha, that sectarian fold is empty even of the chance to go to heaven.”
Idamavoca bhagavā. ||| That is what the Buddha said.
Attamano vacchagotto paribbājako bhagavato bhāsitaṁ abhinandīti. ||| Satisfied, the wanderer Vacchagotta approved what the Buddha said.
Tevijjavacchasuttaṁ niṭṭhitaṁ paṭhamaṁ.
