Majjhima Nikāya 102 ||| Middle Discourses 102
‘Tayidaṁ saṅkhataṁ oḷārikaṁ atthi kho pana saṅkhārānaṁ nirodho atthetan’ti— ||| ‘All that is conditioned and crude. But there is the cessation of conditions—<em>that</em> is real.’
iti viditvā tassa nissaraṇadassāvī tathāgato tadupātivatto. ||| Understanding this and seeing the escape from it, the Realized One has gone beyond all that.
Tatra, bhikkhave, ye te samaṇabrāhmaṇā nevasaññīnāsaññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā, rūpiṁ vā te bhonto samaṇabrāhmaṇā nevasaññīnāsaññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā, arūpiṁ vā te bhonto samaṇabrāhmaṇā nevasaññīnāsaññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā, rūpiñca arūpiñca vā te bhonto samaṇabrāhmaṇā nevasaññīnāsaññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā, nevarūpiṁ nārūpiṁ vā te bhonto samaṇabrāhmaṇā nevasaññīnāsaññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā. ||| Now, the ascetics and brahmins who assert a self that is neither percipient nor non-percipient and healthy after death describe it as formed, or formless, or both formed and formless, or neither formed nor formless.
Tatra, bhikkhave, ye te samaṇabrāhmaṇā saññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā tesamete paṭikkosanti, yepi te bhonto samaṇabrāhmaṇā asaññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā tesamete paṭikkosanti. ||| So they reject those who assert a self that is percipient and healthy after death, as well as those who assert a self that is non-percipient and healthy after death.
Taṁ kissa hetu? ||| Why is that?
Saññā rogo saññā gaṇḍo saññā sallaṁ, asaññā sammoho, etaṁ santaṁ etaṁ paṇītaṁ yadidaṁ: ||| Because they believe that perception is a disease, a boil, a dart; that non-perception is a stupor; and that the state of neither perception nor non-perception is peaceful and sublime.
‘nevasaññānāsaññan’ti.
Tayidaṁ, bhikkhave, tathāgato abhijānāti. ||| The Realized One understands this as follows.
Ye kho te bhonto samaṇabrāhmaṇā nevasaññīnāsaññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā, rūpiṁ vā te bhonto samaṇabrāhmaṇā nevasaññīnāsaññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā, arūpiṁ vā te bhonto samaṇabrāhmaṇā nevasaññīnāsaññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā, rūpiñca arūpiñca vā te bhonto samaṇabrāhmaṇā nevasaññīnāsaññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā, nevarūpiṁ nārūpiṁ vā te bhonto samaṇabrāhmaṇā nevasaññīnāsaññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā. ||| There are ascetics and brahmins who assert a self that is neither percipient nor non-percipient and healthy after death, describing it as formed, or formless, or both formed and formless, or neither formed nor formless.
Ye hi keci, bhikkhave, samaṇā vā brāhmaṇā vā diṭṭhasutamutaviññātabbasaṅkhāramattena etassa āyatanassa upasampadaṁ paññapenti, byasanañhetaṁ, bhikkhave, akkhāyati etassa āyatanassa upasampadāya. ||| Some ascetics or brahmins assert the embracing of that dimension merely through the conditioned phenomena of what ought be seen, heard, thought, and known. But that is said to be a disastrous approach.
Na hetaṁ, bhikkhave, āyatanaṁ saṅkhārasamāpattipattabbamakkhāyati; ||| For that dimension is said to be not attainable by means of conditioned phenomena,
saṅkhārāvasesasamāpattipattabbametaṁ, bhikkhave, āyatanamakkhāyati. ||| but only with a residue of conditioned phenomena.
‘Tayidaṁ saṅkhataṁ oḷārikaṁ atthi kho pana saṅkhārānaṁ nirodho atthetan’ti— ||| ‘All that is conditioned and crude. But there is the cessation of conditions—<em>that</em> is real.’
iti viditvā tassa nissaraṇadassāvī tathāgato tadupātivatto. ||| Understanding this and seeing the escape from it, the Realized One has gone beyond all that.
Tatra, bhikkhave, ye te samaṇabrāhmaṇā sato sattassa ucchedaṁ vināsaṁ vibhavaṁ paññapenti, tatra, bhikkhave, ye te samaṇabrāhmaṇā saññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā tesamete paṭikkosanti, yepi te bhonto samaṇabrāhmaṇā asaññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā tesamete paṭikkosanti, yepi te bhonto samaṇabrāhmaṇā nevasaññīnāsaññiṁ attānaṁ paññapenti arogaṁ paraṁ maraṇā tesamete paṭikkosanti. ||| Now, the ascetics and brahmins who assert the annihilation, eradication, and nonexistence of an existing being reject those who assert a self that is free of disease after death, whether percipient or non-percipient or neither percipient non-percipient.
Taṁ kissa hetu? ||| Why is that?
Sabbepime bhonto samaṇabrāhmaṇā uddhaṁ saraṁ āsattiṁyeva abhivadanti: ||| Because they think: ‘All of those ascetics and brahmins only assert their attachment to heading upstream:
‘iti pecca bhavissāma, iti pecca bhavissāmā’ti. ||| “After death we shall be like this! After death we shall be like that!”
Seyyathāpi nāma vāṇijassa vāṇijjāya gacchato evaṁ hoti: ||| Suppose a trader was going to market, thinking:
‘ito me idaṁ bhavissati, iminā idaṁ lacchāmī’ti; ||| “With this, that shall be mine! This way, I shall get that!”
evamevime bhonto samaṇabrāhmaṇā vāṇijūpamā maññe paṭibhanti: ||| In the same way, those ascetics and brahmins seem to be like traders when they say:
‘iti pecca bhavissāma, iti pecca bhavissāmā’ti. ||| “After death we shall be like this! After death we shall be like that!”’
Tayidaṁ, bhikkhave, tathāgato abhijānāti. ||| The Realized One understands this as follows.
Ye kho te bhonto samaṇabrāhmaṇā sato sattassa ucchedaṁ vināsaṁ vibhavaṁ paññapenti te sakkāyabhayā sakkāyaparijegucchā sakkāyaññeva anuparidhāvanti anuparivattanti. ||| The ascetics and brahmins who assert the annihilation, eradication, and nonexistence of an existing being; from fear and disgust with substantial reality, they just keep running and circling around substantial reality.
Seyyathāpi nāma sā gaddulabaddho daḷhe thambhe vā khile vā upanibaddho, tameva thambhaṁ vā khilaṁ vā anuparidhāvati anuparivattati; ||| Suppose a hound on a leash was tethered to a strong post or pillar. It would just keeping running and circling around that post or pillar.
evamevime bhonto samaṇabrāhmaṇā sakkāyabhayā sakkāyaparijegucchā sakkāyaññeva anuparidhāvanti anuparivattanti. ||| In the same way, those ascetics and brahmins, from fear and disgust with substantial reality, just keep running and circling around substantial reality.
‘Tayidaṁ saṅkhataṁ oḷārikaṁ atthi kho pana saṅkhārānaṁ nirodho atthetan’ti— ||| ‘All that is conditioned and crude. But there is the cessation of conditions—<em>that</em> is real.’
iti viditvā tassa nissaraṇadassāvī tathāgato tadupātivatto. ||| Understanding this and seeing the escape from it, the Realized One has gone beyond all that.
Ye hi keci, bhikkhave, samaṇā vā brāhmaṇā vā aparantakappikā aparantānudiṭṭhino aparantaṁ ārabbha anekavihitāni adhivuttipadāni abhivadanti, sabbe te imāneva pañcāyatanāni abhivadanti etesaṁ vā aññataraṁ. ||| Whatever ascetics and brahmins speculate and theorize about the final end, and propose various hypotheses concerning the final end, all of them propose one or other of these five theses.
Santi, bhikkhave, eke samaṇabrāhmaṇā pubbantakappikā pubbantānudiṭṭhino pubbantaṁ ārabbha anekavihitāni adhivuttipadāni abhivadanti. ||| There are some ascetics and brahmins who theorize about the first beginning, and propose various hypotheses concerning the first beginning. They propose the following, each insisting that theirs is the only truth and that everything else is wrong.
‘Sassato attā ca loko ca, idameva saccaṁ moghamaññan’ti— ||| ‘The self and the cosmos are eternal.’
ittheke abhivadanti, ‘asassato attā ca loko ca, idameva saccaṁ moghamaññan’ti— ||| ‘The self and the cosmos are not eternal.’
ittheke abhivadanti, ‘sassato ca asassato ca attā ca loko ca, idameva saccaṁ moghamaññan’ti— ||| ‘The self and the cosmos are both eternal and not eternal.’
ittheke abhivadanti, ‘nevasassato nāsassato attā ca loko ca, idameva saccaṁ moghamaññan’ti— ||| ‘The self and the cosmos are neither eternal nor not eternal.’
ittheke abhivadanti, ‘antavā attā ca loko ca, idameva saccaṁ moghamaññan’ti— ||| ‘The self and the cosmos are finite.’
ittheke abhivadanti, ‘anantavā attā ca loko ca, idameva saccaṁ moghamaññan’ti— ||| ‘The self and the cosmos are infinite.’
ittheke abhivadanti, ‘antavā ca anantavā ca attā ca loko ca, idameva saccaṁ moghamaññan’ti— ||| ‘The self and the cosmos are both finite and infinite.’
ittheke abhivadanti, ‘nevantavā nānantavā attā ca loko ca, idameva saccaṁ moghamaññan’ti— ||| ‘The self and the cosmos are neither finite nor infinite.’
ittheke abhivadanti, ‘ekattasaññī attā ca loko ca, idameva saccaṁ moghamaññan’ti— ||| ‘The self and the cosmos are unified in perception.’
ittheke abhivadanti, ‘nānattasaññī attā ca loko ca, idameva saccaṁ moghamaññan’ti— ||| ‘The self and the cosmos are diverse in perception.’
ittheke abhivadanti, ‘parittasaññī attā ca loko ca, idameva saccaṁ moghamaññan’ti— ||| ‘The self and the cosmos have limited perception.’
ittheke abhivadanti, ‘appamāṇasaññī attā ca loko ca, idameva saccaṁ moghamaññan’ti— ||| ‘The self and the cosmos have limitless perception.’
ittheke abhivadanti, ‘ekantasukhī attā ca loko ca, idameva saccaṁ moghamaññan’ti— ||| ‘The self and the cosmos experience nothing but happiness.’
ittheke abhivadanti, ‘ekantadukkhī attā ca loko ca, idameva saccaṁ moghamaññan’ti— ||| ‘The self and the cosmos experience nothing but suffering.’
ittheke abhivadanti, ‘sukhadukkhī attā ca loko ca, idameva saccaṁ moghamaññan’ti— ||| ‘The self and the cosmos experience both happiness and suffering.’
ittheke abhivadanti, ‘adukkhamasukhī attā ca loko ca, idameva saccaṁ moghamaññan’ti— ||| ‘The self and the cosmos experience neither happiness nor suffering.’
ittheke abhivadanti.
Tatra, bhikkhave, ye te samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino: ||| Now, consider the ascetics and brahmins whose view is as follows.
‘sassato attā ca loko ca, idameva saccaṁ moghamaññan’ti, tesaṁ vata aññatreva saddhāya aññatra ruciyā aññatra anussavā aññatra ākāraparivitakkā aññatra diṭṭhinijjhānakkhantiyā paccattaṁyeva ñāṇaṁ bhavissati parisuddhaṁ pariyodātanti—netaṁ ṭhānaṁ vijjati. ||| ‘The self and the cosmos are eternal. This is the only truth, anything else is futile.’ It’s simply not possible for them to have personal knowledge of this that is pure and bright, apart from faith, endorsement, oral transmission, reasoned train of thought, or acceptance of a view after deliberation.
Paccattaṁ kho pana, bhikkhave, ñāṇe asati parisuddhe pariyodāte yadapi te bhonto samaṇabrāhmaṇā tattha ñāṇabhāgamattameva pariyodapenti tadapi tesaṁ bhavataṁ samaṇabrāhmaṇānaṁ upādānamakkhāyati. ||| But in the absence of personal knowledge that is pure and bright, even the portion of knowledge they illuminate is said to be grasping on their part.
‘Tayidaṁ saṅkhataṁ oḷārikaṁ atthi kho pana saṅkhārānaṁ nirodho atthetan’ti— ||| ‘All that is conditioned and crude. But there is the cessation of conditions—<em>that</em> is real.’
iti viditvā tassa nissaraṇadassāvī tathāgato tadupātivatto. ||| Understanding this and seeing the escape from it, the Realized One has gone beyond all that.
Tatra, bhikkhave, ye te samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino: ||| Now, consider the ascetics and brahmins whose view is as follows.
‘asassato attā ca loko ca, idameva saccaṁ moghamaññan’ti …pe… ||| The self and the cosmos are not eternal,
sassato ca asassato ca attā ca loko ca … ||| or both eternal and not eternal,
nevasassato nāsassato attā ca loko ca … ||| or neither eternal nor not-eternal,
antavā attā ca loko ca … ||| or finite,
anantavā attā ca loko ca … ||| or infinite,
antavā ca anantavā ca attā ca loko ca … ||| or both finite and infinite,
nevantavā nānantavā attā ca loko ca … ||| or neither finite nor infinite,
ekattasaññī attā ca loko ca … ||| or of unified perception,
nānattasaññī attā ca loko ca … ||| or of diverse perception,
parittasaññī attā ca loko ca … ||| or of limited perception,
appamāṇasaññī attā ca loko ca … ||| or of limitless perception,
ekantasukhī attā ca loko ca … ||| or experience nothing but happiness,
ekantadukkhī attā ca loko ca … ||| or experience nothing but suffering,
sukhadukkhī attā ca loko ca … ||| or experience both happiness and suffering,
adukkhamasukhī attā ca loko ca, idameva saccaṁ moghamaññanti, tesaṁ vata aññatreva saddhāya aññatra ruciyā aññatra anussavā aññatra ākāraparivitakkā aññatra diṭṭhinijjhānakkhantiyā paccattaṁyeva ñāṇaṁ bhavissati parisuddhaṁ pariyodātanti—netaṁ ṭhānaṁ vijjati. ||| or experience neither happiness nor suffering. It’s simply not possible for them to have personal knowledge of this that is pure and bright, apart from faith, endorsement, oral transmission, reasoned train of thought, or acceptance of a view after deliberation.
Paccattaṁ kho pana, bhikkhave, ñāṇe asati parisuddhe pariyodāte yadapi te bhonto samaṇabrāhmaṇā tattha ñāṇabhāgamattameva pariyodapenti tadapi tesaṁ bhavataṁ samaṇabrāhmaṇānaṁ upādānamakkhāyati. ||| But in the absence of personal knowledge that is pure and bright, even the portion of knowledge they illuminate is said to be grasping on their part.
‘Tayidaṁ saṅkhataṁ oḷārikaṁ atthi kho pana saṅkhārānaṁ nirodho atthetan’ti— ||| ‘All that is conditioned and crude. But there is the cessation of conditions—<em>that</em> is real.’
iti viditvā tassa nissaraṇadassāvī tathāgato tadupātivatto. ||| Understanding this and seeing the escape from it, the Realized One has gone beyond all that.
Idha, bhikkhave, ekacco samaṇo vā brāhmaṇo vā pubbantānudiṭṭhīnañca paṭinissaggā, aparantānudiṭṭhīnañca paṭinissaggā, sabbaso kāmasaṁyojanānaṁ anadhiṭṭhānā, pavivekaṁ pītiṁ upasampajja viharati: ||| Now, some ascetics and brahmins, letting go of theories about the first beginning and the final end, not fixating on the fetters of sensuality, enter and remain in the rapture of seclusion:
‘etaṁ santaṁ etaṁ paṇītaṁ yadidaṁ pavivekaṁ pītiṁ upasampajja viharāmī’ti. ||| ‘This is peaceful, this is sublime, that is, entering and remaining in the rapture of seclusion.’
Tassa sā pavivekā pīti nirujjhati. ||| But that rapture of seclusion of theirs ceases.
Pavivekāya pītiyā nirodhā uppajjati domanassaṁ, domanassassa nirodhā uppajjati pavivekā pīti. ||| When the rapture of seclusion ceases, sadness arises; and when sadness ceases, the rapture of seclusion arises.
Seyyathāpi, bhikkhave, yaṁ chāyā jahati taṁ ātapo pharati, yaṁ ātapo jahati taṁ chāyā pharati; ||| It’s like how the sunlight fills the space when the shadow leaves, or the shadow fills the space when the sunshine leaves.
evameva kho, bhikkhave, pavivekāya pītiyā nirodhā uppajjati domanassaṁ, domanassassa nirodhā uppajjati pavivekā pīti. ||| In the same way, when the rapture of seclusion ceases, sadness arises; and when sadness ceases, the rapture of seclusion arises.
Tayidaṁ, bhikkhave, tathāgato abhijānāti. ||| The Realized One understands this as follows.
Ayaṁ kho bhavaṁ samaṇo vā brāhmaṇo vā pubbantānudiṭṭhīnañca paṭinissaggā, aparantānudiṭṭhīnañca paṭinissaggā, sabbaso kāmasaṁyojanānaṁ anadhiṭṭhānā, pavivekaṁ pītiṁ upasampajja viharati: ||| This good ascetic or brahmin, letting go of theories about the first beginning and the final end, not fixating on the fetters of sensuality, enters and remains in the rapture of seclusion:
‘etaṁ santaṁ etaṁ paṇītaṁ yadidaṁ pavivekaṁ pītiṁ upasampajja viharāmī’ti. ||| ‘This is peaceful, this is sublime, that is, entering and remaining in the rapture of seclusion.’
Tassa sā pavivekā pīti nirujjhati. ||| But that rapture of seclusion of theirs ceases.
Pavivekāya pītiyā nirodhā uppajjati domanassaṁ, domanassassa nirodhā uppajjati pavivekā pīti. ||| When the rapture of seclusion ceases, sadness arises; and when sadness ceases, the rapture of seclusion arises.
‘Tayidaṁ saṅkhataṁ oḷārikaṁ atthi kho pana saṅkhārānaṁ nirodho atthetan’ti— ||| ‘All that is conditioned and crude. But there is the cessation of conditions—<em>that</em> is real.’
iti viditvā tassa nissaraṇadassāvī tathāgato tadupātivatto. ||| Understanding this and seeing the escape from it, the Realized One has gone beyond all that.
Idha pana, bhikkhave, ekacco samaṇo vā brāhmaṇo vā pubbantānudiṭṭhīnañca paṭinissaggā, aparantānudiṭṭhīnañca paṭinissaggā, sabbaso kāmasaṁyojanānaṁ anadhiṭṭhānā, pavivekāya pītiyā samatikkamā nirāmisaṁ sukhaṁ upasampajja viharati: ||| Now, some ascetics and brahmins, letting go of theories about the first beginning and the final end, not fixating on the fetters of sensuality, going beyond the rapture of seclusion, enter and remain in pleasure not of the flesh.
‘etaṁ santaṁ etaṁ paṇītaṁ yadidaṁ nirāmisaṁ sukhaṁ upasampajja viharāmī’ti. ||| ‘This is peaceful, this is sublime, that is, entering and remaining in pleasure not of the flesh.’
Tassa taṁ nirāmisaṁ sukhaṁ nirujjhati. ||| But that pleasure not of the flesh of theirs ceases.
Nirāmisassa sukhassa nirodhā uppajjati pavivekā pīti, pavivekāya pītiyā nirodhā uppajjati nirāmisaṁ sukhaṁ. ||| When pleasure not of the flesh ceases, the rapture of seclusion arises; and when the rapture of seclusion ceases, pleasure not of the flesh arises.
Seyyathāpi, bhikkhave, yaṁ chāyā jahati taṁ ātapo pharati, yaṁ ātapo jahati taṁ chāyā pharati; ||| It’s like how the sunlight fills the space when the shadow leaves, or the shadow fills the space when the sunshine leaves. …
evameva kho, bhikkhave, nirāmisassa sukhassa nirodhā uppajjati pavivekā pīti, pavivekāya pītiyā nirodhā uppajjati nirāmisaṁ sukhaṁ.
Tayidaṁ, bhikkhave, tathāgato abhijānāti. ||| The Realized One understands this as follows.
Ayaṁ kho bhavaṁ samaṇo vā brāhmaṇo vā pubbantānudiṭṭhīnañca paṭinissaggā, aparantānudiṭṭhīnañca paṭinissaggā, sabbaso kāmasaṁyojanānaṁ anadhiṭṭhānā, pavivekāya pītiyā samatikkamā, nirāmisaṁ sukhaṁ upasampajja viharati: ||| This good ascetic or brahmin, letting go of theories about the first beginning and the final end, not fixating on the fetters of sensuality, going beyond the rapture of seclusion, enters and remains in pleasure not of the flesh.
‘etaṁ santaṁ etaṁ paṇītaṁ yadidaṁ nirāmisaṁ sukhaṁ upasampajja viharāmī’ti. ||| ‘This is peaceful, this is sublime, that is, entering and remaining in pleasure not of the flesh.’
Tassa taṁ nirāmisaṁ sukhaṁ nirujjhati. ||| But that pleasure not of the flesh of theirs ceases.
Nirāmisassa sukhassa nirodhā uppajjati pavivekā pīti, pavivekāya pītiyā nirodhā uppajjati nirāmisaṁ sukhaṁ. ||| When pleasure not of the flesh ceases, the rapture of seclusion arises; and when the rapture of seclusion ceases, pleasure not of the flesh arises.
‘Tayidaṁ saṅkhataṁ oḷārikaṁ atthi kho pana saṅkhārānaṁ nirodho atthetan’ti— ||| ‘All that is conditioned and crude. But there is the cessation of conditions—<em>that</em> is real.’
iti viditvā tassa nissaraṇadassāvī tathāgato tadupātivatto. ||| Understanding this and seeing the escape from it, the Realized One has gone beyond all that.
Idha pana, bhikkhave, ekacco samaṇo vā brāhmaṇo vā pubbantānudiṭṭhīnañca paṭinissaggā, aparantānudiṭṭhīnañca paṭinissaggā, sabbaso kāmasaṁyojanānaṁ anadhiṭṭhānā, pavivekāya pītiyā samatikkamā, nirāmisassa sukhassa samatikkamā, adukkhamasukhaṁ vedanaṁ upasampajja viharati: ||| Now, some ascetics and brahmins, letting go of theories about the first beginning and the final end, not fixating on the fetters of sensuality, going beyond the rapture of seclusion and pleasure not of the flesh, enter and remain in neutral feeling.
