Majjhima Nikāya 67 ||| Middle Discourses 67
abhivadatu, bhante, bhagavā bhikkhusaṅghaṁ. ||| May the Buddha welcome the mendicant Saṅgha!
Seyyathāpi, bhante, bhagavatā pubbe bhikkhusaṅgho anuggahito; evameva bhagavā etarahi anuggaṇhātu bhikkhusaṅghaṁ. ||| May the Buddha support the mendicant Saṅgha now as he did in the past!
Santettha, bhante, bhikkhū navā acirapabbajitā adhunāgatā imaṁ dhammavinayaṁ, tesaṁ bhagavantaṁ dassanāya alabhantānaṁ siyā aññathattaṁ, siyā vipariṇāmo. ||| There are mendicants here who are junior, recently gone forth, newly come to this teaching and training. If they don’t get to see the Buddha they may change and fall apart.
Seyyathāpi, bhante, bījānaṁ taruṇānaṁ udakaṁ alabhantānaṁ siyā aññathattaṁ, siyā vipariṇāmo; ||| If young seedlings don’t get water they may change and fall apart. …
evameva kho, bhante, santettha bhikkhū navā acirapabbajitā adhunāgatā imaṁ dhammavinayaṁ, tesaṁ bhagavantaṁ dassanāya alabhantānaṁ siyā aññathattaṁ, siyā vipariṇāmo.
Seyyathāpi, bhante, vacchassa taruṇassa mātaraṁ apassantassa siyā aññathattaṁ, siyā vipariṇāmo; ||| If a young calf doesn’t see its mother it may change and fall apart.
evameva kho, bhante, santettha bhikkhū navā acirapabbajitā adhunāgatā imaṁ dhammavinayaṁ, tesaṁ bhagavantaṁ apassantānaṁ siyā aññathattaṁ, siyā vipariṇāmo. ||| In the same way, there are mendicants here who are junior, recently gone forth, newly come to this teaching and training. If they don’t get to see the Buddha they may change and fall apart.
Abhinandatu, bhante, bhagavā bhikkhusaṅghaṁ; ||| May the Buddha be happy with the mendicant Saṅgha!
abhivadatu, bhante, bhagavā bhikkhusaṅghaṁ. ||| May the Buddha welcome the mendicant Saṅgha!
Seyyathāpi, bhante, bhagavatā pubbe bhikkhusaṅgho anuggahito; evameva bhagavā etarahi anuggaṇhātu bhikkhusaṅghan”ti. ||| May the Buddha support the mendicant Saṅgha now as he did in the past!”
Asakkhiṁsu kho cātumeyyakā ca sakyā brahmā ca sahampati bhagavantaṁ pasādetuṁ bījūpamena ca taruṇūpamena ca. ||| The Sakyans of Cātumā and the divinity Sahampati were able to restore the Buddha’s confidence with the similes of the seedlings and the calf.
Atha kho āyasmā mahāmoggallāno bhikkhū āmantesi: ||| Then Venerable Mahāmoggallāna addressed the mendicants,
“uṭṭhethāvuso, gaṇhatha pattacīvaraṁ. ||| “Get up, reverends, and pick up your bowls and robes.
Pasādito bhagavā cātumeyyakehi ca sakyehi brahmunā ca sahampatinā bījūpamena ca taruṇūpamena cā”ti. ||| The Buddha’s confidence has been restored by the Sakyans of Cātumā and the divinity Sahampati with the similes of the seedlings and the calf.”
“Evamāvuso”ti kho te bhikkhū āyasmato mahāmoggallānassa paṭissutvā uṭṭhāyāsanā pattacīvaramādāya yena bhagavā tenupasaṅkamiṁsu; upasaṅkamitvā bhagavantaṁ abhivādetvā ekamantaṁ nisīdiṁsu. Ekamantaṁ nisinnaṁ kho āyasmantaṁ sāriputtaṁ bhagavā etadavoca: ||| “Yes, reverend,” replied those mendicants. Then they rose from their seats and, taking their bowls and robes, went to the Buddha, bowed, and sat down to one side. The Buddha said to Venerable Sāriputta,
“kinti te, sāriputta, ahosi mayā bhikkhusaṅghe paṇāmite”ti? ||| “Sāriputta, what did you think when the mendicant Saṅgha was dismissed by me?”
“Evaṁ kho me, bhante, ahosi: ||| “Sir, I thought this:
‘bhagavatā bhikkhusaṅgho paṇāmito. ||| ‘The Buddha has dismissed the mendicant Saṅgha.
Appossukko dāni bhagavā diṭṭhadhammasukhavihāraṁ anuyutto viharissati, mayampi dāni appossukkā diṭṭhadhammasukhavihāramanuyuttā viharissāmā’”ti. ||| Now he will remain passive, dwelling in blissful meditation in this life, and so will we.’”
“Āgamehi tvaṁ, sāriputta, āgamehi tvaṁ, sāriputta, diṭṭhadhammasukhavihāran”ti. ||| “Hold on, Sāriputta, hold on! Don’t you ever think such a thing again!”
Atha kho bhagavā āyasmantaṁ mahāmoggallānaṁ āmantesi: ||| Then the Buddha addressed Venerable Mahāmoggallāna,
“kinti te, moggallāna, ahosi mayā bhikkhusaṅghe paṇāmite”ti? ||| “Moggallāna, what did you think when the mendicant Saṅgha was dismissed by me?”
“Evaṁ kho me, bhante, ahosi: ||| “Sir, I thought this:
‘bhagavatā bhikkhusaṅgho paṇāmito. ||| ‘The Buddha has dismissed the mendicant Saṅgha.
Appossukko dāni bhagavā diṭṭhadhammasukhavihāraṁ anuyutto viharissati, ahañca dāni āyasmā ca sāriputto bhikkhusaṅghaṁ pariharissāmā’”ti. ||| Now he will remain passive, dwelling in blissful meditation in this life. Meanwhile, Venerable Sāriputta and I shall lead the mendicant Saṅgha.’”
“Sādhu sādhu, moggallāna. ||| “Good, good, Moggallāna!
Ahaṁ vā hi, moggallāna, bhikkhusaṅghaṁ parihareyyaṁ sāriputtamoggallānā vā”ti. ||| For either I should lead the mendicant Saṅgha, or else Sāriputta and Moggallāna.”
Atha kho bhagavā bhikkhū āmantesi: ||| Then the Buddha said to the mendicants:
“cattārimāni, bhikkhave, bhayāni udakorohante pāṭikaṅkhitabbāni. ||| “Mendicants, when you go into the water you should anticipate four dangers.
Katamāni cattāri? ||| What four?
Ūmibhayaṁ, kumbhīlabhayaṁ, āvaṭṭabhayaṁ, susukābhayaṁ— ||| The dangers of waves, gharials, whirlpools, and sharks.
imāni, bhikkhave, cattāri bhayāni udakorohante pāṭikaṅkhitabbāni. ||| These are the four dangers that you should anticipate when you go into the water.
Evameva kho, bhikkhave, cattārimāni bhayāni idhekacce puggale imasmiṁ dhammavinaye agārasmā anagāriyaṁ pabbajite pāṭikaṅkhitabbāni. ||| In the same way, an individual gone forth from the lay life to homelessness in this teaching and training should anticipate four dangers.
Katamāni cattāri? ||| What four?
Ūmibhayaṁ, kumbhīlabhayaṁ, āvaṭṭabhayaṁ, susukābhayaṁ. ||| The dangers of waves, gharials, whirlpools, and sharks.
Katamañca, bhikkhave, ūmibhayaṁ? ||| And what, mendicants, is the danger of waves?
Idha, bhikkhave, ekacco kulaputto saddhā agārasmā anagāriyaṁ pabbajito hoti: ||| It’s when a gentleman has gone forth out of faith from the lay life to homelessness, thinking:
‘otiṇṇomhi jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi upāyāsehi dukkhotiṇṇo dukkhapareto; ||| ‘I’m swamped by rebirth, old age, and death; by sorrow, lamentation, pain, sadness, and distress. I’m swamped by suffering, mired in suffering.
appeva nāma imassa kevalassa dukkhakkhandhassa antakiriyā paññāyethā’ti. ||| Hopefully I can make an end to this entire mass of suffering.’
Tamenaṁ tathā pabbajitaṁ samānaṁ sabrahmacārī ovadanti, anusāsanti: ||| When they’ve gone forth, their spiritual companions advise and instruct them:
‘evaṁ te abhikkamitabbaṁ, evaṁ te paṭikkamitabbaṁ, evaṁ te ālokitabbaṁ, evaṁ te vilokitabbaṁ, evaṁ te samiñjitabbaṁ, evaṁ te pasāritabbaṁ, evaṁ te saṅghāṭipattacīvaraṁ dhāretabban’ti. ||| ‘You should go out like this, and come back like that. You should look to the front like this, and to the side like that. You should contract your limbs like this, and extend them like that. This is how you should bear your outer robe, bowl, and robes.’
Tassa evaṁ hoti: ||| They think:
‘mayaṁ kho pubbe agāriyabhūtā samānā aññe ovadāma, anusāsāma. ||| ‘Formerly, as laypeople, we advised and instructed others.
Ime panamhākaṁ puttamattā maññe, nattamattā maññe, amhe ovaditabbaṁ anusāsitabbaṁ maññantī’ti. ||| And now these mendicants—who you’d think were our children or grandchildren—imagine they can advise and instruct us!’
So sikkhaṁ paccakkhāya hīnāyāvattati. ||| They resign the training and return to a lesser life.
Ayaṁ vuccati, bhikkhave, ūmibhayassa bhīto sikkhaṁ paccakkhāya hīnāyāvatto. ||| This is called a mendicant who resigns the training and returns to a lesser life for fear of the danger of waves.
‘Ūmibhayan’ti kho, bhikkhave, kodhupāyāsassetaṁ adhivacanaṁ. ||| ‘Danger of waves’ is a term for anger and distress.
Katamañca, bhikkhave, kumbhīlabhayaṁ? ||| And what, mendicants, is the danger of gharials?
Idha, bhikkhave, ekacco kulaputto saddhā agārasmā anagāriyaṁ pabbajito hoti: ||| It’s when a gentleman has gone forth out of faith from the lay life to homelessness, thinking:
‘otiṇṇomhi jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi upāyāsehi dukkhotiṇṇo dukkhapareto; ||| ‘I’m swamped by rebirth, old age, and death; by sorrow, lamentation, pain, sadness, and distress. I’m swamped by suffering, mired in suffering.
appeva nāma imassa kevalassa dukkhakkhandhassa antakiriyā paññāyethā’ti. ||| Hopefully I can make an end to this entire mass of suffering.’
Tamenaṁ tathā pabbajitaṁ samānaṁ sabrahmacārī ovadanti anusāsanti: ||| When they’ve gone forth, their spiritual companions advise and instruct them:
‘idaṁ te khāditabbaṁ, idaṁ te na khāditabbaṁ; idaṁ te bhuñjitabbaṁ, idaṁ te na bhuñjitabbaṁ; idaṁ te sāyitabbaṁ, idaṁ te na sāyitabbaṁ; idaṁ te pātabbaṁ, idaṁ te na pātabbaṁ; kappiyaṁ te khāditabbaṁ, akappiyaṁ te na khāditabbaṁ; kappiyaṁ te bhuñjitabbaṁ, akappiyaṁ te na bhuñjitabbaṁ; kappiyaṁ te sāyitabbaṁ, akappiyaṁ te na sāyitabbaṁ; kappiyaṁ te pātabbaṁ, akappiyaṁ te na pātabbaṁ; kāle te khāditabbaṁ, vikāle te na khāditabbaṁ; kāle te bhuñjitabbaṁ, vikāle te na bhuñjitabbaṁ; kāle te sāyitabbaṁ, vikāle te na sāyitabbaṁ; kāle te pātabbaṁ, vikāle te na pātabban’ti. ||| ‘You may eat, consume, taste, and drink these things, but not those. You may eat what’s allowable, but not what’s unallowable. You may eat at the right time, but not at the wrong time.’
Tassa evaṁ hoti: ‘mayaṁ kho pubbe agāriyabhūtā samānā yaṁ icchāma taṁ khādāma, yaṁ na icchāma na taṁ khādāma; yaṁ icchāma taṁ bhuñjāma, yaṁ na icchāma na taṁ bhuñjāma; yaṁ icchāma taṁ sāyāma, yaṁ na icchāma na taṁ sāyāma; yaṁ icchāma taṁ pivāma, yaṁ na icchāma na taṁ pivāma; ||| They think: ‘Formerly, as laypeople, we used to eat, consume, taste, and drink what we wanted, not what we didn’t want.
kappiyampi khādāma, akappiyampi khādāma; kappiyampi bhuñjāma, akappiyampi bhuñjāma; kappiyampi sāyāma, akappiyampi sāyāma; kappiyampi pivāma, akappiyampi pivāma; kālepi khādāma, vikālepi khādāma; kālepi bhuñjāma vikālepi bhuñjāma; kālepi sāyāma, vikālepi sāyāma; kālepi pivāma, vikālepi pivāma. ||| We ate and drank both allowable and unallowable things, at the right time and the wrong time.
Yampi no saddhā gahapatikā divā vikāle paṇītaṁ khādanīyaṁ bhojanīyaṁ denti tatthapime mukhāvaraṇaṁ maññe karontī’ti. ||| And these faithful householders give us delicious fresh and cooked foods at the wrong time of day. But these guys imagine they can gag our mouths!’
So sikkhaṁ paccakkhāya hīnāyāvattati. ||| They resign the training and return to a lesser life.
Ayaṁ vuccati, bhikkhave, kumbhīlabhayassa bhīto sikkhaṁ paccakkhāya hīnāyāvatto. ||| This is called one who disavows the training and returns to a lesser life because they’re afraid of the danger of gharials.
‘Kumbhīlabhayan’ti kho, bhikkhave, odarikattassetaṁ adhivacanaṁ. ||| ‘Danger of gharials’ is a term for gluttony.
Katamañca, bhikkhave, āvaṭṭabhayaṁ? ||| And what, mendicants, is the danger of whirlpools?
Idha, bhikkhave, ekacco kulaputto saddhā agārasmā anagāriyaṁ pabbajito hoti: ||| It’s when a gentleman has gone forth out of faith from the lay life to homelessness, thinking:
‘otiṇṇomhi jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi upāyāsehi dukkhotiṇṇo dukkhapareto; ||| ‘I’m swamped by rebirth, old age, and death; by sorrow, lamentation, pain, sadness, and distress. I’m swamped by suffering, mired in suffering.
appeva nāma imassa kevalassa dukkhakkhandhassa antakiriyā paññāyethā’ti. ||| Hopefully I can make an end to this entire mass of suffering.’
So evaṁ pabbajito samāno pubbaṇhasamayaṁ nivāsetvā pattacīvaramādāya gāmaṁ vā nigamaṁ vā piṇḍāya pavisati. ||| When they’ve gone forth, they robe up in the morning and, taking their bowl and robe, enter a village or town for alms without guarding body, speech, and mind, without establishing mindfulness, and without restraining the sense faculties.
Arakkhiteneva kāyena arakkhitāya vācāya anupaṭṭhitāya satiyā asaṁvutehi indriyehi so tattha passati gahapatiṁ vā gahapatiputtaṁ vā pañcahi kāmaguṇehi samappitaṁ samaṅgībhūtaṁ paricārayamānaṁ. ||| There they see a householder or their child amusing themselves, supplied and provided with the five kinds of sensual stimulation.
Tassa evaṁ hoti: ||| They think:
‘mayaṁ kho pubbe agāriyabhūtā samānā pañcahi kāmaguṇehi samappitā samaṅgībhūtā paricārimhā. ||| ‘Formerly, as laypeople, we amused ourselves, supplied and provided with the five kinds of sensual stimulation.
Saṁvijjanti kho pana me kule bhogā. ||| And it’s true that my family is wealthy.
Sakkā bhoge ca bhuñjituṁ puññāni ca kātun’ti. ||| I can both enjoy my wealth and make merit.’
So sikkhaṁ paccakkhāya hīnāyāvattati. ||| They resign the training and return to a lesser life.
Ayaṁ vuccati, bhikkhave, āvaṭṭabhayassa bhīto sikkhaṁ paccakkhāya hīnāyāvatto. ||| This is called one who disavows the training and returns to a lesser life for fear of the danger of whirlpools.
‘Āvaṭṭabhayan’ti kho, bhikkhave, pañcannetaṁ kāmaguṇānaṁ adhivacanaṁ. ||| ‘Danger of whirlpools’ is a term for the five kinds of sensual stimulation.
Katamañca, bhikkhave, susukābhayaṁ? ||| And what, mendicants, is the danger of sharks?
Idha, bhikkhave, ekacco kulaputto saddhā agārasmā anagāriyaṁ pabbajito hoti: ||| It’s when a gentleman has gone forth out of faith from the lay life to homelessness, thinking:
‘otiṇṇomhi jātiyā jarāya maraṇena sokehi paridevehi dukkhehi domanassehi upāyāsehi dukkhotiṇṇo dukkhapareto; ||| ‘I’m swamped by rebirth, old age, and death; by sorrow, lamentation, pain, sadness, and distress. I’m swamped by suffering, mired in suffering.
appeva nāma imassa kevalassa dukkhakkhandhassa antakiriyā paññāyethā’ti. ||| Hopefully I can make an end to this entire mass of suffering.’
So evaṁ pabbajito samāno pubbaṇhasamayaṁ nivāsetvā pattacīvaramādāya gāmaṁ vā nigamaṁ vā piṇḍāya pavisati. ||| When they’ve gone forth, they robe up in the morning and, taking their bowl and robe, enter a village or town for alms without guarding body, speech, and mind, without establishing mindfulness, and without restraining the sense faculties.
Arakkhiteneva kāyena arakkhitāya vācāya anupaṭṭhitāya satiyā asaṁvutehi indriyehi so tattha passati mātugāmaṁ dunnivatthaṁ vā duppārutaṁ vā. ||| There they see a lady scantily clad, with revealing clothes.
Tassa mātugāmaṁ disvā dunnivatthaṁ vā duppārutaṁ vā rāgo cittaṁ anuddhaṁseti. ||| Lust infects their mind,
So rāgānuddhaṁsena cittena sikkhaṁ paccakkhāya hīnāyāvattati. ||| so they resign the training and return to a lesser life.
Ayaṁ vuccati, bhikkhave, susukābhayassa bhīto sikkhaṁ paccakkhāya hīnāyāvatto. ||| This is called one who disavows the training and returns to a lesser life for fear of the danger of sharks.
‘Susukābhayan’ti kho, bhikkhave, mātugāmassetaṁ adhivacanaṁ. ||| ‘Danger of sharks’ is a term for ladies.
Imāni kho, bhikkhave, cattāri bhayāni, idhekacce puggale imasmiṁ dhammavinaye agārasmā anagāriyaṁ pabbajite pāṭikaṅkhitabbānī”ti. ||| These are the four dangers that an individual who gone forth from the lay life to homelessness in this teaching and training should anticipate.”
Idamavoca bhagavā. ||| That is what the Buddha said.
Attamanā te bhikkhū bhagavato bhāsitaṁ abhinandunti. ||| Satisfied, the mendicants approved what the Buddha said.
Cātumasuttaṁ niṭṭhitaṁ sattamaṁ.
