Majjhima Nikāya 107 ||| Middle Discourses 107
Evaṁ vutte, gaṇakamoggallāno brāhmaṇo bhagavantaṁ etadavoca: ||| When he had spoken, Moggallāna the Accountant said to the Buddha,
“kiṁ nu kho bhoto gotamassa sāvakā bhotā gotamena evaṁ ovadīyamānā evaṁ anusāsīyamānā sabbe accantaṁ niṭṭhaṁ nibbānaṁ ārādhenti udāhu ekacce nārādhentī”ti? ||| “When his disciples are instructed and advised like this by the worthy Gotama, do all of them achieve the ultimate goal, extinguishment, or do some of them fail?”
“Appekacce kho, brāhmaṇa, mama sāvakā mayā evaṁ ovadīyamānā evaṁ anusāsīyamānā accantaṁ niṭṭhaṁ nibbānaṁ ārādhenti, ekacce nārādhentī”ti. ||| “Some succeed, while others fail.”
“Ko nu kho, bho gotama, hetu ko paccayo yaṁ tiṭṭhateva nibbānaṁ, tiṭṭhati nibbānagāmī maggo, tiṭṭhati bhavaṁ gotamo samādapetā; ||| “What is the cause, worthy Gotama, what is the reason why, though extinguishment is present, the path leading to extinguishment is present, and the worthy Gotama is present to encourage them,
atha ca pana bhoto gotamassa sāvakā bhotā gotamena evaṁ ovadīyamānā evaṁ anusāsīyamānā appekacce accantaṁ niṭṭhaṁ nibbānaṁ ārādhenti, ekacce nārādhentī”ti? ||| still some succeed while others fail?”
“Tena hi, brāhmaṇa, taṁyevettha paṭipucchissāmi. Yathā te khameyya tathā naṁ byākareyyāsi. ||| “Well then, brahmin, I’ll ask you about this in return, and you can answer as you like.
Taṁ kiṁ maññasi, brāhmaṇa, ||| What do you think, brahmin?
kusalo tvaṁ rājagahagāmissa maggassā”ti? ||| Are you skilled in the road to Rājagaha?”
“Evaṁ, bho, kusalo ahaṁ rājagahagāmissa maggassā”ti. ||| “Yes, I am.”
“Taṁ kiṁ maññasi, brāhmaṇa, ||| “What do you think, brahmin?
idha puriso āgaccheyya rājagahaṁ gantukāmo. ||| Suppose a person was to come along who wanted to go to Rājagaha.
So taṁ upasaṅkamitvā evaṁ vadeyya: ||| He’d approach you and say:
‘icchāmahaṁ, bhante, rājagahaṁ gantuṁ; ||| ‘Sir, I wish to go to Rājagaha.
tassa me rājagahassa maggaṁ upadisā’ti. ||| Please point out the road to Rājagaha.’
Tamenaṁ tvaṁ evaṁ vadeyyāsi: ||| You’d say to them:
‘ehambho purisa, ayaṁ maggo rājagahaṁ gacchati. ||| ‘Here, my friend, this road goes to Rājagaha.
Tena muhuttaṁ gaccha, tena muhuttaṁ gantvā dakkhissasi amukaṁ nāma gāmaṁ, tena muhuttaṁ gaccha, tena muhuttaṁ gantvā dakkhissasi amukaṁ nāma nigamaṁ; ||| Go along it for an hour, and you’ll see a certain village. Go along an hour further, and you’ll see a certain town.
tena muhuttaṁ gaccha, tena muhuttaṁ gantvā dakkhissasi rājagahassa ārāmarāmaṇeyyakaṁ vanarāmaṇeyyakaṁ bhūmirāmaṇeyyakaṁ pokkharaṇīrāmaṇeyyakan’ti. ||| Go along an hour further and you’ll see Rājagaha with its delightful parks, woods, meadows, and lotus ponds.’
So tayā evaṁ ovadīyamāno evaṁ anusāsīyamāno ummaggaṁ gahetvā pacchāmukho gaccheyya. ||| Instructed like this by you, they might still take the wrong road, heading west.
Atha dutiyo puriso āgaccheyya rājagahaṁ gantukāmo. ||| But a second person might come with the same question and receive the same instructions.
So taṁ upasaṅkamitvā evaṁ vadeyya:
‘icchāmahaṁ, bhante, rājagahaṁ gantuṁ;
tassa me rājagahassa maggaṁ upadisā’ti.
Tamenaṁ tvaṁ evaṁ vadeyyāsi:
‘ehambho purisa, ayaṁ maggo rājagahaṁ gacchati.
Tena muhuttaṁ gaccha, tena muhuttaṁ gantvā dakkhissasi amukaṁ nāma gāmaṁ;
tena muhuttaṁ gaccha, tena muhuttaṁ gantvā dakkhissasi amukaṁ nāma nigamaṁ;
tena muhuttaṁ gaccha, tena muhuttaṁ gantvā dakkhissasi rājagahassa ārāmarāmaṇeyyakaṁ vanarāmaṇeyyakaṁ bhūmirāmaṇeyyakaṁ pokkharaṇīrāmaṇeyyakan’ti.
So tayā evaṁ ovadīyamāno evaṁ anusāsīyamāno sotthinā rājagahaṁ gaccheyya. ||| Instructed by you, they might safely arrive at Rājagaha.
Ko nu kho, brāhmaṇa, hetu ko paccayo yaṁ tiṭṭhateva rājagahaṁ, tiṭṭhati rājagahagāmī maggo, tiṭṭhasi tvaṁ samādapetā; ||| What is the cause, brahmin, what is the reason why, though Rājagaha is present, the path leading to Rājagaha is present, and you are there to encourage them,
atha ca pana tayā evaṁ ovadīyamāno evaṁ anusāsīyamāno eko puriso ummaggaṁ gahetvā pacchāmukho gaccheyya, eko sotthinā rājagahaṁ gaccheyyā”ti? ||| one person takes the wrong path and heads west, while another arrives safely at Rājagaha?”
“Ettha kyāhaṁ, bho gotama, karomi? ||| “What can I do about that, worthy Gotama?
Maggakkhāyīhaṁ, bho gotamā”ti. ||| I am the one who shows the way.”
“Evameva kho, brāhmaṇa, tiṭṭhateva nibbānaṁ, tiṭṭhati nibbānagāmī maggo, tiṭṭhāmahaṁ samādapetā; ||| “In the same way, though extinguishment is present, the path leading to extinguishment is present, and I am present to encourage them,
atha ca pana mama sāvakā mayā evaṁ ovadīyamānā evaṁ anusāsīyamānā appekacce accantaṁ niṭṭhaṁ nibbānaṁ ārādhenti, ekacce nārādhenti. ||| still some of my disciples, instructed and advised like this, achieve the ultimate goal, extinguishment, while some of them fail.
Ettha kyāhaṁ, brāhmaṇa, karomi? ||| What can I do about that, brahmin?
Maggakkhāyīhaṁ, brāhmaṇa, tathāgato”ti. ||| The Realized One is the one who shows the way.”
Evaṁ vutte, gaṇakamoggallāno brāhmaṇo bhagavantaṁ etadavoca: ||| When he had spoken, Moggallāna the Accountant said to the Buddha,
“yeme, bho gotama, puggalā assaddhā jīvikatthā na saddhā agārasmā anagāriyaṁ pabbajitā saṭhā māyāvino ketabino uddhatā unnaḷā capalā mukharā vikiṇṇavācā indriyesu aguttadvārā bhojane amattaññuno jāgariyaṁ ananuyuttā sāmaññe anapekkhavanto sikkhāya na tibbagāravā bāhulikā sāthalikā okkamane pubbaṅgamā paviveke nikkhittadhurā kusītā hīnavīriyā muṭṭhassatino asampajānā asamāhitā vibbhantacittā duppaññā eḷamūgā, na tehi bhavaṁ gotamo saddhiṁ saṁvasati. ||| “Mister Gotama, there are those faithless individuals who went forth from the lay life to homelessness not out of faith but to earn a livelihood. They’re devious, deceitful, and sneaky. They’re restless, insolent, fickle, scurrilous, and loose-tongued. They do not guard their sense doors or eat in moderation, and they are not committed to wakefulness. They don’t care about the ascetic life, and don’t keenly respect the training. They’re indulgent and slack, leaders in backsliding, neglecting seclusion, lazy, and lacking energy. They’re unmindful, lacking situational awareness and immersion, with straying minds, witless and idiotic. Mister Gotama does not live together with these.
Ye pana te kulaputtā saddhā agārasmā anagāriyaṁ pabbajitā asaṭhā amāyāvino aketabino anuddhatā anunnaḷā acapalā amukharā avikiṇṇavācā indriyesu guttadvārā bhojane mattaññuno jāgariyaṁ anuyuttā sāmaññe apekkhavanto sikkhāya tibbagāravā nabāhulikā nasāthalikā okkamane nikkhittadhurā paviveke pubbaṅgamā āraddhavīriyā pahitattā upaṭṭhitassatino sampajānā samāhitā ekaggacittā paññavanto aneḷamūgā, tehi bhavaṁ gotamo saddhiṁ saṁvasati. ||| But there are those gentlemen who went forth from the lay life to homelessness out of faith. They’re not devious, deceitful, and sneaky. They’re not restless, insolent, fickle, scurrilous, and loose-tongued. They guard their sense doors and eat in moderation, and they are committed to wakefulness. They care about the ascetic life, and keenly respect the training. They’re not indulgent or slack, nor are they leaders in backsliding, neglecting seclusion. They’re energetic and determined. They’re mindful, with situational awareness, immersion, and unified minds; wise and clever. the worthy Gotama does live together with these.
Seyyathāpi, bho gotama, ye keci mūlagandhā, kālānusāri tesaṁ aggamakkhāyati; ||| Of all kinds of fragrant root, spikenard is said to be the best.
ye keci sāragandhā, lohitacandanaṁ tesaṁ aggamakkhāyati; ||| Of all kinds of fragrant heartwood, red sandalwood is said to be the best.
ye keci pupphagandhā, vassikaṁ tesaṁ aggamakkhāyati; ||| Of all kinds of fragrant flower, jasmine is said to be the best.
evameva bhoto gotamassa ovādo paramajjadhammesu. ||| In the same way, worthy Gotama’s advice is the best of contemporary teachings.
Abhikkantaṁ, bho gotama, abhikkantaṁ, bho gotama. ||| Excellent, worthy Gotama! Excellent!
Seyyathāpi, bho gotama, nikkujjitaṁ vā ukkujjeyya, paṭicchannaṁ vā vivareyya, mūḷhassa vā maggaṁ ācikkheyya, andhakāre vā telapajjotaṁ dhāreyya: ‘cakkhumanto rūpāni dakkhantī’ti; evamevaṁ bhotā gotamena anekapariyāyena dhammo pakāsito. ||| As if he were righting the overturned, or revealing the hidden, or pointing out the path to the lost, or lighting a lamp in the dark so people with clear eyes can see what’s there, worthy Gotama has made the Teaching clear in many ways.
Esāhaṁ bhavantaṁ gotamaṁ saraṇaṁ gacchāmi dhammañca bhikkhusaṅghañca. ||| I go for refuge to the worthy Gotama, to the teaching, and to the mendicant Saṅgha.
Upāsakaṁ maṁ bhavaṁ gotamo dhāretu ajjatagge pāṇupetaṁ saraṇaṁ gatan”ti. ||| From this day forth, may the worthy Gotama remember me as a lay follower who has gone for refuge for life.”
Gaṇakamoggallānasuttaṁ niṭṭhitaṁ sattamaṁ.
