Aṅguttara Nikāya 2 ||| Numbered Discourses 2.32–41
Idhāvuso, bhikkhu sīlavā hoti, pātimokkhasaṁvarasaṁvuto viharati ācāragocarasampanno, aṇumattesu vajjesu bhayadassāvī, samādāya sikkhati sikkhāpadesu. ||| It’s a mendicant who is ethical, restrained in the monastic code, conducting themselves well and resorting for alms in suitable places. Seeing danger in the slightest fault, they keep the rules they’ve undertaken.
So kāyassa bhedā paraṁ maraṇā aññataraṁ devanikāyaṁ upapajjati. ||| When their body breaks up, after death, they’re reborn in one of the orders of gods.
So tato cuto āgāmī hoti, āgantā itthattaṁ. ||| When they pass away from there, they’re a returner, who comes back to this place.
Ayaṁ vuccati, āvuso, ajjhattasaṁyojano puggalo āgāmī hoti, āgantā itthattaṁ. ||| This is called an individual who is fettered internally, a returner, who comes back to this place.
Katamo cāvuso, bahiddhāsaṁyojano puggalo? ||| Who is an individual fettered externally?
Idhāvuso, bhikkhu sīlavā hoti, pātimokkhasaṁvarasaṁvuto viharati ācāragocarasampanno, aṇumattesu vajjesu bhayadassāvī, samādāya sikkhati sikkhāpadesu. ||| It’s a mendicant who is ethical, restrained in the monastic code, conducting themselves well and resorting for alms in suitable places. Seeing danger in the slightest fault, they keep the rules they’ve undertaken.
So aññataraṁ santaṁ cetovimuttiṁ upasampajja viharati. ||| They enter and remain in a certain peaceful state of freed mind.
So kāyassa bhedā paraṁ maraṇā aññataraṁ devanikāyaṁ upapajjati. ||| When their body breaks up, after death, they’re reborn in one of the orders of gods.
So tato cuto anāgāmī hoti, anāgantā itthattaṁ. ||| When they pass away from there, they’re a non-returner, not coming back to this place.
Ayaṁ vuccatāvuso, bahiddhāsaṁyojano puggalo anāgāmī hoti, anāgantā itthattaṁ. ||| This is called an individual who is fettered externally, a non-returner, who does not come back to this place.
Puna caparaṁ, āvuso, bhikkhu sīlavā hoti …pe… samādāya sikkhati sikkhāpadesu. ||| Furthermore, a mendicant is ethical … they keep the rules they’ve undertaken.
So kāmānaṁyeva nibbidāya virāgāya nirodhāya paṭipanno hoti. ||| They simply practice for disillusionment, dispassion, and cessation regarding sensual pleasures.
So bhavānaṁyeva nibbidāya virāgāya nirodhāya paṭipanno hoti. ||| They simply practice for disillusionment, dispassion, and cessation regarding future lives.
So taṇhākkhayāya paṭipanno hoti. ||| They practice for the ending of craving.
So lobhakkhayāya paṭipanno hoti. ||| They practice for the ending of greed.
So kāyassa bhedā paraṁ maraṇā aññataraṁ devanikāyaṁ upapajjati. ||| When their body breaks up, after death, they are reborn in one of the orders of gods.
So tato cuto anāgāmī hoti, anāgantā itthattaṁ. ||| When they pass away from there, they are non-returners, not coming back to this place.
Ayaṁ vuccatāvuso, bahiddhāsaṁyojano puggalo anāgāmī hoti, anāgantā itthattan”ti. ||| This is called an individual who is fettered externally, a non-returner, who does not come back to this place.”
Atha kho sambahulā samacittā devatā yena bhagavā tenupasaṅkamiṁsu; upasaṅkamitvā bhagavantaṁ abhivādetvā ekamantaṁ aṭṭhaṁsu. Ekamantaṁ ṭhitā kho tā devatā bhagavantaṁ etadavocuṁ: ||| Then several peaceful-minded deities went up to the Buddha, bowed, stood to one side, and said to the Buddha,
“eso, bhante, āyasmā sāriputto pubbārāme migāramātupāsāde bhikkhūnaṁ ajjhattasaṁyojanañca puggalaṁ deseti bahiddhāsaṁyojanañca. ||| “Sir, Venerable Sāriputta is in the stilt longhouse of Migāra’s mother in the Eastern Monastery, where he is teaching the mendicants about an individual with internal fetters and one with external fetters.
Haṭṭhā, bhante, parisā. ||| The assembly is overjoyed!
Sādhu, bhante, bhagavā yenāyasmā sāriputto tenupasaṅkamatu anukampaṁ upādāyā”ti. ||| Sir, please go to Venerable Sāriputta out of sympathy.”
Adhivāsesi bhagavā tuṇhībhāvena. ||| The Buddha consented with silence.
Atha kho bhagavā—seyyathāpi nāma balavā puriso samiñjitaṁ vā bāhaṁ pasāreyya, pasāritaṁ vā bāhaṁ samiñjeyya; evamevaṁ—jetavane antarahito pubbārāme migāramātupāsāde āyasmato sāriputtassa sammukhe pāturahosi. ||| Then the Buddha, as easily as a strong person would extend or contract their arm, vanished from Jeta’s Grove and reappeared in the stilt longhouse of Migāra’s mother in the Eastern Monastery, in front of Sāriputta.
Nisīdi bhagavā paññatte āsane. ||| He sat on the seat spread out.
Āyasmāpi kho sāriputto bhagavantaṁ abhivādetvā ekamantaṁ nisīdi. ||| Sāriputta bowed to the Buddha and sat down to one side.
Ekamantaṁ nisinnaṁ kho āyasmantaṁ sāriputtaṁ bhagavā etadavoca: ||| The Buddha said to him:
“Idha, sāriputta, sambahulā samacittā devatā yenāhaṁ tenupasaṅkamiṁsu; upasaṅkamitvā maṁ abhivādetvā ekamantaṁ aṭṭhaṁsu. Ekamantaṁ ṭhitā kho, sāriputta, tā devatā maṁ etadavocuṁ: ||| “Just now, Sāriputta, several peaceful-minded deities came up to me, bowed, and stood to one side. Those deities said to me:
‘eso, bhante, āyasmā sāriputto pubbārāme migāramātupāsāde bhikkhūnaṁ ajjhattasaṁyojanañca puggalaṁ deseti bahiddhāsaṁyojanañca. ||| ‘Sir, Venerable Sāriputta is in the stilt longhouse of Migāra’s mother in the Eastern Monastery, where he is teaching the mendicants about an individual with internal fetters and one with external fetters.
Haṭṭhā, bhante, parisā. ||| The assembly is overjoyed!
Sādhu, bhante, bhagavā yena āyasmā sāriputto tenupasaṅkamatu anukampaṁ upādāyā’ti. ||| Sir, please go to Venerable Sāriputta out of sympathy.’
Tā kho pana, sāriputta, devatā dasapi hutvā vīsampi hutvā tiṁsampi hutvā cattālīsampi hutvā paññāsampi hutvā saṭṭhipi hutvā āraggakoṭinitudanamattepi tiṭṭhanti, na ca aññamaññaṁ byābādhenti. ||| Those deities, though they number ten, twenty, thirty, forty, fifty, or sixty, can stand on the point of a needle without bumping up against each other.
Siyā kho pana, sāriputta, evamassa: ||| Sāriputta, you might think:
‘tattha nūna tāsaṁ devatānaṁ tathā cittaṁ bhāvitaṁ yena tā devatā dasapi hutvā vīsampi hutvā tiṁsampi hutvā cattālīsampi hutvā paññāsampi hutvā saṭṭhipi hutvā āraggakoṭinitudanamattepi tiṭṭhanti na ca aññamaññaṁ byābādhentī’ti. ||| ‘Surely those deities, since so many of them can stand on the point of a needle without bumping up against each other, must have developed their minds in that place.’
Na kho panetaṁ, sāriputta, evaṁ daṭṭhabbaṁ. ||| But you should not see it like this.
Idheva kho, sāriputta, tāsaṁ devatānaṁ tathā cittaṁ bhāvitaṁ, yena tā devatā dasapi hutvā …pe… na ca aññamaññaṁ byābādhenti. ||| It was right here that those deities developed their minds.
Tasmātiha, sāriputta, evaṁ sikkhitabbaṁ: ||| So you should train like this:
‘santindriyā bhavissāma santamānasā’ti. ||| ‘We shall have peaceful faculties and peaceful minds.’
Evañhi vo, sāriputta, sikkhitabbaṁ. ||| That’s how you should train.
‘Santindriyānañhi vo, sāriputta, santamānasānaṁ santaṁyeva kāyakammaṁ bhavissati santaṁ vacīkammaṁ santaṁ manokammaṁ. ||| When your faculties and mind are peaceful, your acts of body, speech, and mind will be peaceful, thinking:
Santaṁyeva upahāraṁ upaharissāma sabrahmacārīsū’ti. ||| ‘We shall present the gift of peace to our spiritual companions.’
‘Evañhi vo, sāriputta, sikkhitabbaṁ. ||| That’s how you should train.
Anassuṁ kho, sāriputta, aññatitthiyā paribbājakā ye imaṁ dhammapariyāyaṁ nāssosun’”ti. ||| Those wanderers of other religions, Sāriputta, who have not heard this exposition of the teaching are lost.”
37 ||| 37
Evaṁ me sutaṁ— ||| So I have heard.
ekaṁ samayaṁ āyasmā mahākaccāno varaṇāyaṁ viharati bhaddasāritīre. ||| At one time Venerable Mahākaccāna was staying at Varaṇā, on the bank of the Kaddama Lake.
Atha kho ārāmadaṇḍo brāhmaṇo yenāyasmā mahākaccāno tenupasaṅkami; upasaṅkamitvā āyasmatā mahākaccānena saddhiṁ sammodi. ||| Then the brahmin Ārāmadaṇḍa went up to Mahākaccāna, and exchanged greetings with him.
Sammodanīyaṁ kathaṁ sāraṇīyaṁ vītisāretvā ekamantaṁ nisīdi. Ekamantaṁ nisinno kho ārāmadaṇḍo brāhmaṇo āyasmantaṁ mahākaccānaṁ etadavoca: ||| When the greetings and polite conversation were over, he sat down to one side and said to Mahākaccāna:
“ko nu kho, bho kaccāna, hetu ko paccayo yena khattiyāpi khattiyehi vivadanti, brāhmaṇāpi brāhmaṇehi vivadanti, gahapatikāpi gahapatikehi vivadantī”ti? ||| “What is the cause, worthy Kaccāna, what is the reason why aristocrats fight with aristocrats, brahmins fight with brahmins, and householders fight with householders?”
“Kāmarāgābhinivesavinibandhapaligedhapariyuṭṭhānajjhosānahetu kho, brāhmaṇa, khattiyāpi khattiyehi vivadanti, brāhmaṇāpi brāhmaṇehi vivadanti, gahapatikāpi gahapatikehi vivadantī”ti. ||| “It is because of their insistence on sensual desire, their shackles, avarice, and attachment, that aristocrats fight with aristocrats, brahmins fight with brahmins, and householders fight with householders.”
“Ko pana, bho kaccāna, hetu ko paccayo yena samaṇāpi samaṇehi vivadantī”ti? ||| “What is the cause, worthy Kaccāna, what is the reason why ascetics fight with ascetics?”
“Diṭṭhirāgābhinivesavinibandhapaligedhapariyuṭṭhānajjhosānahetu kho, brāhmaṇa, samaṇāpi samaṇehi vivadantī”ti. ||| “It is because of their insistence on views, their shackles, avarice, and attachment, that ascetics fight with ascetics.”
“Atthi pana, bho kaccāna, koci lokasmiṁ yo imañceva kāmarāgābhinivesavinibandhapaligedhapariyuṭṭhānajjhosānaṁ samatikkanto, imañca diṭṭhirāgābhinivesavinibandhapaligedhapariyuṭṭhānajjhosānaṁ samatikkanto”ti? ||| “Worthy Kaccāna, is there anyone in the world who has gone beyond the insistence on sensual desire and the insistence on views?”
“Atthi, brāhmaṇa, lokasmiṁ yo imañceva kāmarāgābhinivesavinibandhapaligedhapariyuṭṭhānajjhosānaṁ samatikkanto, imañca diṭṭhirāgābhinivesavinibandhapaligedhapariyuṭṭhānajjhosānaṁ samatikkanto”ti. ||| “There is, brahmin.”
“Ko pana so, bho kaccāna, lokasmiṁ yo imañceva kāmarāgābhinivesavinibandhapaligedhapariyuṭṭhānajjhosānaṁ samatikkanto, imañca diṭṭhirāgābhinivesavinibandhapaligedhapariyuṭṭhānajjhosānaṁ samatikkanto”ti? ||| “Who in the world has gone beyond the insistence on sensual desire and the insistence on views?”
“Atthi, brāhmaṇa, puratthimesu janapadesu sāvatthī nāma nagaraṁ. ||| “In the eastern lands there is a city named Sāvatthī.
Tattha so bhagavā etarahi viharati arahaṁ sammāsambuddho. ||| There the Blessed One is now staying, the perfected one, the fully awakened Buddha.
So hi, brāhmaṇa, bhagavā imañceva kāmarāgābhinivesavinibandhapaligedhapariyuṭṭhānajjhosānaṁ samatikkanto, imañca diṭṭhirāgābhinivesavinibandhapaligedhapariyuṭṭhānajjhosānaṁ samatikkanto”ti. ||| He, brahmin, has gone beyond the insistence on sensual desire and the insistence on views.”
Evaṁ vutte, ārāmadaṇḍo brāhmaṇo uṭṭhāyāsanā ekaṁsaṁ uttarāsaṅgaṁ karitvā dakkhiṇaṁ jāṇumaṇḍalaṁ pathaviyaṁ nihantvā yena bhagavā tenañjaliṁ paṇāmetvā tikkhattuṁ udānaṁ udānesi: ||| When this was said, the brahmin Ārāmadaṇḍa got up from his seat, arranged his robe over one shoulder, knelt on his right knee, raised his cupped palms toward the Buddha, and expressed this heartfelt sentiment three times:
“Namo tassa bhagavato arahato sammāsambuddhassa. ||| “Homage to him, the blessed one, the perfected one, the fully awakened Buddha!
Namo tassa bhagavato arahato sammāsambuddhassa. ||| Homage to him, the blessed one, the perfected one, the fully awakened Buddha!
Namo tassa bhagavato arahato sammāsambuddhassa. ||| Homage to him, the blessed one, the perfected one, the fully awakened Buddha!
Yo hi so bhagavā imañceva kāmarāgābhinivesavinibandhapaligedhapariyuṭṭhānajjhosānaṁ samatikkanto, imañca diṭṭhirāgābhinivesavinibandhapaligedhapariyuṭṭhānajjhosānaṁ samatikkanto”ti. ||| He who has gone beyond the insistence on sensual desire and the insistence on views.
“Abhikkantaṁ, bho kaccāna, abhikkantaṁ, bho kaccāna. ||| Excellent, worthy Kaccāna! Excellent!
Seyyathāpi, bho kaccāna, nikkujjitaṁ vā ukkujjeyya, paṭicchannaṁ vā vivareyya, mūḷhassa vā maggaṁ ācikkheyya; andhakāre vā telapajjotaṁ dhāreyya: ‘cakkhumanto rūpāni dakkhantī’ti; evamevaṁ bhotā kaccānena anekapariyāyena dhammo pakāsito. ||| As if he were righting the overturned, or revealing the hidden, or pointing out the path to the lost, or lighting a lamp in the dark so people with clear eyes can see what’s there, the worthy Kaccāna has made the teaching clear in many ways.
Esāhaṁ, bho kaccāna, taṁ bhavantaṁ gotamaṁ saraṇaṁ gacchāmi dhammañca bhikkhusaṅghañca. ||| I go for refuge to the worthy Gotama, to the teaching, and to the mendicant Saṅgha.
Upāsakaṁ maṁ bhavaṁ kaccāno dhāretu ajjatagge pāṇupetaṁ saraṇaṁ gatan”ti. ||| From this day forth, may the worthy Kaccāna remember me as a lay follower who has gone for refuge for life.”
38 ||| 38
Ekaṁ samayaṁ āyasmā mahākaccāno madhurāyaṁ viharati gundāvane. ||| At one time Venerable Mahākaccāna was staying near Madhurā, in the Nut Grass Grove.
Atha kho kandarāyano brāhmaṇo yenāyasmā mahākaccāno tenupasaṅkami; upasaṅkamitvā āyasmatā mahākaccānena saddhiṁ …pe… ekamantaṁ nisinno kho kandarāyano brāhmaṇo āyasmantaṁ mahākaccānaṁ etadavoca: ||| Then the brahmin Kandarāyana went up to Mahākaccāna, and exchanged greetings with him … He sat down to one side and said to Mahākaccāna:
“sutaṁ metaṁ, bho kaccāna, ‘na samaṇo kaccāno brāhmaṇe jiṇṇe vuddhe mahallake addhagate vayoanuppatte abhivādeti vā paccuṭṭheti vā āsanena vā nimantetī’ti. ||| “I have heard, worthy Kaccāna, that the ascetic Kaccāna doesn’t bow to old brahmins, the elderly and senior, who are advanced in years and have reached the final stage of life; nor does he rise in their presence or offer them a seat.
Tayidaṁ, bho kaccāna, tatheva? ||| And this is indeed the case,
Na hi bhavaṁ kaccāno brāhmaṇe jiṇṇe vuddhe mahallake addhagate vayoanuppatte abhivādeti vā paccuṭṭheti vā āsanena vā nimanteti. ||| for the ascetic Kaccāna does not bow to old brahmins, elderly and senior, who are advanced in years and have reached the final stage of life; nor does he rise in their presence or offer them a seat.
Tayidaṁ, bho kaccāna, na sampannamevā”ti. ||| This is not appropriate, worthy Kaccāna.”
“Atthi, brāhmaṇa, tena bhagavatā jānatā passatā arahatā sammāsambuddhena vuddhabhūmi ca akkhātā daharabhūmi ca. ||| “There is the stage of an elder and the stage of youth as explained by the Blessed One, who knows and sees, the perfected one, the fully awakened Buddha.
Vuddho cepi, brāhmaṇa, hoti āsītiko vā nāvutiko vā vassasatiko vā jātiyā, so ca kāme paribhuñjati kāmamajjhāvasati kāmapariḷāhena pariḍayhati kāmavitakkehi khajjati kāmapariyesanāya ussuko. ||| If an elder, though eighty, ninety, or a hundred years old, still dwells in the midst of sensual pleasures, enjoying them, consumed by thoughts of them, burning with fever for them, and eagerly seeking more,
Atha kho so bālo na therotveva saṅkhyaṁ gacchati. ||| they are reckoned as a child, not a senior.
Daharo cepi, brāhmaṇa, hoti yuvā susukāḷakeso bhadrena yobbanena samannāgato paṭhamena vayasā. ||| If a youth, young, with pristine black hair, blessed with youth, in the prime of life,
So ca na kāme paribhuñjati na kāmamajjhāvasati, na kāmapariḷāhena pariḍayhati, na kāmavitakkehi khajjati, na kāmapariyesanāya ussuko. ||| does not dwell in the midst of sensual pleasures, enjoying them, consumed by thoughts of them, burning with fever for them, and eagerly seeking more,
Atha kho so paṇḍito therotveva saṅkhyaṁ gacchatī”ti. ||| they are reckoned as astute, a senior.”
Evaṁ vutte, kandarāyano brāhmaṇo uṭṭhāyāsanā ekaṁsaṁ uttarāsaṅgaṁ karitvā daharānaṁ sataṁ bhikkhūnaṁ pāde sirasā vandati: ||| When this was said, the brahmin Kandarāyana got up from his seat, placed his robe over one shoulder, and bowed with his head at the feet of the young mendicants, saying,
“vuddhā bhavanto, vuddhabhūmiyaṁ ṭhitā. ||| “The good fellows are elders, at the stage of the elder;
Daharā mayaṁ, daharabhūmiyaṁ ṭhitā”ti. ||| we are youths, at the stage of youth.
“Abhikkantaṁ, bho kaccāna …pe… upāsakaṁ maṁ bhavaṁ kaccāno dhāretu ajjatagge pāṇupetaṁ saraṇaṁ gatan”ti. ||| Excellent, worthy Kaccāna! … From this day forth, may the worthy Kaccāna remember me as a lay follower who has gone for refuge for life.”
39 ||| 39
“Yasmiṁ, bhikkhave, samaye corā balavanto honti, rājāno tasmiṁ samaye dubbalā honti. ||| “At a time when bandits are strong, kings are weak.
Tasmiṁ, bhikkhave, samaye rañño na phāsu hoti atiyātuṁ vā niyyātuṁ vā paccantime vā janapade anusaññātuṁ. ||| Then the king is not at ease when going out or coming back or when touring the provinces.
Brāhmaṇagahapatikānampi tasmiṁ samaye na phāsu hoti atiyātuṁ vā niyyātuṁ vā bāhirāni vā kammantāni paṭivekkhituṁ. ||| The brahmins and householders, likewise, are not at ease when going out or coming back, or when inspecting their external business activities.
Evamevaṁ kho, bhikkhave, yasmiṁ samaye pāpabhikkhū balavanto honti, pesalā bhikkhū tasmiṁ samaye dubbalā honti. ||| In the same way, at a time when bad mendicants are strong, good-hearted mendicants are weak.
Tasmiṁ, bhikkhave, samaye pesalā bhikkhū tuṇhībhūtā tuṇhībhūtāva saṅghamajjhe saṅkasāyanti paccantime vā janapade acchanti. ||| Then the good-hearted mendicants continually adhere to silence in the midst of the Saṅgha, or they stay in the borderlands.
Tayidaṁ, bhikkhave, hoti bahujanāhitāya bahujanāsukhāya, bahuno janassa anatthāya ahitāya dukkhāya devamanussānaṁ. ||| This is for the detriment and suffering of the people, against the people, for the harm, detriment, and suffering of gods and humans.
Yasmiṁ, bhikkhave, samaye rājāno balavanto honti, corā tasmiṁ samaye dubbalā honti. ||| At a time when kings are strong, bandits are weak.
Tasmiṁ, bhikkhave, samaye rañño phāsu hoti atiyātuṁ vā niyyātuṁ vā paccantime vā janapade anusaññātuṁ. ||| Then the king is at ease when going out or coming back or when inspecting the provinces.
Brāhmaṇagahapatikānampi tasmiṁ samaye phāsu hoti atiyātuṁ vā niyyātuṁ vā bāhirāni vā kammantāni paṭivekkhituṁ. ||| The brahmins and householders, likewise, are at ease when going out or coming back, or when inspecting their external business activities.
Evamevaṁ kho, bhikkhave, yasmiṁ samaye pesalā bhikkhū balavanto honti, pāpabhikkhū tasmiṁ samaye dubbalā honti. ||| In the same way, at a time when good-hearted mendicants are strong, bad mendicants are weak.
Tasmiṁ, bhikkhave, samaye pāpabhikkhū tuṇhībhūtā tuṇhībhūtāva saṅghamajjhe saṅkasāyanti, yena vā pana tena pakkamanti. ||| Then the bad mendicants continually adhere to silence in the midst of the Saṅgha, or they leave for some place or other.
Tayidaṁ, bhikkhave, hoti bahujanahitāya bahujanasukhāya, bahuno janassa atthāya hitāya sukhāya devamanussānan”ti. ||| This is for the welfare and happiness of the people, for the people, for the benefit, welfare, and happiness of gods and humans.”
40 ||| 40
“Dvinnāhaṁ, bhikkhave, micchāpaṭipattiṁ na vaṇṇemi, gihissa vā pabbajitassa vā. ||| “Mendicants, I don’t praise wrong practice for these two, for laypeople and renunciates.
Gihī vā, bhikkhave, pabbajito vā micchāpaṭipanno micchāpaṭipattādhikaraṇahetu na ārādhako hoti ñāyaṁ dhammaṁ kusalaṁ. ||| Because of wrong practice, neither laypeople nor renunciates succeed in completing the system of the skillful teaching.
Dvinnāhaṁ, bhikkhave, sammāpaṭipattiṁ vaṇṇemi, gihissa vā pabbajitassa vā. ||| I praise right practice for these two, for laypeople and renunciates.
Gihī vā, bhikkhave, pabbajito vā sammāpaṭipanno sammāpaṭipattādhikaraṇahetu ārādhako hoti ñāyaṁ dhammaṁ kusalan”ti. ||| Because of right practice, both laypeople and renunciates succeed in completing the system of the skillful teaching.”
41 ||| 41
