Majjhima Nikāya 60 ||| Middle Discourses 60
Apaṇṇako hi, gahapatayo, dhammo samatto samādinno, so vo bhavissati dīgharattaṁ hitāya sukhāya. ||| For when the sure bet teaching is undertaken, it will be for your lasting welfare and happiness.
Katamo ca, gahapatayo, apaṇṇako dhammo? ||| And what is the sure bet teaching?
Santi, gahapatayo, eke samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino: ||| There are some ascetics and brahmins who have this doctrine and view:
‘natthi dinnaṁ, natthi yiṭṭhaṁ, natthi hutaṁ; natthi sukatadukkaṭānaṁ kammānaṁ phalaṁ vipāko, natthi ayaṁ loko, natthi paro loko; natthi mātā, natthi pitā; natthi sattā opapātikā; natthi loke samaṇabrāhmaṇā sammaggatā sammā paṭipannā ye imañca lokaṁ parañca lokaṁ sayaṁ abhiññā sacchikatvā pavedentī’ti. ||| ‘There’s no meaning in giving, sacrifice, or offerings. There’s no fruit or result of good and bad deeds. There’s no afterlife. There’s no such thing as mother and father, or beings that are reborn spontaneously. And there’s no ascetic or brahmin who is rightly comported and rightly practiced, and who describes the afterlife after realizing it with their own insight.’
Tesaṁyeva kho, gahapatayo, samaṇabrāhmaṇānaṁ eke samaṇabrāhmaṇā ujuvipaccanīkavādā. ||| And there are some ascetics and brahmins whose doctrine directly contradicts this.
Te evamāhaṁsu: ||| They say:
‘atthi dinnaṁ, atthi yiṭṭhaṁ, atthi hutaṁ; atthi sukatadukkaṭānaṁ kammānaṁ phalaṁ vipāko; atthi ayaṁ loko, atthi paro loko; atthi mātā, atthi pitā; atthi sattā opapātikā; atthi loke samaṇabrāhmaṇā sammaggatā sammā paṭipannā ye imañca lokaṁ parañca lokaṁ sayaṁ abhiññā sacchikatvā pavedentī’ti. ||| ‘There is meaning in giving, sacrifice, and offerings. There are fruits and results of good and bad deeds. There is an afterlife. There are such things as mother and father, and beings that are reborn spontaneously. And there are ascetics and brahmins who are rightly comported and rightly practiced, and who describe the afterlife after realizing it with their own insight.’
Taṁ kiṁ maññatha, gahapatayo: ||| What do you think, householders?
‘nanume samaṇabrāhmaṇā aññamaññassa ujuvipaccanīkavādā’”ti? ||| Don’t these doctrines directly contradict each other?”
“Evaṁ, bhante”. ||| “Yes, sir.”
“Tatra, gahapatayo, ye te samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino: ||| “Since this is so, consider those ascetics and brahmins whose view is that
‘natthi dinnaṁ, natthi yiṭṭhaṁ …pe… ye imañca lokaṁ parañca lokaṁ sayaṁ abhiññā sacchikatvā pavedentī’ti ||| there’s no meaning in giving, etc.
tesametaṁ pāṭikaṅkhaṁ—yamidaṁ kāyasucaritaṁ, vacīsucaritaṁ, manosucaritaṁ—ime tayo kusale dhamme abhinivajjetvā yamidaṁ kāyaduccaritaṁ, vacīduccaritaṁ, manoduccaritaṁ—ime tayo akusale dhamme samādāya vattissanti. ||| You can expect that they will shun good conduct by way of body, speech, and mind, and undertake and implement bad conduct by way of body, speech, and mind.
Taṁ kissa hetu? ||| Why is that?
Na hi te bhonto samaṇabrāhmaṇā passanti akusalānaṁ dhammānaṁ ādīnavaṁ okāraṁ saṅkilesaṁ, kusalānaṁ dhammānaṁ nekkhamme ānisaṁsaṁ vodānapakkhaṁ. ||| Because those ascetics and brahmins don’t see that unskillful qualities are full of drawbacks, sordidness, and corruption, or that skillful qualities have the benefit and cleansing power of renunciation.
Santaṁyeva pana paraṁ lokaṁ ‘natthi paro loko’ tissa diṭṭhi hoti; sāssa hoti micchādiṭṭhi. ||| Moreover, since there actually is another world, their view that there is no other world is wrong view.
Santaṁyeva kho pana paraṁ lokaṁ ‘natthi paro loko’ti saṅkappeti; svāssa hoti micchāsaṅkappo. ||| Since there actually is another world, their thought that there is no other world is wrong purpose.
Santaṁyeva kho pana paraṁ lokaṁ ‘natthi paro loko’ti vācaṁ bhāsati; sāssa hoti micchāvācā. ||| Since there actually is another world, their speech that there is no other world is wrong speech.
Santaṁyeva kho pana paraṁ lokaṁ ‘natthi paro loko’ti āha; ye te arahanto paralokaviduno tesamayaṁ paccanīkaṁ karoti. ||| Since there actually is another world, in saying that there is no other world they contradict those perfected ones who know the other world.
Santaṁyeva kho pana paraṁ lokaṁ ‘natthi paro loko’ti paraṁ saññāpeti; sāssa hoti asaddhammasaññatti. ||| Since there actually is another world, in persuading another that there is no other world they are persuading them to accept an untrue teaching.
Tāya ca pana asaddhammasaññattiyā attānukkaṁseti, paraṁ vambheti. ||| And on account of that they glorify themselves and put others down.
Iti pubbeva kho panassa susīlyaṁ pahīnaṁ hoti, dussīlyaṁ paccupaṭṭhitaṁ— ||| So they give up their former ethical conduct and are established in unethical conduct.
ayañca micchādiṭṭhi micchāsaṅkappo micchāvācā ariyānaṁ paccanīkatā asaddhammasaññatti attukkaṁsanā paravambhanā. Evamassime aneke pāpakā akusalā dhammā sambhavanti micchādiṭṭhipaccayā. ||| And that is how these many bad, unskillful qualities come to be with wrong view as condition—wrong view, wrong purpose, wrong speech, contradicting the noble ones, persuading others to accept untrue teachings, and glorifying oneself and putting others down.
Tatra, gahapatayo, viññū puriso iti paṭisañcikkhati: ||| A sensible person reflects on this matter in this way:
‘sace kho natthi paro loko evamayaṁ bhavaṁ purisapuggalo kāyassa bhedā sotthimattānaṁ karissati; ||| ‘If there is no other world, when this individual person’s body breaks up they will keep themselves safe.
sace kho atthi paro loko, evamayaṁ bhavaṁ purisapuggalo kāyassa bhedā paraṁ maraṇā apāyaṁ duggatiṁ vinipātaṁ nirayaṁ upapajjissati. ||| And if there is another world, when their body breaks up, after death, they will be reborn in a place of loss, a bad place, the underworld, hell.
Kāmaṁ kho pana māhu paro loko, hotu nesaṁ bhavataṁ samaṇabrāhmaṇānaṁ saccaṁ vacanaṁ; ||| But let us grant that those who say that there is no other world are correct.
atha ca panāyaṁ bhavaṁ purisapuggalo diṭṭheva dhamme viññūnaṁ gārayho—dussīlo purisapuggalo micchādiṭṭhi natthikavādo’ti. ||| Regardless, that individual is still criticized by sensible people in this very life as being an immoral individual of wrong view, a nihilist.’
Sace kho attheva paro loko, evaṁ imassa bhoto purisapuggalassa ubhayattha kaliggaho— ||| But if there really is another world, they hold a losing hand on both counts.
yañca diṭṭheva dhamme viññūnaṁ gārayho, yañca kāyassa bhedā paraṁ maraṇā apāyaṁ duggatiṁ vinipātaṁ nirayaṁ upapajjissati. ||| For they are criticized by sensible people in this very life, and when their body breaks up, after death, they will be reborn in a place of loss, a bad place, the underworld, hell.
Evamassāyaṁ apaṇṇako dhammo dussamatto samādinno, ekaṁsaṁ pharitvā tiṭṭhati, riñcati kusalaṁ ṭhānaṁ. ||| They have wrongly undertaken this sure bet teaching in such a way that it encompasses the positive outcomes of one side only, leaving out the skillful premise.
Tatra, gahapatayo, ye te samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino: ||| Since this is so, consider those ascetics and brahmins whose view is that
‘atthi dinnaṁ …pe… ye imañca lokaṁ parañca lokaṁ sayaṁ abhiññā sacchikatvā pavedentī’ti ||| there is meaning in giving, etc.
tesametaṁ pāṭikaṅkhaṁ—yamidaṁ kāyaduccaritaṁ, vacīduccaritaṁ, manoduccaritaṁ—ime tayo akusale dhamme abhinivajjetvā yamidaṁ kāyasucaritaṁ, vacīsucaritaṁ, manosucaritaṁ—ime tayo kusale dhamme samādāya vattissanti. ||| You can expect that they will shun bad conduct by way of body, speech, and mind, and undertake and implement good conduct by way of body, speech, and mind.
Taṁ kissa hetu? ||| Why is that?
Passanti hi te bhonto samaṇabrāhmaṇā akusalānaṁ dhammānaṁ ādīnavaṁ okāraṁ saṅkilesaṁ, kusalānaṁ dhammānaṁ nekkhamme ānisaṁsaṁ vodānapakkhaṁ. ||| Because those ascetics and brahmins see that unskillful qualities are full of drawbacks, sordidness, and corruption, and that skillful qualities have the benefit and cleansing power of renunciation.
Santaṁyeva kho pana paraṁ lokaṁ ‘atthi paro loko’ tissa diṭṭhi hoti; sāssa hoti sammādiṭṭhi. ||| Moreover, since there actually is another world, their view that there is another world is right view.
Santaṁyeva kho pana paraṁ lokaṁ ‘atthi paro loko’ti saṅkappeti; svāssa hoti sammāsaṅkappo. ||| Since there actually is another world, their thought that there is another world is right purpose.
Santaṁyeva kho pana paraṁ lokaṁ ‘atthi paro loko’ti vācaṁ bhāsati; sāssa hoti sammāvācā. ||| Since there actually is another world, their speech that there is another world is right speech.
Santaṁyeva kho pana paraṁ lokaṁ ‘atthi paro loko’ti āha; ye te arahanto paralokaviduno tesamayaṁ na paccanīkaṁ karoti. ||| Since there actually is another world, in saying that there is another world they don’t contradict those perfected ones who know the other world.
Santaṁyeva kho pana paraṁ lokaṁ ‘atthi paro loko’ti paraṁ saññāpeti; sāssa hoti saddhammasaññatti. ||| Since there actually is another world, in persuading another that there is another world they are persuading them to accept a true teaching.
Tāya ca pana saddhammasaññattiyā nevattānukkaṁseti, na paraṁ vambheti. ||| And on account of that they don’t glorify themselves or put others down.
Iti pubbeva kho panassa dussīlyaṁ pahīnaṁ hoti, susīlyaṁ paccupaṭṭhitaṁ— ||| So they give up their former unethical conduct and are established in ethical conduct.
ayañca sammādiṭṭhi sammāsaṅkappo sammāvācā ariyānaṁ apaccanīkatā saddhammasaññatti anattukkaṁsanā aparavambhanā. Evamassime aneke kusalā dhammā sambhavanti sammādiṭṭhipaccayā. ||| And that is how these many skillful qualities come to be with right view as condition—right view, right purpose, right speech, not contradicting the noble ones, persuading others to accept true teachings, and not glorifying oneself or putting others down.
Tatra, gahapatayo, viññū puriso iti paṭisañcikkhati: ||| A sensible person reflects on this matter in this way:
‘sace kho atthi paro loko, evamayaṁ bhavaṁ purisapuggalo kāyassa bhedā paraṁ maraṇā sugatiṁ saggaṁ lokaṁ upapajjissati. ||| ‘If there is another world, when this individual’s body breaks up, after death, they will be reborn in a good place, a heavenly realm.
Kāmaṁ kho pana māhu paro loko, hotu nesaṁ bhavataṁ samaṇabrāhmaṇānaṁ saccaṁ vacanaṁ; ||| But let us grant that those who say that there is no other world are correct.
atha ca panāyaṁ bhavaṁ purisapuggalo diṭṭheva dhamme viññūnaṁ pāsaṁso—sīlavā purisapuggalo sammādiṭṭhi atthikavādo’ti. ||| Regardless, that individual is still praised by sensible people in this very life as being a moral individual of right view, who affirms a positive teaching.’
Sace kho attheva paro loko, evaṁ imassa bhoto purisapuggalassa ubhayattha kaṭaggaho— ||| So if there really is another world, they hold a winning hand on both counts.
yañca diṭṭheva dhamme viññūnaṁ pāsaṁso, yañca kāyassa bhedā paraṁ maraṇā sugatiṁ saggaṁ lokaṁ upapajjissati. ||| For they are praised by sensible people in this very life, and when their body breaks up, after death, they will be reborn in a good place, a heavenly realm.
Evamassāyaṁ apaṇṇako dhammo susamatto samādinno ubhayaṁsaṁ pharitvā tiṭṭhati, riñcati akusalaṁ ṭhānaṁ. ||| They have rightly undertaken this sure bet teaching in such a way that it encompasses the positive outcomes of both sides, leaving out the unskillful premise.
Santi, gahapatayo, eke samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino: ||| There are some ascetics and brahmins who have this doctrine and view:
‘karoto kārayato, chindato chedāpayato, pacato pācāpayato, socayato socāpayato, kilamato kilamāpayato, phandato phandāpayato, pāṇamatipātayato, adinnaṁ ādiyato, sandhiṁ chindato, nillopaṁ harato, ekāgārikaṁ karoto, paripanthe tiṭṭhato, paradāraṁ gacchato, musā bhaṇato; karoto na karīyati pāpaṁ. ||| ‘The one who acts does nothing wrong when they punish, mutilate, torture, aggrieve, oppress, intimidate, or when they encourage others to do the same. They do nothing wrong when they kill, steal, break into houses, plunder wealth, steal from isolated buildings, commit highway robbery, commit adultery, and lie.
Khurapariyantena cepi cakkena yo imissā pathaviyā pāṇe ekaṁ maṁsakhalaṁ ekaṁ maṁsapuñjaṁ kareyya, natthi tatonidānaṁ pāpaṁ, natthi pāpassa āgamo. ||| If you were to reduce all the living creatures of this earth to one heap and mass of flesh with a razor-edged chakram, no evil comes of that, and no outcome of evil.
Dakkhiṇañcepi gaṅgāya tīraṁ gaccheyya hananto ghātento, chindanto chedāpento, pacanto pācento; natthi tatonidānaṁ pāpaṁ, natthi pāpassa āgamo. ||| If you were to go along the south bank of the Ganges killing, mutilating, and torturing, and encouraging others to do the same, no evil comes of that, and no outcome of evil.
Uttarañcepi gaṅgāya tīraṁ gaccheyya dadanto dāpento, yajanto yajāpento; natthi tatonidānaṁ puññaṁ, natthi puññassa āgamo. ||| If you were to go along the north bank of the Ganges giving and sacrificing and encouraging others to do the same, no merit comes of that, and no outcome of merit.
Dānena damena saṁyamena saccavajjena natthi puññaṁ, natthi puññassa āgamo’ti. ||| In giving, self-control, restraint, and truthfulness there is no merit or outcome of merit.’
Tesaṁyeva kho, gahapatayo, samaṇabrāhmaṇānaṁ eke samaṇabrāhmaṇā ujuvipaccanīkavādā te evamāhaṁsu: ||| And there are some ascetics and brahmins whose doctrine directly contradicts this. They say:
‘karoto kārayato, chindato chedāpayato, pacato pācāpayato, socayato socāpayato, kilamato kilamāpayato, phandato phandāpayato, pāṇamatipātayato, adinnaṁ ādiyato, sandhiṁ chindato, nillopaṁ harato, ekāgārikaṁ karoto, paripanthe tiṭṭhato, paradāraṁ gacchato, musā bhaṇato; karoto karīyati pāpaṁ. ||| ‘The one who acts does a bad deed when they punish, mutilate, torture, aggrieve, oppress, intimidate, or when they encourage others to do the same. They do a bad deed when they kill, steal, break into houses, plunder wealth, steal from isolated buildings, commit highway robbery, commit adultery, and lie.
Khurapariyantena cepi cakkena yo imissā pathaviyā pāṇe ekaṁ maṁsakhalaṁ ekaṁ maṁsapuñjaṁ kareyya, atthi tatonidānaṁ pāpaṁ, atthi pāpassa āgamo. ||| If you were to reduce all the living creatures of this earth to one heap and mass of flesh with a razor-edged chakram, evil comes of that, and an outcome of evil.
Dakkhiṇañcepi gaṅgāya tīraṁ gaccheyya hananto ghātento, chindanto chedāpento, pacanto pācento; atthi tatonidānaṁ pāpaṁ, atthi pāpassa āgamo. ||| If you were to go along the south bank of the Ganges killing, mutilating, and torturing, and encouraging others to do the same, evil comes of that, and an outcome of evil.
Uttarañcepi gaṅgāya tīraṁ gaccheyya dadanto dāpento, yajanto yajāpento; atthi tatonidānaṁ puññaṁ, atthi puññassa āgamo. ||| If you were to go along the north bank of the Ganges giving and sacrificing and encouraging others to do the same, merit comes of that, and an outcome of merit.
Dānena damena saṁyamena saccavajjena atthi puññaṁ, atthi puññassa āgamo’ti. ||| In giving, self-control, restraint, and truthfulness there is merit and outcome of merit.’
Taṁ kiṁ maññatha, gahapatayo, ||| What do you think, householders?
nanume samaṇabrāhmaṇā aññamaññassa ujuvipaccanīkavādā”ti? ||| Don’t these doctrines directly contradict each other?”
“Evaṁ, bhante”. ||| “Yes, sir.”
“Tatra, gahapatayo, ye te samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino: ||| “Since this is so, consider those ascetics and brahmins whose view is that
‘karoto kārayato, chindato chedāpayato, pacato pācāpayato, socayato socāpayato, kilamato kilamāpayato, phandato phandāpayato, pāṇamatipātayato, adinnaṁ ādiyato, sandhiṁ chindato, nillopaṁ harato, ekāgārikaṁ karoto, paripanthe tiṭṭhato, paradāraṁ gacchato, musā bhaṇato; karoto na karīyati pāpaṁ. ||| the one who acts does nothing wrong when they punish, etc.
Khurapariyantena cepi cakkena yo imissā pathaviyā pāṇe ekaṁ maṁsakhalaṁ ekaṁ maṁsapuñjaṁ kareyya, natthi tatonidānaṁ pāpaṁ, natthi pāpassa āgamo.
Dakkhiṇañcepi gaṅgāya tīraṁ gaccheyya hananto ghātento …pe… dānena damena saṁyamena saccavajjena natthi puññaṁ, natthi puññassa āgamo’ti
tesametaṁ pāṭikaṅkhaṁ—yamidaṁ kāyasucaritaṁ, vacīsucaritaṁ, manosucaritaṁ—ime tayo kusale dhamme abhinivajjetvā yamidaṁ kāyaduccaritaṁ, vacīduccaritaṁ, manoduccaritaṁ—ime tayo akusale dhamme samādāya vattissanti. ||| You can expect that they will shun good conduct by way of body, speech, and mind, and undertake and implement bad conduct by way of body, speech, and mind.
Taṁ kissa hetu? ||| Why is that?
Na hi te bhonto samaṇabrāhmaṇā passanti akusalānaṁ dhammānaṁ ādīnavaṁ okāraṁ saṅkilesaṁ, kusalānaṁ dhammānaṁ nekkhamme ānisaṁsaṁ vodānapakkhaṁ. ||| Because those ascetics and brahmins don’t see that unskillful qualities are full of drawbacks, sordidness, and corruption, or that skillful qualities have the benefit and cleansing power of renunciation.
Santaṁyeva kho pana kiriyaṁ ‘natthi kiriyā’ tissa diṭṭhi hoti; sāssa hoti micchādiṭṭhi. ||| Moreover, since action actually does have an effect, their view that action is ineffective is wrong view.
Santaṁyeva kho pana kiriyaṁ ‘natthi kiriyā’ti saṅkappeti; svāssa hoti micchāsaṅkappo. ||| Since action actually does have an effect, their thought that action is ineffective is wrong purpose.
Santaṁyeva kho pana kiriyaṁ ‘natthi kiriyā’ti vācaṁ bhāsati; sāssa hoti micchāvācā. ||| Since action actually does have an effect, their speech that action is ineffective is wrong speech.
Santaṁyeva kho pana kiriyaṁ ‘natthi kiriyā’ti āha, ye te arahanto kiriyavādā tesamayaṁ paccanīkaṁ karoti. ||| Since action actually does have an effect, in saying that action is ineffective they contradict those perfected ones who teach that action is effective.
Santaṁyeva kho pana kiriyaṁ ‘natthi kiriyā’ti paraṁ saññāpeti; sāssa hoti asaddhammasaññatti. ||| Since action actually does have an effect, in persuading another that action is ineffective they are persuading them to accept an untrue teaching.
Tāya ca pana asaddhammasaññattiyā attānukkaṁseti, paraṁ vambheti. ||| And on account of that they glorify themselves and put others down.
Iti pubbeva kho panassa susīlyaṁ pahīnaṁ hoti, dussīlyaṁ paccupaṭṭhitaṁ— ||| So they give up their former ethical conduct and are established in unethical conduct.
ayañca micchādiṭṭhi micchāsaṅkappo micchāvācā ariyānaṁ paccanīkatā asaddhammasaññatti attukkaṁsanā paravambhanā. Evamassime aneke pāpakā akusalā dhammā sambhavanti micchādiṭṭhipaccayā. ||| And that is how these many bad, unskillful qualities come to be with wrong view as condition—wrong view, wrong purpose, wrong speech, contradicting the noble ones, persuading others to accept untrue teachings, and glorifying oneself and putting others down.
Tatra, gahapatayo, viññū puriso iti paṭisañcikkhati: ||| A sensible person reflects on this matter in this way:
‘sace kho natthi kiriyā, evamayaṁ bhavaṁ purisapuggalo kāyassa bhedā sotthimattānaṁ karissati; ||| ‘If there is no effective action, when this individual’s body breaks up they will keep themselves safe.
sace kho atthi kiriyā evamayaṁ bhavaṁ purisapuggalo kāyassa bhedā paraṁ maraṇā apāyaṁ duggatiṁ vinipātaṁ nirayaṁ upapajjissati. ||| And if there is effective action, when their body breaks up, after death, they will be reborn in a place of loss, a bad place, the underworld, hell.
Kāmaṁ kho pana māhu kiriyā, hotu nesaṁ bhavataṁ samaṇabrāhmaṇānaṁ saccaṁ vacanaṁ; ||| But let us grant that those who say that there is no effective action are correct.
atha ca panāyaṁ bhavaṁ purisapuggalo diṭṭheva dhamme viññūnaṁ gārayho—dussīlo purisapuggalo micchādiṭṭhi akiriyavādo’ti. ||| Regardless, that individual is still criticized by sensible people in this very life as being an immoral individual of wrong view, one who denies the efficacy of action.’
Sace kho attheva kiriyā, evaṁ imassa bhoto purisapuggalassa ubhayattha kaliggaho— ||| But if there really is effective action, they hold a losing hand on both counts.
yañca diṭṭheva dhamme viññūnaṁ gārayho, yañca kāyassa bhedā paraṁ maraṇā apāyaṁ duggatiṁ vinipātaṁ nirayaṁ upapajjissati. ||| For they are criticized by sensible people in this very life, and when their body breaks up, after death, they will be reborn in a place of loss, a bad place, the underworld, hell.
Evamassāyaṁ apaṇṇako dhammo dussamatto samādinno, ekaṁsaṁ pharitvā tiṭṭhati, riñcati kusalaṁ ṭhānaṁ. ||| They have wrongly undertaken this sure bet teaching in such a way that it encompasses the positive outcomes of one side only, leaving out the skillful premise.
Tatra, gahapatayo, ye te samaṇabrāhmaṇā evaṁvādino evaṁdiṭṭhino: ||| Since this is so, consider those ascetics and brahmins whose view is that
‘karoto kārayato, chindato chedāpayato, pacato pācāpayato, socayato socāpayato, kilamato kilamāpayato, phandato phandāpayato, pāṇamatipātayato, adinnaṁ ādiyato, sandhiṁ chindato, nillopaṁ harato, ekāgārikaṁ karoto, paripanthe tiṭṭhato, paradāraṁ gacchato, musā bhaṇato; karoto karīyati pāpaṁ. ||| the one who acts does a bad deed when they punish, etc.
Khurapariyantena cepi cakkena yo imissā pathaviyā pāṇe ekaṁ maṁsakhalaṁ ekaṁ maṁsapuñjaṁ kareyya, atthi tatonidānaṁ pāpaṁ, atthi pāpassa āgamo.
Dakkhiṇañcepi gaṅgāya tīraṁ gaccheyya hananto ghātento, chindanto chedāpento, pacanto pācento, atthi tatonidānaṁ pāpaṁ, atthi pāpassa āgamo.
Uttarañcepi gaṅgāya tīraṁ gaccheyya dadanto dāpento, yajanto yajāpento, atthi tatonidānaṁ puññaṁ, atthi puññassa āgamo. Dānena damena saṁyamena saccavajjena atthi puññaṁ, atthi puññassa āgamo’ti
tesametaṁ pāṭikaṅkhaṁ yamidaṁ kāyaduccaritaṁ, vacīduccaritaṁ, manoduccaritaṁ—ime tayo akusale dhamme abhinivajjetvā yamidaṁ kāyasucaritaṁ, vacīsucaritaṁ, manosucaritaṁ—ime tayo kusale dhamme samādāya vattissanti. ||| You can expect that they will shun bad conduct by way of body, speech, and mind, and undertake and implement good conduct by way of body, speech, and mind.
Taṁ kissa hetu? ||| Why is that?
Passanti hi te bhonto samaṇabrāhmaṇā akusalānaṁ dhammānaṁ ādīnavaṁ okāraṁ saṅkilesaṁ, kusalānaṁ dhammānaṁ nekkhamme ānisaṁsaṁ vodānapakkhaṁ. ||| Because those ascetics and brahmins see that unskillful qualities are full of drawbacks, sordidness, and corruption, and that skillful qualities have the benefit and cleansing power of renunciation.
Santaṁyeva kho pana kiriyaṁ ‘atthi kiriyā’ tissa diṭṭhi hoti; sāssa hoti sammādiṭṭhi. ||| Moreover, since action actually does have an effect, their view that action is effective is right view.
Santaṁyeva kho pana kiriyaṁ ‘atthi kiriyā’ti saṅkappeti; svāssa hoti sammāsaṅkappo. ||| Since action actually does have an effect, their thought that action is effective is right purpose.
Santaṁyeva kho pana kiriyaṁ ‘atthi kiriyā’ti vācaṁ bhāsati; sāssa hoti sammāvācā. ||| Since action actually does have an effect, their speech that action is effective is right speech.
Santaṁyeva kho pana kiriyaṁ ‘atthi kiriyā’ti āha; ye te arahanto kiriyavādā tesamayaṁ na paccanīkaṁ karoti. ||| Since action actually does have an effect, in saying that action is effective they don’t contradict those perfected ones who teach that action is effective.
Santaṁyeva kho pana kiriyaṁ ‘atthi kiriyā’ti paraṁ saññāpeti; sāssa hoti saddhammasaññatti. ||| Since action actually does have an effect, in persuading another that action is effective they are persuading them to accept a true teaching.
Tāya ca pana saddhammasaññattiyā nevattānukkaṁseti, na paraṁ vambheti. ||| And on account of that they don’t glorify themselves or put others down.
Iti pubbeva kho panassa dussīlyaṁ pahīnaṁ hoti, susīlyaṁ paccupaṭṭhitaṁ— ||| So they give up their former unethical conduct and are established in ethical conduct.
ayañca sammādiṭṭhi sammāsaṅkappo sammāvācā ariyānaṁ apaccanīkatā saddhammasaññatti anattukkaṁsanā aparavambhanā. Evamassime aneke kusalā dhammā sambhavanti sammādiṭṭhipaccayā. ||| And that is how these many skillful qualities come to be with right view as condition—right view, right purpose, right speech, not contradicting the noble ones, persuading others to accept true teachings, and not glorifying oneself or putting others down.
Tatra, gahapatayo, viññū puriso iti paṭisañcikkhati: ||| A sensible person reflects on this matter in this way:
‘sace kho atthi kiriyā, evamayaṁ bhavaṁ purisapuggalo kāyassa bhedā paraṁ maraṇā sugatiṁ saggaṁ lokaṁ upapajjissati. ||| ‘If there is effective action, when this individual’s body breaks up, after death, they will be reborn in a good place, a heavenly realm.
Kāmaṁ kho pana māhu kiriyā, hotu nesaṁ bhavataṁ samaṇabrāhmaṇānaṁ saccaṁ vacanaṁ; ||| But let us grant that those who say that there is no effective action are correct.
atha ca panāyaṁ bhavaṁ purisapuggalo diṭṭheva dhamme viññūnaṁ pāsaṁso—sīlavā purisapuggalo sammādiṭṭhi kiriyavādo’ti. ||| Regardless, that individual is still praised by sensible people in this very life as being a moral individual of right view, who affirms the efficacy of action.’
