Majjhima Nikāya 33 ||| Middle Discourses 33
Idha, bhikkhave, bhikkhu uppannaṁ kāmavitakkaṁ adhivāseti, nappajahati na vinodeti na byantī karoti na anabhāvaṁ gameti. Uppannaṁ byāpādavitakkaṁ …pe… uppannaṁ vihiṁsāvitakkaṁ …pe… uppannuppanne pāpake akusale dhamme adhivāseti, nappajahati na vinodeti na byantī karoti na anabhāvaṁ gameti. ||| It’s when a mendicant tolerates a sensual, malicious, or cruel thought that has arisen. They tolerate any bad, unskillful qualities that have arisen. They don’t give them up, get rid of them, eliminate them, and obliterate them.
Evaṁ kho, bhikkhave, bhikkhu na āsāṭikaṁ hāretā hoti. ||| That’s how a mendicant doesn’t pick out flies’ eggs.
Kathañca, bhikkhave, bhikkhu na vaṇaṁ paṭicchādetā hoti? ||| And how does a mendicant not dress wounds?
Idha, bhikkhave, bhikkhu cakkhunā rūpaṁ disvā nimittaggāhī hoti anubyañjanaggāhī. ||| When a mendicant sees a sight with their eyes, they get caught up in the features and details.
Yatvādhikaraṇamenaṁ cakkhundriyaṁ asaṁvutaṁ viharantaṁ abhijjhādomanassā pāpakā akusalā dhammā anvāssaveyyuṁ, tassa saṁvarāya na paṭipajjati, na rakkhati cakkhundriyaṁ, cakkhundriye na saṁvaraṁ āpajjati. ||| Since the faculty of sight is left unrestrained, bad unskillful qualities of covetousness and displeasure become overwhelming. They don’t practice restraint, they don’t protect the faculty of sight, and they don’t achieve its restraint.
Sotena saddaṁ sutvā …pe… ||| When they hear a sound with their ears …
ghānena gandhaṁ ghāyitvā …pe… ||| smell an odor with their nose …
jivhāya rasaṁ sāyitvā …pe… ||| taste a flavor with their tongue …
kāyena phoṭṭhabbaṁ phusitvā …pe… ||| feel a touch with their body …
manasā dhammaṁ viññāya nimittaggāhī hoti anubyañjanaggāhī. ||| know an idea with their mind, they get caught up in the features and details.
Yatvādhikaraṇamenaṁ manindriyaṁ asaṁvutaṁ viharantaṁ abhijjhādomanassā pāpakā akusalā dhammā anvāssaveyyuṁ, tassa saṁvarāya na paṭipajjati, na rakkhati manindriyaṁ, manindriye na saṁvaraṁ āpajjati. ||| Since the faculty of the mind is left unrestrained, bad unskillful qualities of covetousness and displeasure become overwhelming. They don’t practice restraint, they don’t protect the faculty of the mind, and they don’t achieve its restraint.
Evaṁ kho, bhikkhave, bhikkhu na vaṇaṁ paṭicchādetā hoti. ||| That’s how a mendicant doesn’t dress wounds.
Kathañca, bhikkhave, bhikkhu na dhūmaṁ kattā hoti? ||| And how does a mendicant not spread smoke?
Idha, bhikkhave, bhikkhu yathāsutaṁ yathāpariyattaṁ dhammaṁ na vitthārena paresaṁ desetā hoti. ||| It’s when a mendicant doesn’t teach others the Dhamma in detail as they learned and memorized it.
Evaṁ kho, bhikkhave, bhikkhu na dhūmaṁ kattā hoti. ||| That’s how a mendicant doesn’t spread smoke.
Kathañca, bhikkhave, bhikkhu na titthaṁ jānāti? ||| And how does a mendicant not know the ford?
Idha, bhikkhave, bhikkhu ye te bhikkhū bahussutā āgatāgamā dhammadharā vinayadharā mātikādharā, te kālena kālaṁ upasaṅkamitvā na paripucchati, na paripañhati: ||| It’s when a mendicant doesn’t from time to time go up to those mendicants who are very learned—inheritors of the heritage, who have memorized the teachings, the monastic law, and the outlines—and ask them questions:
‘idaṁ, bhante, kathaṁ? ||| ‘Why, sir, does it say this?
Imassa ko attho’ti? ||| What does that mean?’
Tassa te āyasmanto avivaṭañceva na vivaranti, anuttānīkatañca na uttānīkaronti, anekavihitesu ca kaṅkhāṭhānīyesu dhammesu kaṅkhaṁ na paṭivinodenti. ||| Those venerables don’t reveal what is hidden, clarify what is unclear, and dispel doubt regarding the many doubtful matters.
Evaṁ kho, bhikkhave, bhikkhu na titthaṁ jānāti. ||| That’s how a mendicant doesn’t know the ford.
Kathañca, bhikkhave, bhikkhu na pītaṁ jānāti? ||| And how does a mendicant not know satisfaction?
Idha, bhikkhave, bhikkhu tathāgatappavedite dhammavinaye desiyamāne na labhati atthavedaṁ, na labhati dhammavedaṁ, na labhati dhammūpasaṁhitaṁ pāmojjaṁ. ||| It’s when a mendicant, when the teaching and training proclaimed by the Realized One are being taught, finds no inspiration in the meaning and the teaching, and finds no joy connected with the teaching.
Evaṁ kho, bhikkhave, bhikkhu na pītaṁ jānāti. ||| That’s how a mendicant doesn’t know satisfaction.
Kathañca, bhikkhave, bhikkhu na vīthiṁ jānāti? ||| And how does a mendicant not know the trail?
Idha, bhikkhave, bhikkhu ariyaṁ aṭṭhaṅgikaṁ maggaṁ yathābhūtaṁ nappajānāti. ||| It’s when a mendicant doesn’t truly understand the noble eightfold path.
Evaṁ kho, bhikkhave, bhikkhu na vīthiṁ jānāti. ||| That’s how a mendicant doesn’t know the trail.
Kathañca, bhikkhave, bhikkhu na gocarakusalo hoti? ||| And how is a mendicant not skilled in ranges?
Idha, bhikkhave, bhikkhu cattāro satipaṭṭhāne yathābhūtaṁ nappajānāti. ||| It’s when a mendicant doesn’t truly understand the four kinds of mindfulness meditation.
Evaṁ kho, bhikkhave, bhikkhu na gocarakusalo hoti. ||| That’s how a mendicant is not skilled in ranges.
Kathañca, bhikkhave, bhikkhu anavasesadohī hoti? ||| And how does a mendicant milk dry?
Idha, bhikkhave, bhikkhuṁ saddhā gahapatikā abhihaṭṭhuṁ pavārenti cīvarapiṇḍapātasenāsanagilānappaccayabhesajjaparikkhārehi, tatra bhikkhu mattaṁ na jānāti paṭiggahaṇāya. ||| It’s when a mendicant is invited by a householder to accept robes, almsfood, lodgings, and medicines and supplies for the sick, and that mendicant doesn’t know moderation in accepting.
Evaṁ kho, bhikkhave, bhikkhu anavasesadohī hoti. ||| That’s how a mendicant milks dry.
Kathañca, bhikkhave, bhikkhu ye te bhikkhū therā rattaññū cirapabbajitā saṅghapitaro saṅghapariṇāyakā te na atirekapūjāya pūjetā hoti? ||| And how does a mendicant not show extra respect to senior mendicants of long standing, long gone forth, fathers and leaders of the Saṅgha?
Idha, bhikkhave, bhikkhu ye te bhikkhū therā rattaññū cirapabbajitā saṅghapitaro saṅghapariṇāyakā, tesu na mettaṁ kāyakammaṁ paccupaṭṭhāpeti āvi ceva raho ca; ||| It’s when a mendicant doesn’t consistently treat senior mendicants of long standing, long gone forth, fathers and leaders of the Saṅgha with kindness by way of body, speech, and mind, both in public and in private.
na mettaṁ vacīkammaṁ paccupaṭṭhāpeti āvi ceva raho ca;
na mettaṁ manokammaṁ paccupaṭṭhāpeti āvi ceva raho ca.
Evaṁ kho, bhikkhave, bhikkhu ye te bhikkhū therā rattaññū cirapabbajitā saṅghapitaro saṅghapariṇāyakā te na atirekapūjāya pūjetā hoti. ||| That’s how a mendicant doesn’t show extra respect to senior mendicants of long standing, long gone forth, fathers and leaders of the Saṅgha.
Imehi kho, bhikkhave, ekādasahi dhammehi samannāgato bhikkhu abhabbo imasmiṁ dhammavinaye vuddhiṁ virūḷhiṁ vepullaṁ āpajjituṁ. ||| A mendicant with these eleven qualities can’t achieve growth, improvement, or maturity in this teaching and training.
Ekādasahi, bhikkhave, aṅgehi samannāgato gopālako bhabbo gogaṇaṁ pariharituṁ phātiṁ kātuṁ. ||| A cowherd with eleven factors can maintain and expand a herd of cattle.
Katamehi ekādasahi? ||| What eleven?
Idha, bhikkhave, gopālako rūpaññū hoti, lakkhaṇakusalo hoti, āsāṭikaṁ hāretā hoti, vaṇaṁ paṭicchādetā hoti, dhūmaṁ kattā hoti, titthaṁ jānāti, pītaṁ jānāti, vīthiṁ jānāti, gocarakusalo hoti, sāvasesadohī ca hoti. Ye te usabhā gopitaro gopariṇāyakā te atirekapūjāya pūjetā hoti. ||| It’s when a cowherd knows form, is skilled in characteristics, picks out flies’ eggs, dresses wounds, spreads smoke, knows the ford, knows satisfaction, knows the trail, is skilled in ranges, doesn’t milk dry, and shows extra respect to the bulls who are fathers and captains of the herd.
Imehi kho, bhikkhave, ekādasahi aṅgehi samannāgato gopālako bhabbo gogaṇaṁ pariharituṁ phātiṁ kātuṁ. ||| A cowherd with these eleven factors can maintain and expand a herd of cattle.
Evameva kho, bhikkhave, ekādasahi dhammehi samannāgato bhikkhu bhabbo imasmiṁ dhammavinaye vuddhiṁ virūḷhiṁ vepullaṁ āpajjituṁ. ||| In the same way, a mendicant with eleven qualities can achieve growth, improvement, and maturity in this teaching and training.
Katamehi ekādasahi? ||| What eleven?
Idha, bhikkhave, bhikkhu rūpaññū hoti, lakkhaṇakusalo hoti, āsāṭikaṁ hāretā hoti, vaṇaṁ paṭicchādetā hoti, dhūmaṁ kattā hoti, titthaṁ jānāti, pītaṁ jānāti, vīthiṁ jānāti, gocarakusalo hoti, sāvasesadohī ca hoti. Ye te bhikkhū therā rattaññū cirapabbajitā saṅghapitaro saṅghapariṇāyakā te atirekapūjāya pūjetā hoti. ||| It’s when a mendicant knows form, is skilled in characteristics, picks out flies’ eggs, dresses wounds, spreads smoke, knows the ford, knows satisfaction, knows the trail, is skilled in ranges, doesn’t milk dry, and shows extra respect to senior mendicants of long standing, long gone forth, fathers and leaders of the Saṅgha.
Kathañca, bhikkhave, bhikkhu rūpaññū hoti? ||| And how does a mendicant know form?
Idha, bhikkhave, bhikkhu yaṁ kiñci rūpaṁ sabbaṁ rūpaṁ ‘cattāri mahābhūtāni, catunnañca mahābhūtānaṁ upādāyarūpan’ti yathābhūtaṁ pajānāti. ||| It’s when a mendicant truly understands that all form is the four principal states, or form derived from the four principal states.
Evaṁ kho, bhikkhave, bhikkhu rūpaññū hoti. ||| That’s how a mendicant knows form.
Kathañca, bhikkhave, bhikkhu lakkhaṇakusalo hoti? ||| And how is a mendicant skilled in characteristics?
Idha, bhikkhave, bhikkhu kammalakkhaṇo bālo, kammalakkhaṇo paṇḍitoti yathābhūtaṁ pajānāti. ||| It’s when a mendicant understands that a fool is characterized by their deeds, and an astute person is characterized by their deeds.
Evaṁ kho, bhikkhave, bhikkhu lakkhaṇakusalo hoti. ||| That’s how a mendicant is skilled in characteristics.
Kathañca, bhikkhave, bhikkhu āsāṭikaṁ hāretā hoti? ||| And how does a mendicant pick out flies’ eggs?
Idha, bhikkhave, bhikkhu uppannaṁ kāmavitakkaṁ nādhivāseti, pajahati vinodeti byantī karoti anabhāvaṁ gameti. Uppannaṁ byāpādavitakkaṁ …pe… uppannaṁ vihiṁsāvitakkaṁ …pe… uppannuppanne pāpake akusale dhamme nādhivāseti, pajahati vinodeti byantī karoti anabhāvaṁ gameti. ||| It’s when a mendicant doesn’t tolerate a sensual, malicious, or cruel thought that has arisen. They don’t tolerate any bad, unskillful qualities that have arisen, but give them up, get rid of them, eliminate them, and obliterate them.
Evaṁ kho, bhikkhave, bhikkhu āsāṭikaṁ hāretā hoti. ||| That’s how a mendicant picks out flies’ eggs.
Kathañca, bhikkhave, bhikkhu vaṇaṁ paṭicchādetā hoti? ||| And how does a mendicant dress wounds?
Idha, bhikkhave, bhikkhu cakkhunā rūpaṁ disvā na nimittaggāhī hoti nānubyañjanaggāhī. ||| When a mendicant sees a sight with their eyes, they don’t get caught up in the features and details.
Yatvādhikaraṇamenaṁ cakkhundriyaṁ asaṁvutaṁ viharantaṁ abhijjhādomanassā pāpakā akusalā dhammā anvāssaveyyuṁ tassa saṁvarāya paṭipajjati, rakkhati cakkhundriyaṁ, cakkhundriye saṁvaraṁ āpajjati. ||| If the faculty of sight were left unrestrained, bad unskillful qualities of covetousness and displeasure would become overwhelming. For this reason, they practice restraint, protecting the faculty of sight, and achieving its restraint.
Sotena saddaṁ sutvā …pe… ||| When they hear a sound with their ears …
ghānena gandhaṁ ghāyitvā …pe… ||| smell an odor with their nose …
jivhāya rasaṁ sāyitvā …pe… ||| taste a flavor with their tongue …
kāyena phoṭṭhabbaṁ phusitvā …pe… ||| feel a touch with their body …
manasā dhammaṁ viññāya na nimittaggāhī hoti nānubyañjanaggāhī. ||| know an idea with their mind, they don’t get caught up in the features and details.
Yatvādhikaraṇamenaṁ manindriyaṁ asaṁvutaṁ viharantaṁ abhijjhādomanassā pāpakā akusalā dhammā anvāssaveyyuṁ tassa saṁvarāya paṭipajjati, rakkhati manindriyaṁ, manindriye saṁvaraṁ āpajjati. ||| If the faculty of mind were left unrestrained, bad unskillful qualities of covetousness and displeasure would become overwhelming. For this reason, they practice restraint, protecting the faculty of mind, and achieving its restraint.
Evaṁ kho, bhikkhave, bhikkhu vaṇaṁ paṭicchādetā hoti. ||| That’s how a mendicant dresses wounds.
Kathañca, bhikkhave, bhikkhu dhūmaṁ kattā hoti? ||| And how does a mendicant spread smoke?
Idha, bhikkhave, bhikkhu yathāsutaṁ yathāpariyattaṁ dhammaṁ vitthārena paresaṁ desetā hoti. ||| It’s when a mendicant teaches others the Dhamma in detail as they learned and memorized it.
Evaṁ kho, bhikkhave, bhikkhu dhūmaṁ kattā hoti. ||| That’s how a mendicant spreads smoke.
Kathañca, bhikkhave, bhikkhu titthaṁ jānāti? ||| And how does a mendicant know the ford?
Idha, bhikkhave, bhikkhu ye te bhikkhū bahussutā āgatāgamā dhammadharā vinayadharā mātikādharā te kālena kālaṁ upasaṅkamitvā paripucchati, paripañhati: ||| It’s when from time to time a mendicant goes up to those mendicants who are very learned—inheritors of the heritage, who have memorized the teachings, the monastic law, and the outlines—and asks them questions:
‘idaṁ, bhante, kathaṁ? ||| ‘Why, sir, does it say this?
Imassa ko attho’ti? ||| What does that mean?’
Tassa te āyasmanto avivaṭañceva vivaranti, anuttānīkatañca uttānīkaronti, anekavihitesu ca kaṅkhāṭhānīyesu dhammesu kaṅkhaṁ paṭivinodenti. ||| Those venerables reveal what is hidden, clarify what is unclear, and dispel doubt regarding the many doubtful matters.
Evaṁ kho, bhikkhave, bhikkhu titthaṁ jānāti. ||| That’s how a mendicant knows the ford.
Kathañca bhikkhave, bhikkhu pītaṁ jānāti? ||| And how does a mendicant know satisfaction?
Idha, bhikkhave, bhikkhu tathāgatappavedite dhammavinaye desiyamāne labhati atthavedaṁ, labhati dhammavedaṁ, labhati dhammūpasaṁhitaṁ pāmojjaṁ. ||| It’s when a mendicant, when the teaching and training proclaimed by the Realized One are being taught, finds inspiration in the meaning and the teaching, and finds joy connected with the teaching.
Evaṁ kho, bhikkhave, bhikkhu pītaṁ jānāti. ||| That’s how a mendicant knows satisfaction.
Kathañca, bhikkhave, bhikkhu vīthiṁ jānāti? ||| And how does a mendicant know the trail?
Idha, bhikkhave, bhikkhu ariyaṁ aṭṭhaṅgikaṁ maggaṁ yathābhūtaṁ pajānāti. ||| It’s when a mendicant truly understands the noble eightfold path.
Evaṁ kho, bhikkhave, bhikkhu vīthiṁ jānāti. ||| That’s how a mendicant knows the trail.
Kathañca, bhikkhave, bhikkhu gocarakusalo hoti? ||| And how is a mendicant skilled in ranges?
Idha, bhikkhave, bhikkhu cattāro satipaṭṭhāne yathābhūtaṁ pajānāti. ||| It’s when a mendicant truly understands the four kinds of mindfulness meditation.
Evaṁ kho, bhikkhave, bhikkhu gocarakusalo hoti. ||| That’s how a mendicant is skilled in ranges.
Kathañca, bhikkhave, bhikkhu sāvasesadohī hoti? ||| And how does a mendicant not milk dry?
Idha, bhikkhave, bhikkhuṁ saddhā gahapatikā abhihaṭṭhuṁ pavārenti cīvarapiṇḍapātasenāsanagilānappaccayabhesajjaparikkhārehi. ||| It’s when a mendicant is invited by a householder to accept robes, almsfood, lodgings, and medicines and supplies for the sick,
Tatra bhikkhu mattaṁ jānāti paṭiggahaṇāya. ||| and that mendicant knows moderation in accepting.
Evaṁ kho, bhikkhave, bhikkhu sāvasesadohī hoti. ||| That’s how a mendicant doesn’t milk dry.
Kathañca, bhikkhave, bhikkhu ye te bhikkhū therā rattaññū cirapabbajitā saṅghapitaro saṅghapariṇāyakā, te atirekapūjāya pūjetā hoti? ||| And how does a mendicant show extra respect to senior mendicants of long standing, long gone forth, fathers and leaders of the Saṅgha?
Idha, bhikkhave, bhikkhu ye te bhikkhū therā rattaññū cirapabbajitā saṅghapitaro saṅghapariṇāyakā tesu mettaṁ kāyakammaṁ paccupaṭṭhāpeti āvi ceva raho ca; ||| It’s when a mendicant consistently treats senior mendicants of long standing, long gone forth, fathers and leaders of the Saṅgha with kindness by way of body, speech, and mind, both in public and in private.
mettaṁ vacīkammaṁ paccupaṭṭhāpeti āvi ceva raho ca;
mettaṁ manokammaṁ paccupaṭṭhāpeti āvi ceva raho ca.
Evaṁ kho, bhikkhave, bhikkhu ye te bhikkhū therā rattaññū cirapabbajitā saṅghapitaro saṅghapariṇāyakā te atirekapūjāya pūjetā hoti. ||| That’s how a mendicant shows extra respect to senior mendicants of long standing, long gone forth, fathers and leaders of the Saṅgha.
Imehi kho, bhikkhave, ekādasahi dhammehi samannāgato bhikkhu bhabbo imasmiṁ dhammavinaye vuddhiṁ virūḷhiṁ vepullaṁ āpajjitun”ti. ||| A mendicant with these eleven qualities can achieve growth, improvement, and maturity in this teaching and training.”
Idamavoca bhagavā. ||| That is what the Buddha said.
Attamanā te bhikkhū bhagavato bhāsitaṁ abhinandunti. ||| Satisfied, the mendicants approved what the Buddha said.
Mahāgopālakasuttaṁ niṭṭhitaṁ tatiyaṁ.
