Majjhima Nikāya 65 ||| Middle Discourses 65
api nu tvaṁ, bhaddāli, tasmiṁ samaye ubhatobhāgavimutto vā hosi paññāvimutto vā kāyasakkhi vā diṭṭhippatto vā saddhāvimutto vā dhammānusārī vā saddhānusārī vā”ti? ||| At that time were you freed both ways, freed by wisdom, a direct witness, attained to view, freed by faith, a follower of teachings, or a follower by faith?”
“No hetaṁ, bhante”. ||| “No, sir.”
“Nanu tvaṁ, bhaddāli, tasmiṁ samaye ritto tuccho aparaddho”ti? ||| “Weren’t you vacuous, hollow, and mistaken?”
“Evaṁ, bhante. ||| “Yes, sir.
Accayo maṁ, bhante, accagamā yathābālaṁ yathāmūḷhaṁ yathāakusalaṁ, yohaṁ bhagavatā sikkhāpade paññāpiyamāne bhikkhusaṅghe sikkhaṁ samādiyamāne anussāhaṁ pavedesiṁ. ||| I made a mistake …
Tassa me, bhante, bhagavā accayaṁ accayato paṭiggaṇhātu āyatiṁ saṁvarāyā”ti. ||| Please, sir, accept my mistake for what it is, so I will restrain myself in future.”
“Taggha tvaṁ, bhaddāli, accayo accagamā yathābālaṁ yathāmūḷhaṁ yathāakusalaṁ, yaṁ tvaṁ mayā sikkhāpade paññāpiyamāne bhikkhusaṅghe sikkhaṁ samādiyamāne anussāhaṁ pavedesi. ||| “Indeed, Bhaddāli, you made a mistake. …
Yato ca kho tvaṁ, bhaddāli, accayaṁ accayato disvā yathādhammaṁ paṭikarosi, taṁ te mayaṁ paṭiggaṇhāma. ||| But since you have recognized your mistake for what it is, and have dealt with it properly, I accept it.
Vuddhihesā, bhaddāli, ariyassa vinaye yo accayaṁ accayato disvā yathādhammaṁ paṭikaroti, āyatiṁ saṁvaraṁ āpajjati. ||| For it is growth in the training of the Noble One to recognize a mistake for what it is, deal with it properly, and commit to restraint in the future.
Idha, bhaddāli, ekacco bhikkhu satthusāsane sikkhāya aparipūrakārī hoti. ||| Bhaddāli, take a mendicant who doesn’t fulfill the training according to the Teacher’s instructions.
Tassa evaṁ hoti: ||| They think,
‘yannūnāhaṁ vivittaṁ senāsanaṁ bhajeyyaṁ araññaṁ rukkhamūlaṁ pabbataṁ kandaraṁ giriguhaṁ susānaṁ vanapatthaṁ abbhokāsaṁ palālapuñjaṁ. ||| ‘Why don’t I frequent a secluded lodging—a wilderness, the root of a tree, a hill, a ravine, a mountain cave, a charnel ground, a forest, the open air, a heap of straw.
Appeva nāmāhaṁ uttari manussadhammā alamariyañāṇadassanavisesaṁ sacchikareyyan’ti. ||| Hopefully I’ll realize a superhuman distinction in knowledge and vision worthy of the noble ones.’
So vivittaṁ senāsanaṁ bhajati araññaṁ rukkhamūlaṁ pabbataṁ kandaraṁ giriguhaṁ susānaṁ vanapatthaṁ abbhokāsaṁ palālapuñjaṁ. ||| So they frequent a secluded lodging.
Tassa tathāvūpakaṭṭhassa viharato satthāpi upavadati, anuviccapi viññū sabrahmacārī upavadanti, devatāpi upavadanti, attāpi attānaṁ upavadati. ||| While they’re living withdrawn, they’re reprimanded by the Teacher, by sensible spiritual companions after examination, by deities, and by themselves.
So satthārāpi upavadito, anuviccapi viññūhi sabrahmacārīhi upavadito, devatāhipi upavadito, attanāpi attānaṁ upavadito na uttari manussadhammā alamariyañāṇadassanavisesaṁ sacchikaroti. ||| Being reprimanded in this way, they don’t realize any superhuman distinction in knowledge and vision worthy of the noble ones.
Taṁ kissa hetu? ||| Why is that?
Evañhi taṁ, bhaddāli, hoti yathā taṁ satthusāsane sikkhāya aparipūrakārissa. ||| Because that’s how it is when someone doesn’t fulfill the training according to the Teacher’s instructions.
Idha pana, bhaddāli, ekacco bhikkhu satthusāsane sikkhāya paripūrakārī hoti. ||| But take a mendicant who does fulfill the training according to the Teacher’s instructions.
Tassa evaṁ hoti: ||| They think,
‘yannūnāhaṁ vivittaṁ senāsanaṁ bhajeyyaṁ araññaṁ rukkhamūlaṁ pabbataṁ kandaraṁ giriguhaṁ susānaṁ vanapatthaṁ abbhokāsaṁ palālapuñjaṁ. ||| ‘Why don’t I frequent a secluded lodging—a wilderness, the root of a tree, a hill, a ravine, a mountain cave, a charnel ground, a forest, the open air, a heap of straw.
Appeva nāmāhaṁ uttari manussadhammā alamariyañāṇadassanavisesaṁ sacchikareyyan’ti. ||| Hopefully I’ll realize a superhuman distinction in knowledge and vision worthy of the noble ones.’
So vivittaṁ senāsanaṁ bhajati araññaṁ rukkhamūlaṁ pabbataṁ kandaraṁ giriguhaṁ susānaṁ vanapatthaṁ abbhokāsaṁ palālapuñjaṁ. ||| They frequent a secluded lodging—a wilderness, the root of a tree, a hill, a ravine, a mountain cave, a charnel ground, a forest, the open air, a heap of straw.
Tassa tathāvūpakaṭṭhassa viharato satthāpi na upavadati, anuviccapi viññū sabrahmacārī na upavadanti, devatāpi na upavadanti, attāpi attānaṁ na upavadati. ||| While they’re living withdrawn, they’re not reprimanded by the Teacher, by sensible spiritual companions after examination, by deities, or by themselves.
So satthārāpi anupavadito, anuviccapi viññūhi sabrahmacārīhi anupavadito, devatāhipi anupavadito, attanāpi attānaṁ anupavadito uttari manussadhammā alamariyañāṇadassanavisesaṁ sacchikaroti. ||| Not being reprimanded in this way, they realize a superhuman distinction in knowledge and vision worthy of the noble ones.
So vivicceva kāmehi vivicca akusalehi dhammehi savitakkaṁ savicāraṁ vivekajaṁ pītisukhaṁ paṭhamaṁ jhānaṁ upasampajja viharati. ||| Quite secluded from sensual pleasures, secluded from unskillful qualities, they enter and remain in the first absorption, which has the rapture and bliss born of seclusion, while placing the mind and keeping it connected.
Taṁ kissa hetu? ||| Why is that?
Evañhi taṁ, bhaddāli, hoti yathā taṁ satthusāsane sikkhāya paripūrakārissa. ||| Because that’s what happens when someone fulfills the training according to the Teacher’s instructions.
Puna caparaṁ, bhaddāli, bhikkhu vitakkavicārānaṁ vūpasamā ajjhattaṁ sampasādanaṁ cetaso ekodibhāvaṁ avitakkaṁ avicāraṁ samādhijaṁ pītisukhaṁ dutiyaṁ jhānaṁ upasampajja viharati. ||| Furthermore, as the placing of the mind and keeping it connected are stilled, a mendicant enters and remains in the second absorption, which has the rapture and bliss born of immersion, with internal clarity and mind at one, without placing the mind and keeping it connected.
Taṁ kissa hetu? ||| Why is that?
Evañhi taṁ, bhaddāli, hoti yathā taṁ satthusāsane sikkhāya paripūrakārissa. ||| Because that’s what happens when someone fulfills the training according to the Teacher’s instructions.
Puna caparaṁ, bhaddāli, bhikkhu pītiyā ca virāgā upekkhako ca viharati, sato ca sampajāno sukhañca kāyena paṭisaṁvedeti, yaṁ taṁ ariyā ācikkhanti: ‘upekkhako satimā sukhavihārī’ti tatiyaṁ jhānaṁ upasampajja viharati. ||| Furthermore, with the fading away of rapture, a mendicant enters and remains in the third absorption, where they meditate with equanimity, mindful and aware, personally experiencing the bliss of which the noble ones declare, ‘Equanimous and mindful, one meditates in bliss.’
Taṁ kissa hetu? ||| Why is that?
Evañhi taṁ, bhaddāli, hoti yathā taṁ satthusāsane sikkhāya paripūrakārissa. ||| Because that’s what happens when someone fulfills the training according to the Teacher’s instructions.
Puna caparaṁ, bhaddāli, bhikkhu sukhassa ca pahānā dukkhassa ca pahānā pubbeva somanassadomanassānaṁ atthaṅgamā adukkhamasukhaṁ upekkhāsatipārisuddhiṁ catutthaṁ jhānaṁ upasampajja viharati. ||| Furthermore, with the giving up of pleasure and pain and the disappearance of former happiness and sadness, a mendicant enters and remains in the fourth absorption, without pleasure or pain, with pure equanimity and mindfulness.
Taṁ kissa hetu? ||| Why is that?
Evañhi taṁ, bhaddāli, hoti yathā taṁ satthusāsane sikkhāya paripūrakārissa. ||| Because that’s what happens when someone fulfills the training according to the Teacher’s instructions.
So evaṁ samāhite citte parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte kammaniye ṭhite āneñjappatte pubbenivāsānussatiñāṇāya cittaṁ abhininnāmeti. ||| When their mind has become immersed in samādhi like this—purified, bright, flawless, rid of corruptions, pliable, workable, steady, and imperturbable—they extend it toward recollection of past lives.
So anekavihitaṁ pubbenivāsaṁ anussarati, seyyathidaṁ—ekampi jātiṁ dvepi jātiyo …pe… iti sākāraṁ sauddesaṁ anekavihitaṁ pubbenivāsaṁ anussarati. ||| They recollect many kinds of past lives, that is, one, two, three, four, five, ten, twenty, thirty, forty, fifty, a hundred, a thousand, a hundred thousand rebirths; many eons of the world contracting, many eons of the world expanding, many eons of the world contracting and expanding. … They recollect their many kinds of past lives, with features and details.
Taṁ kissa hetu? ||| Why is that?
Evañhi taṁ, bhaddāli, hoti yathā taṁ satthusāsane sikkhāya paripūrakārissa. ||| Because that’s what happens when someone fulfills the training according to the Teacher’s instructions.
So evaṁ samāhite citte parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte kammaniye ṭhite āneñjappatte sattānaṁ cutūpapātañāṇāya cittaṁ abhininnāmeti. ||| When their mind has become immersed in samādhi like this—purified, bright, flawless, rid of corruptions, pliable, workable, steady, and imperturbable—they extend it toward knowledge of the death and rebirth of sentient beings.
So dibbena cakkhunā visuddhena atikkantamānusakena satte passati cavamāne upapajjamāne hīne paṇīte suvaṇṇe dubbaṇṇe sugate duggate yathākammūpage satte pajānāti: ‘ime vata bhonto sattā kāyaduccaritena samannāgatā …pe… vinipātaṁ nirayaṁ upapannā; ime vā pana bhonto sattā kāyasucaritena samannāgatā …pe… sugatiṁ saggaṁ lokaṁ upapannā’ti iti dibbena cakkhunā visuddhena atikkantamānusakena …pe… yathākammūpage satte pajānāti. ||| With clairvoyance that is purified and superhuman, they see sentient beings passing away and being reborn—inferior and superior, beautiful and ugly, in a good place or a bad place. They understand how sentient beings pass on according to their deeds: ‘These dear beings did bad things by way of body, speech, and mind. … they’re reborn in the underworld, hell. These dear beings, however, did good things by way of body, speech, and mind. … they’re reborn in a good place, a heavenly realm.’ And so, with clairvoyance that is purified and superhuman … they understand how sentient beings pass on according to their deeds.
Taṁ kissa hetu? ||| Why is that?
Evañhi taṁ, bhaddāli, hoti yathā taṁ satthusāsane sikkhāya paripūrakārissa. ||| Because that’s what happens when someone fulfills the training according to the Teacher’s instructions.
So evaṁ samāhite citte parisuddhe pariyodāte anaṅgaṇe vigatūpakkilese mudubhūte kammaniye ṭhite āneñjappatte āsavānaṁ khayañāṇāya cittaṁ abhininnāmeti. ||| When their mind has become immersed in samādhi like this—purified, bright, flawless, rid of corruptions, pliable, workable, steady, and imperturbable—they extend it toward knowledge of the ending of defilements.
So ‘idaṁ dukkhan’ti yathābhūtaṁ pajānāti, ‘ayaṁ dukkhasamudayo’ti yathābhūtaṁ pajānāti, ‘ayaṁ dukkhanirodho’ti yathābhūtaṁ pajānāti, ‘ayaṁ dukkhanirodhagāminī paṭipadā’ti yathābhūtaṁ pajānāti; ||| They truly understand: ‘This is suffering’ … ‘This is the origin of suffering’ … ‘This is the cessation of suffering’ … ‘This is the practice that leads to the cessation of suffering’.
‘ime āsavā’ti yathābhūtaṁ pajānāti, ‘ayaṁ āsavasamudayo’ti yathābhūtaṁ pajānāti, ‘ayaṁ āsavanirodho’ti yathābhūtaṁ pajānāti, ‘ayaṁ āsavanirodhagāminī paṭipadā’ti yathābhūtaṁ pajānāti. ||| They truly understand: ‘These are defilements’ … ‘This is the origin of defilements’ … ‘This is the cessation of defilements’ … ‘This is the practice that leads to the cessation of defilements’.
Tassa evaṁ jānato evaṁ passato kāmāsavāpi cittaṁ vimuccati, bhavāsavāpi cittaṁ vimuccati, avijjāsavāpi cittaṁ vimuccati. ||| Knowing and seeing like this, their mind is freed from the defilements of sensuality, desire to be reborn, and ignorance.
Vimuttasmiṁ vimuttamiti ñāṇaṁ hoti. ||| When they’re freed, they know they’re freed.
‘Khīṇā jāti, vusitaṁ brahmacariyaṁ, kataṁ karaṇīyaṁ, nāparaṁ itthattāyā’ti pajānāti. ||| They understand: ‘Rebirth is ended, the spiritual journey has been completed, what had to be done has been done, there is nothing further for this place.’
Taṁ kissa hetu? ||| Why is that?
Evañhi taṁ, bhaddāli, hoti yathā taṁ satthusāsane sikkhāya paripūrakārissā”ti. ||| Because that’s what happens when someone fulfills the training according to the Teacher’s instructions.”
Evaṁ vutte, āyasmā bhaddāli bhagavantaṁ etadavoca: ||| When he said this, Venerable Bhaddāli said to the Buddha,
“ko nu kho, bhante, hetu, ko paccayo yena midhekaccaṁ bhikkhuṁ pasayha pasayha kāraṇaṁ karonti? ||| “What is the cause, sir, what is the reason why they punish some monk, repeatedly pressuring him?
Ko pana, bhante, hetu, ko paccayo yena midhekaccaṁ bhikkhuṁ no tathā pasayha pasayha kāraṇaṁ karontī”ti? ||| And what is the cause, what is the reason why they don’t similarly punish another monk, repeatedly pressuring him?”
“Idha, bhaddāli, ekacco bhikkhu abhiṇhāpattiko hoti āpattibahulo. ||| “Take a monk who is a frequent offender with many offenses.
So bhikkhūhi vuccamāno aññenaññaṁ paṭicarati, bahiddhā kathaṁ apanāmeti, kopañca dosañca appaccayañca pātukaroti, na sammā vattati, na lomaṁ pāteti, na netthāraṁ vattati, ‘yena saṅgho attamano hoti taṁ karomī’ti nāha. ||| When admonished by the monks, he dodges the issue, distracting the discussion with irrelevant points. He displays annoyance, hate, and bitterness. He doesn’t proceed properly, he doesn’t fall in line, he doesn’t proceed to get past it, and he doesn’t say: ‘I’ll do what pleases the Saṅgha.’
Tatra, bhaddāli, bhikkhūnaṁ evaṁ hoti: ||| In such a case, the monks say:
‘ayaṁ kho, āvuso, bhikkhu abhiṇhāpattiko āpattibahulo. ||| ‘Reverends, this monk is a frequent offender, with many offenses.
So bhikkhūhi vuccamāno aññenaññaṁ paṭicarati, bahiddhā kathaṁ apanāmeti, kopañca dosañca appaccayañca pātukaroti, na sammā vattati, na lomaṁ pāteti, na netthāraṁ vattati, “yena saṅgho attamano hoti taṁ karomī”ti nāha. ||| When admonished by the monks, he dodges the issue, distracting the discussion with irrelevant points. He displays annoyance, hate, and bitterness. He doesn’t proceed properly, he doesn’t fall in line, he doesn’t proceed to get past it, and he doesn’t say: “I’ll do what pleases the Saṅgha.”
Sādhu vatāyasmanto imassa bhikkhuno tathā tathā upaparikkhatha yathāssidaṁ adhikaraṇaṁ na khippameva vūpasameyyā’ti. ||| It’d be good for the venerables to examine this monk in such a way that this disciplinary issue is not quickly settled.’
Tassa kho evaṁ, bhaddāli, bhikkhuno bhikkhū tathā tathā upaparikkhanti yathāssidaṁ adhikaraṇaṁ na khippameva vūpasammati. ||| And that’s what they do.
Idha pana, bhaddāli, ekacco bhikkhu abhiṇhāpattiko hoti āpattibahulo. ||| Take some other monk who is a frequent offender with many offenses.
So bhikkhūhi vuccamāno nāññenaññaṁ paṭicarati, bahiddhā kathaṁ na apanāmeti, na kopañca dosañca appaccayañca pātukaroti, sammā vattati, lomaṁ pāteti, netthāraṁ vattati, ‘yena saṅgho attamano hoti taṁ karomī’ti āha. ||| When admonished by the monks, he doesn’t dodge the issue, distracting the discussion with irrelevant points. He doesn’t display annoyance, hate, and bitterness. He proceeds properly, he falls in line, he proceeds to get past it, and he says: ‘I’ll do what pleases the Saṅgha.’
Tatra, bhaddāli, bhikkhūnaṁ evaṁ hoti: ||| In such a case, the monks say:
‘ayaṁ kho, āvuso, bhikkhu abhiṇhāpattiko āpattibahulo. ||| ‘Reverends, this monk is a frequent offender, with many offenses.
So bhikkhūhi vuccamāno nāññenaññaṁ paṭicarati, bahiddhā kathaṁ na apanāmeti, na kopañca dosañca appaccayañca pātukaroti, sammā vattati, lomaṁ pāteti, netthāraṁ vattati, “yena saṅgho attamano hoti taṁ karomī”ti āha. ||| When admonished by the monks, he doesn’t dodge the issue, distracting the discussion with irrelevant points. He doesn’t display annoyance, hate, and bitterness. He proceeds properly, he falls in line, he proceeds to get past it, and he says: “I’ll do what pleases the Saṅgha.”
Sādhu vatāyasmanto, imassa bhikkhuno tathā tathā upaparikkhatha yathāssidaṁ adhikaraṇaṁ khippameva vūpasameyyā’ti. ||| It’d be good for the venerables to examine this monk in such a way that this disciplinary issue is quickly settled.’
Tassa kho evaṁ, bhaddāli, bhikkhuno bhikkhū tathā tathā upaparikkhanti yathāssidaṁ adhikaraṇaṁ khippameva vūpasammati. ||| And that’s what they do.
Idha, bhaddāli, ekacco bhikkhu adhiccāpattiko hoti anāpattibahulo. ||| Take some other monk who is an occasional offender without many offenses.
So bhikkhūhi vuccamāno aññenaññaṁ paṭicarati, bahiddhā kathaṁ apanāmeti, kopañca dosañca appaccayañca pātukaroti, na sammā vattati, na lomaṁ pāteti, na netthāraṁ vattati, ‘yena saṅgho attamano hoti taṁ karomī’ti nāha. ||| When admonished by the monks, he dodges the issue …
Tatra, bhaddāli, bhikkhūnaṁ evaṁ hoti: ||| In such a case, the monks say:
‘ayaṁ kho, āvuso, bhikkhu adhiccāpattiko anāpattibahulo. ||| ‘Reverends, this monk is an occasional offender without many offenses.
So bhikkhūhi vuccamāno aññenaññaṁ paṭicarati, bahiddhā kathaṁ apanāmeti, kopañca dosañca appaccayañca pātukaroti, na sammā vattati, na lomaṁ pāteti, na netthāraṁ vattati, “yena saṅgho attamano hoti taṁ karomī”ti nāha. ||| When admonished by the monks, he dodges the issue …
