སངས་རྒྱས་དང་བྱང་ཆུབ་སེམས་དཔའ་ཐམས་ཅད་ལ་ཕྱག་འཚལ་ལོ། ||| Homage to all the buddhas and bodhisattvas!
གཟི་བརྗིད་ཡིད་འོང་ཀུན་བསྡུས་དང་། ། ||| Embodiment of Enchanting Splendor,
བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ ||| the great bodhisattva mahāsattva Youthful Mañjuśrī,
དེ་དག་ལ་སོགས་པ་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་སུམ་ཁྲི་ཉིས་སྟོང་དང་ཡང་ཐབས་ཅིག་གོ། ། ||| and others. In all he was accompanied by thirty-two thousand great bodhisattva mahāsattvas.
དེ་ནས་དེའི་ཚེ་དགེ་སློང་དྲི་མེད་འོད་ཅེས་བྱ་བ་ཡངས་པ་ཅན་གྱི་གྲོང་ཁྱེར་ཆེན་པོར་བསོད་སྙོམས་ཀྱི་ཕྱིར་རྒྱུ་སྟེ། ། ||| At that time, the monk called Stainless Light came to the great city of Vaiśālī to beg for alms.
མཐར་ཆགས་སུ་བསོད་སྙོམས་ཀྱི་ཕྱིར་རྒྱུ་བ་ན་ཁྱིམ་གྱི་རྒྱུས་མི་ཤེས་པས་སྨད་འཚོང་མའི་ཁྱིམ་ཞིག་ཏུ་སོང་ངོ་། ||| As he made his alms round, he arrived at a prostitute’s home, not knowing whose it was.
དགེ་སློང་དེ་སྨད་འཚོང་མའི་ཁྱིམ་གྱི་ནང་དུ་སོང་མ་ཐག་ཏུ་སྨད་འཚོང་མ་དེས་བདག་དགེ་སློང་འདི་དང་མི་ཉལ་དུ་མི་གཏོང་ངོ་། །གལ་ཏེ་མ་གྲུབ་ན་ནི་བདག་འཆི་བར་འགྱུར་རོ་སྙམ་དུ་དེ་ལ་འདོད་ཆགས་ཀྱི་སེམས་བསྐྱེད་དོ། ། ||| The moment the monk went into her home, lustful intentions were aroused in the prostitute, who thought, “I will not let this monk go without sleeping with him. If I fail, I will die.”
དེས་དགེ་སློང་དེ་ནང་དུ་འོངས་མ་ཐག་ཏུ་སྒོ་བཅད་ནས་དགེ་སློང་དེ་ལ་འདི་སྐད་ཅེས་སྨྲས་སོ། ། ||| Once the monk had come inside, she immediately shut the door and told him,
བདག་དང་ལྷན་ཅིག་ཏུ་མི་ཉལ་དུ་མི་རུང་ངོ་། ། ||| “It would be wrong for you not to sleep with me.
གལ་ཏེ་མ་ཉལ་ན་ནི་ཁོ་མོ་འཆི་བར་འགྱུར་རོ་ ||| Unless you sleep with me, I will die.”
དེ་ནས་དགེ་སློང་དྲི་མེད་འོད་ཀྱིས་སྨད་འཚོང་མ་དེ་ལ་འདི་སྐད་ཅེས་སྨྲས་སོ། ། ||| The monk Stainless Light protested to the prostitute,
སྲུ་མོ་ཁོ་བོས་ནི་སངས་རྒྱས་ཀྱི་བསླབ་པ་ཆེན་པོ་བཅས་པ་ལ་བསླབ་དགོས་ཏེ། ། ||| “Auntie! I must train in the great precepts prescribed by the Buddha.
འཁྲིག་པའི་ཆོས་བྱེད་མི་ཕོད་ཀྱིས་ཐོང་ཤིག །ཁོ་བོ་ནི་ཤི་ཡང་སླའི་འཁྲིག་པའི་ཆོས་ནི་མི་བྱེད་དོ་ ||| I dare not engage in sexual activity. Please let me go! I would rather die than engage in sexual activity.”
དེ་ནས་སྨད་འཚོང་མ་དེ་འདི་སྙམ་དུ་སེམས་ཏེ། ||| At this the prostitute thought,
བདག་གིས་གསང་སྔགས་དང་། སྨན་གང་གིས་དགེ་སློང་འདི་འདུག་ནས་གདོན་མི་ཟ་བར་བདག་དང་ལྷན་ཅིག་ཏུ་དགའ་བ་ཉམས་སུ་མྱོང་བར་འགྱུར་བའི་གསང་སྔགས་དང་། སྨན་དག་དགེ་སློང་འདི་ལ་སྦྱིན་གོར་མ་ཆག་གོ་སྙམ་མོ། ||| “If I use a certain secret mantra and drug to seduce this monk, he will surely engage in blissful acts with me; I shall definitely use that secret mantra and drug on this monk.”
བདག་ཀྱང་སངས་རྒྱས་ཀྱིས་བཅས་པའི་བསླབ་པ་གཞིག་པའམ་ཉམས་པར་ནི་བགྱི་བར་མི་འཚལ་གྱིས། ། ||| “I, too, have no desire to destroy or impair the Buddha’s prescribed precepts.
ཐུགས་བརྩེ་བའི་སླད་དུ་བསོད་སྙོམས་བཞེས་ཤིག་ཅེས་བྱས་ནས་དེ་ནང་དུ་སོང་སྟེ་རིག་སྔགས་དང་གསང་སྔགས་སྟོབས་བསྐྱེད་པ་དག་གིས་ཟས་དེ་ལ་བསྔགས་ནས་དགེ་སློང་དེའི་ལྷུང་བཟེད་ཀྱི་ནང་དུ་བླུགས་སོ། ། ||| Most graciously accept my alms.” With these words she went inside, bewitched the food with magic spells and secret mantras, and poured it into the monk’s begging bowl.
ཟས་བླུགས་མ་ཐག་ཏུ་དགེ་སློང་དེ་དེའི་མོད་ལ་ཚུལ་བཞིན་མ་ཡིན་པའི་རྣམ་པར་རྟོག་པ་སྐྱེས་ཏེ། ། ||| As soon as she had poured out his food, the monk suddenly gave rise to immoral thoughts.
དེ་ཀུན་ཏུ་རྟོག་ཅིང་ཤས་ཆེར་གདུང་བ་སྐྱེད་དོ། ། ||| Fantasizing, he gave rise to enormous longing.
དེ་ནས་སྨད་འཚོང་མ་དེས་དགེ་སློང་དེའི་བཞིན་གྱི་མདོག་གྱུར་པར་མཐོང་ནས་ལག་པ་གཡས་པས་དགེ་སློང་དེ་བཟུང་སྟེ་མལ་དུ་ཁྲིད་ནས་དེ་དང་ལྷན་ཅིག་ཏུ་ཉལ་པོ་བྱེད་དོ། ། ||| When the prostitute noticed the change in the monk’s expression, she grabbed him with her right hand, led him to the bed, and they slept with each other.
དེ་ནས་དགེ་སློང་དེ་སྨད་འཚོང་མ་དེ་དང་ལྷན་ཅིག་ཏུ་དགའ་བའི་རྩེད་མོ་དེ་ཉམས་སུ་མྱོང་ནས་བསོད་སྙོམས་དེ་བླངས་ཏེ། ||| After the monk had had his pleasure from dallying with the prostitute, he collected his alms,
གཙུག་ལག་ཁང་དུ་སོང་ནས། ||| went to the main temple,
ཀྱེ་མ་བདག་ནི་ཚུལ་ཁྲིམས་ཀྱི་ཕུང་པོ་ཆེན་པོ་ལས་ཉམས་པར་གྱུར་གྱིས། ||| “Oh, woe is me! I have just violated all that is contained in the Buddha’s great teaching of moral conduct!
བདག་ཚུལ་ཁྲིམས་ཉམས་པས་དད་པས་བྱིན་པ་ལོངས་སྤྱོད་པའི་འོས་མ་ཡིན་ཏེ། བདག་ནི་སེམས་ཅན་དམྱལ་བ་ཆེན་པོར་ལྟུང་བར་འགྱུར་རོ་ ||| As I have violated my moral conduct, I am no longer worthy to partake of faithful people’s offerings. I shall fall into the great hell realms.”
གྲོགས་པོ་རྣམས་ཀྱི་ཐད་དུ་འོངས་ནས་བདག་ནི་ཚུལ་ཁྲིམས་འཆལ་པར་གྱུར་ཏེ། དགེ་སྦྱོང་མ་ཡིན་པར་གྱུར་པས་བདག་ནི་སེམས་ཅན་དམྱལ་བར་ལྟུང་བར་འགྱུར་རོ་ཞེས་སྨྲས་སོ། ||| He approached his monastic companions and said, “I have neglected my moral conduct. As I am no longer an ordained devotee, I shall fall into the great hell realms.”
དགེ་སློང་གྲོགས་པོ་དེ་དག་གིས་དེ་ལ་འདི་སྐད་ཅེས་སྨྲས་སོ། ། ||| His monastic companions asked,
ཁྱོད་ཅིའི་ཕྱིར་ཚུལ་ཁྲིམས་འཆལ་པར་གྱུར། དེས་ཀྱང་དེ་དག་ལ་ཇི་ལྟར་གྱུར་པ་བཞིན་དུ་བསྙད་དོ། ། ||| “Why did you neglect your moral conduct?” So he recounted to them exactly how it had happened.
དེ་ནས་དགེ་སློང་གྲོགས་པོ་དེ་དག་གིས་དགེ་སློང་དྲི་མེད་འོད་དེ་ལ་འདི་སྐད་ཅེས་སྨྲས་སོ། ། ||| “Venerable Stainless Light,” his monastic companions said,
་བྱང་ཆུབ་སེམས་དཔའ་སེམས་དཔའ་ཆེན་པོ་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ཞེས་བྱ་བ་ཉེས་པ་ཐམས་ཅད་ལས་འབྱིན་པ་ལ་མཁས་པ། ||| “the bodhisattva mahāsattva called Youthful Mañjuśrī is expert in expunging all wrongdoings.
སྒྲིབ་པ་ཐམས་ཅད་སེལ་བ་ལ་མཁས་པ། མི་སྐྱེ་བའི་ཆོས་ལ་བཟོད་པ་ཐོབ་པ། ||| He is expert in dispelling all obscurations. He has attained patient forbearance in seeing all phenomena as nonarising.
བཅོམ་ལྡན་འདས་ཀྱིས་ཀྱང་བསྟོད་ཅིང་བསྔགས་ལ་སྙན་པར་བརྗོད་པ་ཡོད་ཀྱིས་ཚེ་དང་ལྡན་པ་ཚུར་ཤོག ། ||| Even the Bhagavān speaks well of him, praising and extolling him. So, venerable one, please come.
འོ་བུ་ཅག་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ག་ལ་བ་དེར་འདོང་ངོ་། ||| We shall go to meet Youthful Mañjuśrī.
དེས་ནི་ཁྱོད་ཀྱི་འགྱོད་པ་དེ་བསལ་ནུས་སོ། ། ||| He will be able to dispel your distress.”
དེ་ནས་དགེ་སློང་དྲི་མེད་འོད་དེ་ཟས་དེ་མ་ཟོས་པར་དགེ་སློང་གྲོགས་པོ་དེ་དག་དང་ལྷན་ཅིག་ཏུ་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ག་ལ་བ་དེར་དོང་སྟེ་ལྷགས་ནས། ། ||| Then, without eating his food, the monk Stainless Light, together with his monastic companions, left for the abode of Youthful Mañjuśrī.
འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་དང་ལྷན་ཅིག་ཏུ་མངོན་དུ་ཡང་དག་པར་མགུ་བ་དང་། ཡང་དག་པར་དགའ་བར་འགྱུར་བའི་གཏམ་རྣམ་པ་སྣ་ཚོགས་བྱས་ནས། ||| When they entered the presence of Youthful Mañjuśrī, they exchanged some joyful and delightful conversation, and then
འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་ལ་ཇི་ལྟར་གྱུར་པ་དེ་བསྙད་དོ། ། ||| recounted to Youthful Mañjuśrī what had happened.
དེ་སྐད་སྨྲས་པ་དང་། འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པས་དགེ་སློང་དྲི་མེད་འོད་དེ་ལ་འདི་སྐད་ཅེས་སྨྲས་སོ། ། ||| After these explanations, Youthful Mañjuśrī told the monk Stainless Light,
དགེ་སློང་ཁྱོད་ཟས་འདི་ཇེ་ཟོ་ཤིག་དང་། ||| “Monk, eat some of this food.
ཟས་ཟོས་ཟིན་པའི་འོག་ཏུ་བཅོམ་ལྡན་འདས་ལ་ཞུས་ཏེ། བཅོམ་ལྡན་འདས་ཀྱིས་ཇི་སྐད་ལུང་བསྟན་པའི་དོན་བཞིན་དུ་གཟུང་བར་བྱའོ། ། ||| Once you have eaten, tell the Bhagavān about this and follow the Bhagavān’s instructions.”
དེ་ནས་དགེ་སློང་དྲི་མེད་འོད་དང་། དགེ་སློང་དེ་དག་ཟན་ཟོས་ཟིན་པའི་འོག་ཏུ་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་དང་ལྷན་ཅིག་ཏུ་བཅོམ་ལྡན་འདས་ག་ལ་བ་དེར་དོང་སྟེ་ལྷགས་ནས། ||| As soon as the monk Stainless Light had eaten, he and his monastic companions, together with Youthful Mañjuśrī, left for the abode of the Bhagavān. Upon entering his presence,
བཅོམ་ལྡན་འདས་ཀྱི་ཞབས་ལ་མགོ་བོས་ཕྱག་འཚལ་ཏེ། ། ||| they touched their heads to the feet of the Bhagavān,
བཅོམ་ལྡན་འདས་ལ་ལན་གསུམ་བསྐོར་བ་བྱས་ནས་ཕྱོགས་གཅིག་ཏུ་འཁོད་དོ། ། ||| and after circumambulating the Bhagavān three times, they sat down to one side of him.
དེ་ནས་དགེ་སློང་དྲི་མེད་འོད་ངོ་ཚ་སྟེ་བཅོམ་ལྡན་འདས་ལ་གསོལ་མ་ནུས་སོ། ། ||| The monk Stainless Light was too ashamed to be able to speak to the Bhagavān,
དེ་ནས་འཇམ་དཔལ་གཞོན་ནུར་གྱུར་པ་སྟན་ལས་ལངས་ཏེ། ། ||| so Youthful Mañjuśrī rose from his seat,
བླ་གོས་ཕྲག་པ་གཅིག་ཏུ་གཟར་ནས། ། ||| draped his outer robe over one shoulder,
པུས་མོ་གཡས་པའི་ལྷ་ང་ས་ལ་བཙུགས་ཏེ། ||| knelt on his right knee,
བཅོམ་ལྡན་འདས་ག་ལ་བ་དེ་ལོགས་སུ་ཐལ་མོ་སྦྱར་ནས་བཅོམ་ལྡན་འདས་ལ་ཇི་ལྟར་གྱུར་པ་དེ་ཐམས་ཅད་གསོལ་ཏོ། ། ||| joined his palms before the Bhagavān, and relayed to the Bhagavān everything that had happened.
དེ་སྐད་ཅེས་གསོལ་ནས། བཅོམ་ལྡན་འདས་ཀྱིས་དགེ་སློང་དྲི་མེད་འོད་དེ་ལ་འདི་སྐད་ཅེས་བཀའ་སྩལ་ཏོ། ། ||| When he had been told what had happened, the Bhagavān asked the monk Stainless Light,
དགེ་སློང་ཁྱོད་ཀྱིས་དེ་ལྟ་བུ་བྱས་པ་བདེན་ནམ། ||| “Monk, is it true that you did thus?”
བཅོམ་ལྡན་འདས་དེ་མད་ལགས་སོ། ། ||| “Bhagavān, yes, it is true,”
བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ། དགེ་སློང་ཁྱོད་ཀྱིས་ཅི་བདག་གིས་འདོད་ཆགས་སྤྱད་དོ་སྙམ་དུ་སྔ་ནས་བསམས་སམ། ||| “Monk,” asked the Bhagavān, “did you have a prior intention to engage in lustful conduct?”
བཅོམ་ལྡན་འདས་དེ་ནི་མ་ལགས་སོ། ། ||| “Bhagavān, no, I did not,”
བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ། དགེ་སློང་འདོད་ཆགས་ཡིད་ལ་བྱེད་པ་མ་སྐྱེས་པར་ཁྱོད་ཀྱིས་འདོད་ཆགས་ཇི་ལྟར་སྤྱད། ||| “Monk,” asked the Bhagavān, “if lustful thoughts did not arise, how did you come to engage in lustful conduct?”
བཅོམ་ལྡན་འདས་བདག་གི་འདོད་ཆགས་ཀྱི་སེམས་ནི་སླད་ཀྱིས་སྐྱེས་ལགས་སོ། ||| “Bhagavān, my lustful mind arose later on,”
བཀའ་སྩལ་པ། དགེ་སློང་སེམས་དེས་ཁྱོད་ཀྱི་འདོད་ཆགས་སྤྱད་དམ། གསོལ་པ། བཅོམ་ལྡན་འདས་དེ་ནི་མ་ལགས་སོ། ||| “Monk,” asked the Bhagavān, “did you engage in your passionate act with that mind?” “Bhagavān, no, I did not,” replied Stainless Light.
བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ། དགེ་སློང་ཅི་སེམས་ཀུན་ནས་ཉོན་མོངས་པས་སེམས་ཅན་རྣམས་ཀུན་ནས་ཉོན་མོངས་པ་ཅན་དུ་འགྱུར་ལ། ། ||| “Monk, when their minds are afflicted, sentient beings become controlled by their afflictions;
སེམས་རྣམ་པར་དག་པས་རྣམ་པར་དག་པར་འགྱུར་རོ་ཞེས་ངས་ཆོས་མ་བསྟན་ཏམ། ||| when their minds are purified, they become pure. Is this not the Dharma I taught?”
བཅོམ་ལྡན་འདས་དེ་ནི་དེ་ལྟ་ལགས་སོ། ། ||| “Bhagavān, yes, it is,”
བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ། དགེ་སློང་ཇི་སྙམ་དུ་སེམས། ||| “Monk, what do you think?” asked the Bhagavān.
ཅི་ཁྱོད་ཀྱིས་གཉིད་ལོག་པའི་རྨི་ལམ་ན་ཀུན་ཏུ་རྟོག་པའི་ཚེ་འདོད་ཆགས་སྤྱད་པ་མྱོང་ངམ། ||| “In your sleep, when dreaming, did you ever engage in passionate acts?”
བཅོམ་ལྡན་འདས་མྱོང་ལགས་སོ། ། ||| “Bhagavān, yes, I did,”
བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ། དགེ་སློང་སེམས་ཀྱིས་འདོད་ཆགས་སྤྱད་པར་ཁྱོད་ཀྱིས་མི་ཤོ་དམ། ||| “Monk,” asked the Bhagavān, “do you not know that it is your mind that engaged in passionate conduct?”
བཅོམ་ལྡན་འདས་དེ་ནི་དེ་ལྟ་མ་ལགས་སོ། །བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ། ||| “Bhagavān, I do know that,” replied Stainless Light.
དགེ་སློང་ཅི་ཁྱོད་ཀྱིས་རྨི་ལམ་གྱི་སེམས་དང་། གཉིད་མ་ལོག་པའི་སེམས་འདི་ལ་བྱེ་བྲག་དང་ཐ་དད་དུ་བྱ་བ་ཞིག་ཡོད་པར་མཐོང་ངམ། ||| “Monk,” asked the Bhagavān, “do you think that there is a difference such that your dreaming mind and your waking mind are separate and distinct?”
བཅོམ་ལྡན་འདས་བདག་གིས་ནི་རྨི་ལམ་གྱི་སེམས་སམ། གཉིད་མ་ལོག་པའི་སེམས་ལ་ཐ་དད་དུ་བགྱི་བ་ཅུང་ཟད་ཀྱང་མ་མཐོང་ལགས་སོ། ། ||| “Bhagavān, I do not see the slightest distinction between the dreaming mind and the waking mind,”
བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ། དགེ་སློང་འདི་ཇི་སྙམ་དུ་སེམས། ||| “Monk, what do you think?” asked the Bhagavān.
ཆོས་ཐམས་ཅད་ནི་རྨི་ལམ་ལྟ་བུའོ་ཞེས་ངས་མ་བསྟན་ཏམ། ། ||| “Have I not taught that all phenomena are like dreams?”
བཅོམ་ལྡན་འདས་དེ་ནི་དེ་ལྟ་ལགས་སོ། ||| “Bhagavān, yes, you have,”
ཅི་རྨི་ལམ་དེ་ཡང་དག་པ་ཡིན་ནམ། ||| “Are dreams true?”
བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ། དགེ་སློང་འདི་ཇི་སྙམ་དུ་སེམས། ཅི་རྨི་ལམ་གྱི་སེམས་གང་ཡིན་པ་དང་། གཉིད་མ་ལོག་པའི་སེམས་གང་ཡིན་པ་འདི་གཉིས་མེད་པ་མ་ཡིན་ནམ། ||| “Monk, what do you think?” asked the Bhagavān. “Are not the dreaming mind and the waking mind nonexistent?”
བཅོམ་ལྡན་འདས་མ་མཆིས་ལགས་སོ། །བདེ་བར་གཤེགས་པ་མ་མཆིས་ལགས་སོ། ། ||| “Bhagavān, they are indeed nonexistent. Sugata, they are indeed nonexistent,”
བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ། དགེ་སློང་འདི་ཇི་སྙམ་དུ་སེམས། ཅི་མེད་པ་དེ་གང་ཞིག་ན་ཡོད་དམ། ||| “Monk, what do you think?” asked the Bhagavān. “Could something nonexistent exist anywhere?”
གསོལ་པ། །བཅོམ་ལྡན་འདས་དེ་ནི་མ་ལགས་སོ། །བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ། དགེ་སློང་འདི་ཇི་སྙམ་དུ་སེམས། ཅི་མེད་པ་གང་ཡིན་པ་དེ་ལ་སྐྱེ་བ་ཡོད་དམ། ||| “Bhagavān, no, it could not,” replied Stainless Light. “Monk, what do you think?” asked the Bhagavān. “Could something nonexistent arise?”
བཅོམ་ལྡན་འདས་དེ་ནི་མ་ལགས་སོ། །བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ། དགེ་སློང་ཇི་སྙམ་དུ་སེམས། ཅི་སྐྱེ་བ་མེད་པ་སྐྱེ་བའམ། འགགས་པའམ། ||| “Bhagavān, no, it could not,” replied Stainless Light. “Monk, what do you think?” asked the Bhagavān. “Could something nonarising arise or cease?
ཅི་སྐྱེ་བ་མེད་པ་སྐྱེ་བའམ། འགགས་པའམ། ||| “Could something nonarising arise or cease?
ཀུན་ནས་ཉོན་མོངས་པ་ཅན་ནམ། རྣམ་པར་བྱང་བར་འགྱུར་རམ། གསོལ་པ། བཅོམ་ལྡན་འདས་དེ་ནི་མ་ལགས་སོ། །བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ། དགེ་སློང་འདི་ཇི་སྙམ་དུ་སེམས། ། ||| Could it become controlled by afflictions, or cleansed?” “Bhagavān, no, it could not,” replied Stainless Light. “Monk, what do you think?” asked the Bhagavān.
ཅི་སྐྱེ་བ་མེད་པའི་ཆོས་རྣམས་སེམས་ཅན་དམྱལ་བར་འགྲོ་བར་འགྱུར་རམ། དུད་འགྲོའི་སྐྱེ་གནས་སམ། གཤིན་རྗེའི་འཇིག་རྟེན་དུ་འགྲོ་བར་འགྱུར་རམ། ||| “Could nonarising phenomena go to the hell realms, or to the birthplace of an animal, or to the realm of the Lord of Death?”
བཅོམ་ལྡན་འདས་སྐྱེ་བ་མ་མཆིས་པ་ཉིད་ཀྱང་མ་མཆིས་པ་ལགས་ན་ངན་འགྲོར་མཆི་བར་འགྱུར་བ་ལྟ་ག་ལ་མཆིས། ||| “Bhagavān, since things that are nonarising do not exist, it would be impossible for them to go to the lower realms,”
བཅོམ་ལྡན་འདས་ཀྱིས་བཀའ་སྩལ་པ། ||| The Bhagavān continued,
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་དེ་ལྟར་འོད་གསལ་བ་ཡིན་ན་བྱིས་པ་སོ་སོའི་སྐྱེ་བོ་རྣམས་ནི་ཡང་དག་པ་མ་ཡིན་པའི་ཆོས་རྣམས་ལ་བརྟགས། ཕྱིན་ཅི་ལོག་ལ་བརྟགས། གསོབ་དང་། གསོག་ལྟ་བུའི་ཆོས་ཐམས་ཅད་ལ་བརྟགས་པས་ ||| “Monk,” continued the Bhagavān, “while all phenomena are luminous in this way, childish ordinary beings construct unreal phenomena, construct erroneous qualities, and have constructed all phenomena, which are in fact insignificant and worthless.
དམྱལ་བ་དང་། དུད་འགྲོའི་སྐྱེ་གནས་དང་། གཤིན་རྗེའི་འཇིག་རྟེན་དུ་འགྲོ་བར་འགྱུར་རོ། ||| And thus they will go to hell, animal states of birth, and to the realm of the Lord of Death.
དགེ་སློང་གཞན་ཡང་ཆོས་ཐམས་ཅད་ནི་ཡང་དག་པ་མ་ཡིན་པ་སྟེ། ། ||| Monk, furthermore, all phenomena are untrue;
རྣམ་པར་བསྒྲུབས་ནས་ཉེ་བར་གནས་པའི་མཚན་ཉིད་དོ། ། ||| the characteristic that once created they do not remain.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་སྦྱར་བ་སྟེ། ||| Monk, all phenomena are compounded;
འདོད་ཆགས་དང་། ཞེ་སྡང་དང་། གཏི་མུག་རྣམས་ཀྱང་བྱིས་པ་སོ་སོའི་སྐྱེ་བོ་དེ་དག་གིས་ཀུན་ནས་བསྐྱེད་པ་ཡིན་ནོ། ། ||| childish ordinary beings have given rise to attachment, hatred, and delusion.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་བརྟགས་པ་སྟེ། ཕྱིན་ཅི་ལོག་ལས་བྱུང་བ་ཡིན་ནོ། ||| Monk, all phenomena arise from distorted perceptions.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་མེད་པ་སྟེ། སྨིག་རྒྱུ་ལྟ་བུའི་ངོ་བོ་ཉིད་ཡིན་ནོ། ། ||| Monk, all phenomena lack existence, their very essence is like a mirage.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་ཡ་མ་བརླ་སྟེ་ནམ་མཁའ་དང་འདྲའོ། ། ||| Monk, all phenomena lack a core, they are like space.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་དངོས་པོ་དང་བྲལ་བའི་ཕྱིར་དངོས་པོ་མེད་པའོ། ། ||| Monk, as all phenomena are devoid of reality, they are not real entities.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་ནམ་མཁའ་ལྟར་ཟབ་པའི་ཕྱིར་ཟབ་པའོ། ། ||| Monk, as all phenomena are deep like space, they are deep.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་དངོས་པོ་མི་དམིགས་པའི་ཕྱིར་ཡངས་པའོ། ། ||| Monk, as all phenomena are unperceived, they are wide open.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་ཤིན་ཏུ་དབེན་པའི་ཕྱིར་མི་གནས་པའོ། ། ||| Monk, as all phenomena are utterly void, they are nonabiding.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་ཡུལ་ཐམས་ཅད་གསོག་ཡིན་པའི་ཕྱིར་མི་རྟེན་པའོ། ། ||| Monk, as all phenomena have no worth for anything at all, they are unreliable.
དགེ་སློང་ཆོས་ཐམས་ཅད་ནི་ཤིན་ཏུ་གསོག་ཡིན་པའི་ཕྱིར་རྩ་བ་མེད་པའོ། ། ||| Monk, as all phenomena are without worth whatsover, they are baseless.
